"","V1","V2","V3"
"AFG",0.418357211922431,-0.297420307404633,-0.503175958845605
"AGO",0.097279578474911,-0.22273013107835,-0.381712283325397
"ANT",0.418357211922431,-0.297420307404633,-0.503175958845605
"ARE",0.10702390810338,-0.37783179814497,0.249615102275147
"ARG",0.117737819715601,0.531430454524283,-0.173776003176994
"ATG",0.418357211922431,-0.297420307404633,-0.503175958845605
"AUS",1.72621498625821,-1.54010399636167,0.0394265137961381
"AUT",0.440023161961727,2.02625244643184,2.02421280491923
"AZE",0.287680798068667,-0.349975030105364,-0.528427122523137
"BEL",-0.0233586990264674,2.17760335196095,0.921636547201457
"BEN",0.418357211922431,-0.297420307404633,-0.503175958845605
"BGD",0.378022028758138,-0.314454989647455,-0.510228268311724
"BGR",-0.0960208624452184,-0.280631335626232,-0.414141433917901
"BHS",0.418357211922431,-0.297420307404633,-0.503175958845605
"BLR",0.270459334363201,-0.188315961516207,-0.382555502151792
"BRA",-0.105589193426434,-0.552588427291046,-1.17756935726395
"BRN",0.418357211922431,-0.297420307404633,-0.503175958845605
"BWA",0.418357211922431,-0.297420307404633,-0.503175958845605
"CAN",-0.139076395687473,0.456035672152801,-0.0391354629947248
"CHE",-4.01293076989505,-0.0415931402311004,2.1963359358154
"CHL",-1.24047114145367,-0.922001129298612,0.659822438102564
"CHN",0.812681728138289,-1.60133648590836,2.23077322219836
"COD",0.418357211922431,-0.297420307404633,-0.503175958845605
"COG",0.418357211922431,-0.297420307404633,-0.503175958845605
"COL",-0.373494363206451,-0.142402142231548,-0.0762910255397464
"CRI",0.287680798068667,-0.349975030105364,-0.528427122523137
"CYP",0.418357211922431,-0.297420307404633,-0.503175958845605
"CZE",0.00416474248068069,3.18239242010679,0.697366008908529
"DEU",0.134713570454607,2.14343339210836,1.081009067866
"DNK",0.102645348773837,1.82400854891822,0.875195819370359
"DOM",0.418357211922431,-0.297420307404633,-0.503175958845605
"DZA",-0.0590984696016195,0.328928608264605,-0.183707870642055
"ECU",0.33292874069682,-0.159215546788891,-0.360956071469326
"EGY",-0.624069802119861,-0.100933350390247,0.0129886307340898
"ESP",0.406502537807877,2.53120726905287,1.04227885735025
"EST",0.287680798068667,-0.349975030105364,-0.528427122523137
"FIN",0.0498666026956376,2.43057638456658,0.697000471927322
"FRA",0.294564669438163,2.22552986669673,1.09138846327232
"GAB",0.418357211922431,-0.297420307404633,-0.503175958845605
"GBR",0.117778755817092,2.241471049711,1.11753300958752
"GHA",0.418357211922431,-0.297420307404633,-0.503175958845605
"GNQ",0.418357211922431,-0.297420307404633,-0.503175958845605
"GRC",-0.288855069467439,0.153538298188206,0.106672586144918
"GTM",0.418357211922431,-0.297420307404633,-0.503175958845605
"HND",0.418357211922431,-0.297420307404633,-0.503175958845605
"HRV",0.097279578474911,-0.22273013107835,-0.381712283325397
"HUN",0.412439308019418,1.72461885634896,0.187087398888612
"IDN",-0.992311709497733,-0.564793036973413,0.076476527399531
"IND",-2.39663653766695,-0.688500104812467,0.0705299024507262
"IRL",0.77108071661609,1.87203570614597,-0.10247132631958
"IRN",-0.462693538735798,-1.86222907960166,1.1103994435177
"IRQ",-0.335987875913252,-0.143846954520075,-0.161048473529963
"ISR",0.0873809289800706,0.751934738861198,-0.181726383511643
"ITA",0.0624319994244019,2.39184936702501,0.986502005422149
"JOR",0.418357211922431,-0.297420307404633,-0.503175958845605
"JPN",0.783763034261512,-1.93610182282519,3.45742393908605
"KAZ",-0.630931070700548,-0.27353065545373,-0.332803329591988
"KGZ",0.418357211922431,-0.297420307404633,-0.503175958845605
"KHM",0.418357211922431,-0.297420307404633,-0.503175958845605
"KOR",-1.01378721859556,-1.30608435475481,1.64503003880913
"LAO",0.418357211922431,-0.297420307404633,-0.503175958845605
"LBR",0.418357211922431,-0.297420307404633,-0.503175958845605
"LBY",-0.383989107536166,-0.260117551327498,-0.582605773972331
"LCA",0.418357211922431,-0.297420307404633,-0.503175958845605
"LKA",0.418357211922431,-0.297420307404633,-0.503175958845605
"LTU",0.270459334363201,-0.188315961516207,-0.382555502151792
"LUX",0.15994809324288,-0.393530302980378,-0.558392633411294
