"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Goods.notifications..RTAs.","Services.notifications..EIAs.","Physical.RTAs"
"sig_18",0.98471835313582,0.872683798822341,0.974521008509212,0.988273537715921,0.971542685371134,0.994955423401572,0.970949521462586,0.880473457641728,0.950600210045522,0.924705028164161,0.953655639145343,0.929802606377701,0.964121524787314,0.979474058210648,0.968654645009469,0.983785809448068,0.986489559739998,1,0.958400860175613,0.970099560360326,0.984959106108813,0.992491014756735,0.987548094760639,0.998171286903035,0.974078619609898,0.989669414266886,0.967158007453299,0.959274137328332,0.88561962528465,0.303930118269019,0.34548131412817,0.303275234064209
"sig_19",0.936355543617151,0.784661384771411,0.997260110206297,0.980873065885409,0.927416014533945,0.96341954085964,0.892760531657259,0.786549901521017,0.997489960819591,0.991846644604142,0.989330553623366,0.99402509936921,0.998546287460459,0.988906337838244,0.969383789213489,0.987848304566408,0.986718787770872,0.958400860175613,1,0.946776830815362,0.975176614698915,0.932333595193485,0.984895710453576,0.962183352103971,0.94480673525058,0.921401894696148,0.903689847622988,0.868774541219436,0.788422498455396,0.220865234308761,0.292821915628658,0.219778767786186
"sig_20",0.965781287056416,0.864893452602052,0.960533869296697,0.964279564410995,0.988615358615476,0.974448896704923,0.949377445613889,0.870942191179172,0.936103886585514,0.908920093769869,0.934514967011833,0.915481941757279,0.948559728125001,0.956606494095317,0.977087378830454,0.977047033139631,0.966431185638638,0.970099560360326,0.946776830815362,1,0.984349371515935,0.958072523577699,0.972837857883104,0.976733740571757,0.99441370927469,0.962508524264806,0.980115145095142,0.938276692080014,0.874727763417209,0.263166593170717,0.343224439416553,0.262046870631075
"sig_21",0.972480735788896,0.854309258268473,0.984828525366833,0.983124284325362,0.980514698597362,0.987226158086575,0.949366443470648,0.860118018826089,0.96659351882525,0.943628044912614,0.961201087101704,0.949413419577586,0.975733345732058,0.979670716953656,0.993250614886065,0.996114910947444,0.986502299278811,0.984959106108813,0.975176614698915,0.984349371515935,1,0.967450884206971,0.991070382736883,0.990125137898422,0.990022583268063,0.968805808762903,0.967712265403819,0.934892986000078,0.86419297431048,0.26021582766026,0.329261772239605,0.259021364595567
"sig_22",0.98657443265073,0.885461660310715,0.954231010492331,0.981635020102784,0.96322469379257,0.989738375780354,0.979490097766911,0.892542353294955,0.922930937573189,0.897561744656904,0.938195535195438,0.902413289403051,0.938486301511888,0.967005693433718,0.943419402229631,0.965433366679517,0.975376842969948,0.992491014756735,0.932333595193485,0.958072523577699,0.967450884206971,1,0.972737271724258,0.991720973276896,0.959386552425334,0.993475080489148,0.962976757766304,0.969051975570608,0.896485693755136,0.324875148421726,0.354454050189365,0.32430808688505
"sig_23",0.978269416112276,0.855098569629408,0.994237958536166,0.995101437650378,0.967282118219879,0.993444002533876,0.949604689527898,0.85902550838905,0.979382883331441,0.95918385286885,0.978806813249718,0.963943422009142,0.9877133318296,0.992614465402486,0.982375966191808,0.99386293323599,0.996729058628944,0.987548094760639,0.984895710453576,0.972837857883104,0.991070382736883,0.972737271724258,1,0.990840819636574,0.974881625824866,0.969579709807916,0.952560557109282,0.932040261203751,0.861920758724955,0.269474664363597,0.325122878803837,0.268270732646058
"sig_24",0.990263868733914,0.88389827556741,0.978382877934804,0.989788305334967,0.979860307099311,0.998125796114198,0.975743355104987,0.890306971997065,0.953459567420973,0.927388615028263,0.955138706740569,0.932999787239736,0.966339977255284,0.980132391037362,0.974461727612587,0.986907959637983,0.988268962698284,0.998171286903035,0.962183352103971,0.976733740571757,0.990125137898422,0.991720973276896,0.990840819636574,1,0.981372110349359,0.991277840078519,0.973903097229966,0.96368798384279,0.894271007274213,0.296499502306857,0.344960201988771,0.295543552896423
"sig_25",0.97224337063053,0.881804537450699,0.95997839485751,0.961558703706262,0.996092221502364,0.978521377745082,0.959145906589261,0.888509445270246,0.933846531405833,0.901187443980116,0.92565486676801,0.908675745358743,0.94684863936956,0.952447358950468,0.984169448040636,0.977800587455189,0.964241126583641,0.974078619609898,0.94480673525058,0.99441370927469,0.990022583268063,0.959386552425334,0.974881625824866,0.981372110349359,1,0.969981825984875,0.988913187233524,0.950187050634318,0.892845359234844,0.268177090740002,0.344725101477802,0.26676610573459
"sig_26",0.995070923506116,0.921577558871,0.946343271140562,0.969196462660557,0.978648041506716,0.990814935211424,0.994489621681705,0.929043639874173,0.910540904272186,0.875632599670267,0.914958962578517,0.882841463223802,0.927934878198489,0.950621165265696,0.948919934014921,0.958622018580071,0.963611220705967,0.989669414266886,0.921401894696148,0.962508524264806,0.968805808762903,0.993475080489148,0.969579709807916,0.991277840078519,0.969981825984875,1,0.980618753651327,0.988606310385977,0.933252986026701,0.331308430895177,0.365379956302997,0.330211366374461
"sig_27",0.977920636929402,0.924089961597165,0.927430125161173,0.940472421568672,0.996943367530683,0.971363031159125,0.980730994420375,0.932076502137249,0.890131108652033,0.849470578209501,0.884029761043578,0.858470492629836,0.908130170734552,0.922266210946397,0.956540547793297,0.948710628841804,0.939033331005188,0.967158007453299,0.903689847622988,0.980115145095142,0.967712265403819,0.962976757766304,0.952560557109282,0.973903097229966,0.988913187233524,0.980618753651327,1,0.978997702257125,0.936556212753636,0.303145200844685,0.367196823884485,0.301688785779445
"sig_28",0.984437058021311,0.961410088972984,0.900519306529561,0.926866090873404,0.970058542879784,0.96546945698909,0.998141888234099,0.968841532096243,0.855054094422774,0.811130280618148,0.854732668843766,0.820537115385322,0.87580521610488,0.900011167663184,0.914490512267645,0.915231248851774,0.918972720024183,0.959274137328332,0.868774541219436,0.938276692080014,0.934892986000078,0.969051975570608,0.932040261203751,0.96368798384279,0.950187050634318,0.988606310385977,0.978997702257125,1,0.972483251720009,0.357174669031352,0.38822884389308,0.355603122586077
"sig_29",0.938009067569641,0.995497307744325,0.823800219614189,0.846609146225102,0.923859823302431,0.902332330022855,0.96274271781419,0.999163502181437,0.772310735638823,0.722239661490685,0.764129930966525,0.733837664000823,0.794612340661413,0.814150405140941,0.84684545093164,0.836008780341513,0.838119724045709,0.88561962528465,0.788422498455396,0.874727763417209,0.86419297431048,0.896485693755136,0.861920758724955,0.894271007274213,0.892845359234844,0.933252986026701,0.936556212753636,0.972483251720009,1,0.41142112939798,0.432415054415596,0.409084394730909
"Goods.notifications..RTAs.",0.322389311274157,0.416090197450504,0.241267432120233,0.277232951722157,0.287518021483547,0.299829981243338,0.347293459206753,0.413156418744634,0.211551402628284,0.197125244719721,0.23213163539459,0.201187399555812,0.226932439913292,0.258536760932457,0.243024901288593,0.252726990836595,0.267249100408711,0.303930118269019,0.220865234308761,0.263166593170717,0.26021582766026,0.324875148421726,0.269474664363597,0.296499502306857,0.268177090740002,0.331308430895177,0.303145200844685,0.357174669031352,0.41142112939798,1,0.871673904893202,0.999921442112709
"Services.notifications..EIAs.",0.362694007738309,0.436838793069522,0.308397290587407,0.325504551702134,0.358965709015053,0.34571004162539,0.379998710834409,0.434374365361318,0.291288209178561,0.268473008548981,0.293147272509134,0.270424580039155,0.298666940863125,0.312974104962894,0.333024220048457,0.320761934442865,0.320703578292655,0.34548131412817,0.292821915628658,0.343224439416553,0.329261772239605,0.354454050189365,0.325122878803837,0.344960201988771,0.344725101477802,0.365379956302997,0.367196823884485,0.38822884389308,0.432415054415596,0.871673904893202,1,0.869080951805308
"Physical.RTAs",0.320777533757807,0.413508592840205,0.240110163949222,0.276425344987698,0.285860742827785,0.298603512203728,0.345730223001289,0.410727702199882,0.210484439820816,0.196330506904295,0.231499032138328,0.200305711685122,0.22592455809985,0.257865372561659,0.241625942095486,0.251784900957784,0.266414872169302,0.303275234064209,0.219778767786186,0.262046870631075,0.259021364595567,0.32430808688505,0.268270732646058,0.295543552896423,0.26676610573459,0.330211366374461,0.301688785779445,0.355603122586077,0.409084394730909,0.999921442112709,0.869080951805308,1
