"","V1","V2","V3"
"sig_1",-53.6186900173985,148.754705683842,131.805418446794
"sig_2",-32.1627766267441,-13.5832451200681,-5.62342442173994
"sig_3",-2.39908270861769,-113.698469166997,-4.91485086430135
"sig_4",-174.95432509079,140.759947512365,-45.1822937958263
"sig_5",-0.556700276696119,12.0048078854339,43.2254507592368
"sig_6",229.060378468889,-300.1741747955,-135.562149725729
"sig_7",-9.19837848636698,-232.182979021362,-158.9592708995
"sig_8",82.3497702687001,41.8512259957228,7.94397981882957
"sig_9",-34.5093931904313,47.8930956136759,-7.73770479434559
"sig_10",-43.4796599015219,-190.912743670169,160.031635960588
"sig_11",-97.2981847912639,28.4721559664608,-59.5130208296155
"sig_12",89.8832779754944,211.673890151285,-128.044903971556
"sig_13",108.347129359444,34.7384104690344,-5.30256507377001
"sig_14",273.210973637734,61.5785132081832,-47.1042804254426
"sig_15",6.68355056095268,-12.8969973407608,10.9480004373813
"sig_16",39.6575943687096,8.31220494081537,-47.843265110729
"sig_17",-50.5319277120818,-313.794773619475,244.294616811949
"sig_18",-108.911756250437,-74.9658406440509,12.897476615661
"sig_19",-121.67957293297,-7.08853478685408,-24.7439799950454
"sig_20",9.18544907165617,5.9289599104223,11.2410505953348
"sig_21",-22.0648553427744,-8.28880491044295,12.1745849571603
"sig_22",43.2059715362987,29.6196774273723,-31.0752632098714
"sig_23",-69.306840731352,140.480771628132,-20.9531735013131
"sig_24",50.7450828438185,163.194772321933,20.8202453409071
"sig_25",1.31196141713785,23.9054468143458,-28.3527118442627
"sig_26",-89.9109659727099,130.306334846423,73.9310485450586
"sig_27",-19.2084236263548,-37.2525116721231,-26.8057270747054
"sig_28",47.955064720697,101.605029896335,45.1910641462546
"sig_29",-52.7847240432383,-23.2032095811538,3.25097257862417
