"","V1","V2","V3"
"PER",-0.68576008052531,-1.25593809402638,1.84645025249444
"PHL",-0.504558082494452,-0.586788054729936,0.0624909313640818
"PNG",-0.401014083619676,-0.204416603703401,-0.956914394996125
"POL",0.0890557959937511,1.61916487633377,0.646873847204305
"PRK",0.857109957251525,-0.352775405906732,-0.887596806899704
"PRT",0.0890557959937511,1.61916487633377,0.646873847204305
"PRY",0.202161937097234,-0.374188867561701,-0.667404269357862
"QAT",0.542578947033725,-0.315685705355901,-0.904926203923808
"ROM",0.0890557959937511,1.61916487633377,0.646873847204305
"RUS",-3.86085519601545,0.203570102355776,-1.14753776226128
"SAU",0.542578947033725,-0.315685705355901,-0.904926203923808
"SDN",0.228047936815925,-0.278596004805066,-0.922255600947913
"SGP",-0.526545068619685,-1.86658497111702,3.39288763905885
"SLV",0.335490949284165,-1.08042860740898,1.1338844487966
"SRB",-0.426900083338366,-0.300009466460035,-0.702063063406072
"SVK",0.0890557959937511,1.61916487633377,0.646873847204305
"SVN",0.0890557959937511,1.61916487633377,0.646873847204305
"SWE",0.0890557959937511,1.61916487633377,0.646873847204305
"SYR",0.228047936815925,-0.278596004805066,-0.922255600947913
"TCD",0.857109957251525,-0.352775405906732,-0.887596806899704
"THA",-0.55633008193184,-0.777973780243205,0.572193594544184
"TTO",0.80533795781413,-0.543961131420001,-0.3778941437196
"TUN",-0.715545093837476,-0.167326903152566,-0.974243792020229
"TUR",-5.11897923688666,0.35192890455911,-1.2168553503577
"UKR",-3.28356517501725,-0.06179502425916,-0.603176305032968
"URY",0.176275937378537,-0.469781730318335,-0.412552937767812
"USA",0.520591960908493,-1.59548262174298,2.42547050377096
"UZB",-0.0864830734018755,-0.241506304254232,-0.939584997972019
"VEN",0.228047936815925,-0.278596004805066,-0.922255600947913
"VNM",-0.190027072276656,-0.623877755280771,0.0798203283881869
"YEM",0.857109957251525,-0.352775405906732,-0.887596806899704
"ZAF",-0.0864830734018755,-0.241506304254232,-0.939584997972019
"ZMB",0.542578947033725,-0.315685705355901,-0.904926203923808
"ZWE",-0.0864830734018755,-0.241506304254232,-0.939584997972019
