"","V1","V2","V3","V4","V5","V6"
"sig_1",-0.0674806099231426,-0.0681109334149221,0.000499580626487451,0.00696749509497683,0.037572527367875,0.0216322062322936
"sig_2",-0.0240633132763302,-0.0098418931032559,-0.0045350978026153,-0.0319201068542127,0.0396249435512087,0.0276842359878993
"sig_3",-0.0654322714037538,-0.0836483554457944,0.000212846239212866,0.0201534275139319,0.0296196775744086,0.0104832240806959
"sig_4",-0.0577375491895812,-0.0815284487670953,-0.0162468221808852,0.025294829256813,0.0336877407843565,0.0186264342781432
"sig_5",-0.0568826669017259,-0.0863150648994718,0.0102728555079198,0.00873296210865816,0.0392170160704251,0.00355315252218359
"sig_6",-0.0770417517781432,-0.0817733092164828,-0.000938658973728636,0.0145972628266817,0.0371865053090151,0.0212547885864626
"sig_7",-0.0508819015381066,-0.0667264565449072,0.00250807793034122,-0.00713908938460816,0.0393855539818829,0.0127891167256287
"sig_8",-0.0156114581933641,0.0116222610136118,-0.00858593644150403,-0.0310125932891832,0.0411292499100732,0.0362000409589384
"sig_9",-0.0612500969612997,-0.0797571325630165,-0.00199855386428052,0.0175803480853329,0.0276606009926667,0.0102094211955234
"sig_10",-0.0612628578461914,-0.0821178648649582,-0.00452817711383995,0.0191338439262665,0.0279568601820654,0.010718994661804
"sig_11",-0.0448480550423559,-0.0815619417912704,-0.0245142000388135,0.0294867621446538,0.0315432036657874,0.0156561281822156
"sig_12",-0.0563726936683707,-0.0795771335341246,-0.0028939312033858,0.019547590566769,0.0239445960446101,0.00658061984856616
"sig_13",-0.0666551574748878,-0.0790657114418925,0.000643484756654142,0.0179453246596525,0.0284280776274561,0.0122682819920575
"sig_14",-0.0665537594934456,-0.091282791186556,-0.013359588778638,0.0237210180559543,0.0320496057497208,0.0161962347320925
"sig_15",-0.0614591699784177,-0.0682193589150279,-0.000134736901754748,0.0157667127672219,0.0248939650188312,0.0131615668725707
"sig_16",-0.06365660218644,-0.0845650447728676,-0.00379743072045616,0.0187696231871517,0.0265733431718943,0.00972380790111978
"sig_17",-0.0690083814406452,-0.0905682640900929,-0.00775837513918773,0.0229294275213413,0.0333530167945403,0.0153757694557213
"sig_18",-0.0805037766691145,-0.0850938639305529,0.00210170881973887,0.0181417938760562,0.0339869644945287,0.0185108444763101
"sig_19",-0.0611388659915186,-0.0858666613877205,0.00011988280914456,0.0186336645073605,0.0265044087984424,0.00570833542748292
"sig_20",-0.0512475555546766,-0.063150203385542,0.0114453750457993,0.00587718963306292,0.0378210566354743,0.00985185907691429
"sig_21",-0.0630865062283663,-0.0845181868793514,0.000495537441087711,0.0167684132756324,0.0233312433204606,0.00545443089028115
"sig_22",-0.0611471673037085,-0.0812617137861286,-0.00133226392710472,0.0144680019567594,0.0378135517704916,0.0139002623397384
"sig_23",-0.0851483148756628,-0.0767159987913832,-0.00132755775544415,0.0151623761897111,0.0376388124100279,0.0281737285886623
"sig_24",-0.0724266851697262,-0.0974350322067165,-0.00148349055576703,0.01818857746445,0.032236838183493,0.00978101513004181
"sig_25",-0.03553255744269,-0.0948026388244232,0.00975631747415657,0.00852599874481125,0.0353911523335981,-0.0128399097216296
"sig_26",-0.0768121153687128,-0.0838713545415952,0.00347186888642056,0.000924358241017831,0.0388306815038969,0.0178120490785217
"sig_27",-0.0299389344306615,-0.101003355948807,0.0157946526753053,-0.00537976756242918,0.0371432186546508,-0.0217325816109581
"sig_28",-0.0329295692387479,-0.0389445452672988,-0.008423265475872,-0.0196476218171683,0.0346244886978386,0.0191766727860478
"sig_29",-0.0111089792876197,0.0359574970032433,-0.0128207249036797,-0.0306072466682684,0.0369707598070624,0.0453416957362666
