"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Metabolism","Genetic.Information.Processing","Environmental.Information.Processing","Cellular.Processes","Organismal.Systems","Human.Diseases"
"sig_21",0.815069084908885,0.50575825744214,0.972907408121026,0.838367411186369,0.927720756963428,0.891104914612332,0.726193310976403,0.42598990093149,0.989266004653045,0.980519992627888,0.795146462877091,0.993856690320376,0.983338495798924,0.860802610855784,0.987147889617086,0.987001949327476,0.891265973173076,0.914797583279856,0.990698400088195,0.915780864149281,0.999999999999998,0.80810835369862,0.893661360777842,0.936886105345629,0.969876840890107,0.813025673794405,0.787063997972117,0.564844160755828,0.325082061498123,0.0453881348011634,-0.00326702537058631,-0.00391497166455071,-0.00996132047535142,-0.00430366723778864,0.0207415545223416
"sig_22",0.963859682262823,0.749724693218617,0.882100446523623,0.939866124973284,0.870319878120625,0.970588041391409,0.93042447087872,0.670332714037345,0.823614299293532,0.841764321143043,0.87655510638088,0.807933783176013,0.852964995907348,0.915720480273391,0.76127517582141,0.839635387449526,0.949400096725751,0.93627238989315,0.840287284860295,0.79842662769882,0.80810835369862,1,0.959335395241826,0.939109744637222,0.828998522600533,0.958460284161543,0.878079684325231,0.805663463936398,0.561077456642975,0.0944876820928779,-0.0095275481733464,-0.01114053891106,-0.00433810706394618,-0.00543855094731553,0.0116114376225339
"sig_23",0.941960192847967,0.673478827466897,0.950641559652297,0.953218295740587,0.911140370795608,0.992701476603987,0.864907976592501,0.591562118715363,0.915222376728073,0.929267056660257,0.903116780802755,0.899670377624364,0.939331469821362,0.959571330153896,0.84826021727947,0.926445626136873,0.983421009153363,0.991615484931699,0.920489574419101,0.86134730650005,0.893661360777842,0.959335395241826,0.999999999999995,0.965508281625393,0.898062986224452,0.933135533310695,0.852682567944685,0.718079137014832,0.482399642598629,0.0766608325618023,-0.00447438097947206,-0.00376259364934543,-0.0067196159591217,0.000273966706484936,0.0216529919841828
"sig_24",0.93317443046094,0.641462686978708,0.972072658627498,0.928484398367606,0.949903012887674,0.974959454649197,0.867434434692135,0.55022033789178,0.94093314261793,0.94363261238711,0.87517617895656,0.93100335575869,0.950902317354743,0.928375285588635,0.899864987031551,0.950249019531101,0.963176662180829,0.964797533211651,0.954472271659224,0.893564296856505,0.936886105345629,0.939109744637222,0.965508281625393,1,0.944285280792862,0.934007601604937,0.887245059153318,0.707794245362874,0.431491512613949,0.0653741082433316,-0.00386519080184307,-0.00673566884561636,-0.0126138493629408,-0.00377724950977118,0.021952251476567
"sig_25",0.855810529792086,0.571845360418531,0.9720404224146,0.834950196794266,0.969843376880983,0.905027150213377,0.785783579263894,0.484915316517041,0.969972519915847,0.959301567218836,0.775745434294933,0.963347767453517,0.965756700679533,0.840548332783154,0.945182970545955,0.963559910687561,0.883537976565557,0.906080643750223,0.981211865219795,0.925486350732895,0.969876840890107,0.828998522600533,0.898062986224452,0.944285280792862,0.999999999999995,0.854420066362438,0.877319205356773,0.632412196465025,0.373469589798881,0.0742856897006169,-0.0062620990470251,-0.00941712758759984,-0.0160617451310263,-0.00246082360362182,0.028710107318737
"sig_26",0.9496226013978,0.811905074013862,0.873506256798712,0.852803313595082,0.889830601216543,0.947164960869185,0.970708518123073,0.751697722774448,0.8214489045904,0.813203637749228,0.765310638204119,0.797291083691232,0.85073388810773,0.827500813365511,0.767776411695422,0.818103036347534,0.886592323644665,0.896120097681354,0.839019131846157,0.798025219830207,0.813025673794405,0.958460284161543,0.933135533310695,0.934007601604937,0.854420066362438,1,0.932517432483342,0.883890708282829,0.65147656753454,0.0875378428721003,-0.00638435096718038,0.00283487044782839,-0.00359848872365765,0.00583117073660617,0.0234709369056597
"sig_27",0.893823496939304,0.769901219656743,0.838719519614155,0.775735444685742,0.915988077013359,0.873601472156417,0.934669339889344,0.705477921484845,0.785765331875852,0.77750367085871,0.692154202372206,0.762282555532948,0.807817665447507,0.747583515759782,0.728775030570185,0.783791407311976,0.807938993364702,0.818717763882878,0.816923579666051,0.809079234649353,0.787063997972117,0.878079684325231,0.852682567944685,0.887245059153318,0.877319205356773,0.932517432483342,1,0.860444883340919,0.601448310492024,0.107544279928842,-0.0107099766260563,-0.0136201325850826,-0.0193460596410687,-0.0045715615893048,0.0240258834434946
"sig_28",0.795959742665197,0.930422018477061,0.624169005993209,0.617953587588596,0.691523486253993,0.735595326169698,0.947261173983833,0.939525133755303,0.563816813709569,0.552754081445803,0.530289323310051,0.538731939559833,0.607773452430108,0.57445295020795,0.510183674617049,0.556563790020394,0.641699368240878,0.649063403361471,0.588487807120564,0.584928806742942,0.564844160755828,0.805663463936398,0.718079137014832,0.707794245362874,0.632412196465025,0.883890708282829,0.860444883340919,0.999999999999996,0.895710857454024,0.0794870247239848,-0.009317449853368,-0.00631976255316943,-0.0151758333778419,0.000475566938063769,0.00617860297350255
"sig_29",0.552644887934803,0.901301527041161,0.370959391535179,0.366673167261149,0.422993268978018,0.484459457231482,0.750564245529569,0.97713254446637,0.327742718423089,0.313607859594713,0.299401453136039,0.30416777729134,0.376910497564458,0.331214238995219,0.283411445747723,0.313693683258875,0.388148518251296,0.402454771267805,0.34035307504533,0.344178742275214,0.325082061498123,0.561077456642975,0.482399642598629,0.431491512613949,0.373469589798881,0.65147656753454,0.601448310492024,0.895710857454024,0.999999999999992,0.0465980539745354,-0.00747782516022718,-0.00472810800723344,-0.0181699126022327,0.000242733227237619,-0.00609840325389305
"Metabolism",0.171751908330889,0.135590545781808,0.0892398449741258,0.113843619216505,0.102774331446507,0.104414647152754,0.118389928728117,0.0813943184337529,0.0588792781494432,0.0642583341604585,0.077083208330419,0.0572410860020786,0.0591424474379787,0.0586349768472635,0.0453271820716152,0.0510984587493994,0.0766882808619841,0.0597986622396537,0.0694482055977872,0.0736325122962114,0.0453881348011634,0.0944876820928779,0.0766608325618023,0.0653741082433316,0.0742856897006169,0.0875378428721003,0.107544279928842,0.0794870247239848,0.0465980539745354,1.00000000000001,0.0391108673970304,0.227034233188789,0.0489091682971388,0.210890162606803,0.205723029807208
"Genetic.Information.Processing",-0.00688527660996739,-0.0033119608727334,-0.00553478221363483,-0.0082058300803267,-0.00798800663292646,-0.00418070483885947,-0.00683247104470546,-0.00574392116561702,-0.00531359287936079,-0.00553929867019237,-0.00721557188169369,-0.00499067369177229,-0.00579910922591813,-0.00651570646533843,-0.000257329026776222,-0.00541855254522325,-0.00662638756699377,-0.00200161800743241,-0.00480269169143127,-0.0082535231340177,-0.00326702537058631,-0.0095275481733464,-0.00447438097947206,-0.00386519080184307,-0.0062620990470251,-0.00638435096718038,-0.0107099766260563,-0.009317449853368,-0.00747782516022718,0.0391108673970304,1,-0.00583500766417868,-0.0151593439761525,-0.00724043445276804,0.0410938939549892
"Environmental.Information.Processing",0.018270082627799,0.0423363357501677,-0.00317283777210637,-0.0096914524414958,-0.00812092101584402,0.00425521185709793,0.00749877114725565,0.0141214051504067,-0.00657977055222513,-0.00888319396912033,-0.0118078450552414,-0.00523057172368113,-0.0069887151004387,-0.0102100528773727,-0.00695062867265837,-0.00882201850949943,-0.00728886687815383,-0.00429306489014439,-0.00545315518068617,-0.0135612762739468,-0.00391497166455071,-0.01114053891106,-0.00376259364934543,-0.00673566884561636,-0.00941712758759984,0.00283487044782839,-0.0136201325850826,-0.00631976255316943,-0.00472810800723344,0.227034233188789,-0.00583500766417868,1.00000000000001,0.538122337084068,0.766260139625436,0.742084632005537
"Cellular.Processes",0.00654524706216776,0.0110355627274991,-0.0105863494008236,-0.00866359379226552,-0.0171478072676747,-0.00279479347439268,-0.00159310912503655,-0.00743517740663921,-0.0122379963077593,-0.0121031521803687,-0.0122176675640205,-0.0104970877703468,-0.0118327127376433,-0.0088037424593285,-0.00890971620702679,-0.0127637603502951,-0.0094174662178084,-0.0067490946264837,-0.0103896573828213,-0.0191436552349625,-0.00996132047535142,-0.00433810706394618,-0.0067196159591217,-0.0126138493629408,-0.0160617451310263,-0.00359848872365765,-0.0193460596410687,-0.0151758333778419,-0.0181699126022327,0.0489091682971388,-0.0151593439761525,0.538122337084068,0.999999999999998,0.745400068167425,0.643394616949276
"Organismal.Systems",0.0269674979182587,0.050520334644455,0.00111753562309842,-0.00337863172730194,-0.00264240552217598,0.00895840840270853,0.0150293188794225,0.0209480732889116,-0.00349621021695248,-0.00404211606077989,-0.00785103719032236,-0.00263675046909141,-0.00385292470192338,-0.0069779467038009,-0.00703636949549508,-0.00549295727315138,-0.0038000738001394,-0.00230034369829244,-0.000856493291405458,-0.00643081420737936,-0.00430366723778864,-0.00543855094731553,0.000273966706484936,-0.00377724950977118,-0.00246082360362182,0.00583117073660617,-0.0045715615893048,0.000475566938063769,0.000242733227237619,0.210890162606803,-0.00724043445276804,0.766260139625436,0.745400068167425,1,0.602088582679204
"Human.Diseases",0.0505852796663003,0.0342642046402719,0.0316269062802521,0.0264733831801085,0.0309191485756751,0.0328837534981399,0.0269491583516925,0.00929553036622397,0.0225037374530236,0.025470623936138,0.0193843773400953,0.0250029689702538,0.0216273400093682,0.0169226874256652,0.0204086383232436,0.02110954003633,0.0195839980299093,0.0207436040809228,0.0279225068403416,0.0244980167049295,0.0207415545223416,0.0116114376225339,0.0216529919841828,0.021952251476567,0.028710107318737,0.0234709369056597,0.0240258834434946,0.00617860297350255,-0.00609840325389305,0.205723029807208,0.0410938939549892,0.742084632005537,0.643394616949276,0.602088582679204,0.999999999999994
