"","V1","V2","V3","V4","V5","V6"
"sig_1",4.41254211405441,6.3111402960515,-0.450136682161715,8.44220755864266,-18.4159402733004,-9.45520078066463
"sig_2",-4.40842692608778,1.73302362119886,1.48421507336299,2.7751476300574,5.50383808458921,6.60320971757863
"sig_3",-8.96044509248081,-6.01282211294813,5.62989747410537,3.01414808761082,14.836676230159,1.67965111539022
"sig_4",-27.2316977658987,-13.7164538883989,10.3968962906468,-7.64419518430006,6.93435821512979,11.5490325794545
"sig_5",-0.587722923972652,-1.55373693509878,1.12556687638021,-6.1598105170522,6.7940157657203,-4.42861003685569
"sig_6",12.0848168421129,9.39724423976409,-23.3014879354541,-13.5001002538725,14.9902524517557,-4.6825048088004
"sig_7",-5.37488182472077,-9.43835637040092,4.54549651700835,0.303874081622494,15.5088268164061,20.7783683694456
"sig_8",9.48123534774812,3.21449458782105,-1.94159039193756,-8.01258839204057,-13.1502480818507,-15.727633913612
"sig_9",11.6421349683489,6.02805141012406,-2.78963882279272,-0.559030159635368,-0.272924030320798,12.3148549138019
"sig_10",3.9622619157859,10.6188089769625,-11.896297195591,-9.4144870457875,15.7119544210655,6.91473973801871
"sig_11",13.7519899365372,5.88727813208246,-0.161535871447976,-1.55554496000324,0.77500899045496,-2.18863532756779
"sig_12",-10.6495339029669,-15.3122465789143,-2.74539742936633,18.1465676452129,-5.67230065259436,-13.9654521799311
"sig_13",-2.7424947360648,-0.105113815116983,0.696638649132779,-3.65645318776874,-8.46328237237723,-7.94829312563638
"sig_14",-1.36224789388122,-13.5784393106397,-4.10674001069614,27.1577628310864,-7.64134096043411,-6.39130805149571
"sig_15",0.812569876955263,-6.29405850029858,0.629873902919987,5.26055032083726,-0.608561921235597,-0.0991407136151845
"sig_16",-7.80260060484682,-1.27233041108472,12.0630241496139,-10.0081620941362,-13.1512867136236,-1.72215896370914
"sig_17",11.8617636776252,25.7117348134347,-3.83151848557942,-20.0863147551029,-1.70542409050421,-6.52348255462079
"sig_18",-3.48177849881806,-2.2428493143846,6.51395303156122,-1.84928498766855,2.61819572699048,1.44743624190645
"sig_19",4.02714096845825,-3.04563979100715,4.75555898026266,3.70114419699736,-12.4278598611932,-6.75325688017528
"sig_20",0.975754456424034,0.401697331537157,-1.3959720410786,2.56116944023931,-1.81777962534099,2.45180101454112
"sig_21",5.10696995700604,18.0258711058648,0.830916030202034,-10.9231149880381,12.0893343222549,4.58374490444078
"sig_22",5.52484628951805,1.01820456851003,2.06464154665205,1.08050994626044,-4.0123414854958,-4.32201007442805
"sig_23",-5.24006483696542,-10.9332820582829,7.82080010344533,8.1379169065777,-1.74535211775133,14.8491614543688
"sig_24",-1.48413619404597,-4.58580661029863,-6.28041610529045,0.694586065816289,-2.23301441609129,4.75399440270288
"sig_25",1.69733572924928,-1.57771434942204,-1.40330038606484,4.04418660920354,-3.17425969397072,4.97881878848677
"sig_26",-1.32484566927961,1.61399917823749,4.64491306202756,5.33673394316747,-2.15545609368954,-9.46428251845766
"sig_27",-0.92815538741179,0.24998256807195,-0.730700736019422,2.23801729464383,-2.94741866729924,-3.7729679415286
"sig_28",1.60483928674228,2.7366444615481,-2.30424189070221,-3.52799533414818,-4.02628094808334,-3.16912937547387
"sig_29",-5.45266538829532,-3.81436174246899,0.177968081854706,5.17231944876763,7.37858851423958,7.25407023164747
