1.000000 0.702489 0.658246 0.654815 0.685482 0.676895 0.836189 0.670690 0.640282 0.641939 0.642360 0.638256 0.645624 0.637178 0.651466 0.642437 0.636427 0.642115 0.652816 0.667733 0.664351 0.652645 0.659702 0.651538 0.684177 0.665996 0.679621 0.698481 0.655460 
0.702489 1.000000 0.365093 0.202912 0.600583 0.408809 0.684804 0.803613 0.492523 0.513571 0.518283 0.430713 0.466982 0.439092 0.521266 0.457201 0.131256 0.407272 0.436995 0.578753 0.552571 0.337862 0.500551 0.291064 0.615785 0.000000 0.571682 0.521131 0.651177 
0.658246 0.365093 1.000000 0.919028 0.896833 0.932657 0.808758 0.597706 0.916976 0.894454 0.872773 0.939648 0.967129 0.904857 0.881803 0.945311 0.940355 0.959364 0.989093 0.868453 0.949614 0.902679 0.881087 0.992138 0.883854 0.959024 0.918351 0.885390 0.687985 
0.654815 0.202912 0.919028 1.000000 0.773242 0.903082 0.811475 0.583669 0.928807 0.927849 0.937450 0.945369 0.913458 0.962956 0.921236 0.925456 0.983206 0.941284 0.905335 0.851869 0.831138 0.990387 0.868103 0.933482 0.753582 0.934417 0.806941 0.884250 0.671716 
0.685482 0.600583 0.896833 0.773242 1.000000 0.862147 0.801391 0.693341 0.765374 0.735009 0.711674 0.810961 0.816999 0.732850 0.739143 0.868319 0.796578 0.792591 0.895934 0.933438 0.900498 0.763991 0.816604 0.878945 0.992125 0.880814 0.996539 0.853528 0.733164 
0.676895 0.408809 0.932657 0.903082 0.862147 1.000000 0.861097 0.774382 0.798599 0.778215 0.768642 0.843096 0.854096 0.830621 0.814396 0.835157 0.885507 0.871625 0.896884 0.819114 0.848526 0.875404 0.963457 0.926197 0.840117 0.971446 0.875142 0.911897 0.831900 
0.836189 0.684804 0.808758 0.811475 0.801391 0.861097 1.000000 0.814483 0.654742 0.637509 0.631579 0.690553 0.711156 0.669713 0.706164 0.708709 0.740649 0.733206 0.764935 0.726833 0.759803 0.808637 0.744418 0.806823 0.779379 0.874649 0.806015 0.938700 0.787584 
0.670690 0.803613 0.597706 0.583669 0.693341 0.774382 0.814483 1.000000 0.451556 0.459019 0.452910 0.454564 0.504832 0.444959 0.528071 0.492731 0.460762 0.488529 0.561415 0.609677 0.625653 0.578085 0.759225 0.580853 0.686332 0.713716 0.677841 0.821829 0.958507 
0.640282 0.492523 0.916976 0.928807 0.765374 0.798599 0.654742 0.451556 1.000000 0.991364 0.987015 0.982497 0.971869 0.985768 0.944097 0.977569 0.965719 0.965160 0.932879 0.872403 0.883208 0.909152 0.811411 0.917283 0.765972 0.836535 0.795309 0.730469 0.572378 
0.641939 0.513571 0.894454 0.927849 0.735009 0.778215 0.637509 0.459019 0.991364 1.000000 0.994513 0.986764 0.953772 0.988452 0.925836 0.963610 0.964495 0.943725 0.913172 0.855490 0.836881 0.905097 0.799515 0.891577 0.734177 0.812436 0.761573 0.704985 0.564639 
