"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"sig_1",0.0484530431534537,-0.0668687602184618,-0.0209859561194769,0.32238897733724,-0.0957141848783129,0.260867137501925,0.211800513689977,0.401871894807491,0.272220952297233,-0.369835881175888,0.245918335881634,0.568070714550308,-0.0843768540633976,0.031003057106159
"sig_2",0.120040570458788,-0.0586540480264397,0.00402876037015313,0.0378638367039875,0.0196044591818418,-0.111293237760628,0.183055932808289,0.106843825885178,0.216105951796085,0.239898606524551,-0.166877563970822,0.0207249167281858,0.117502273640145,0.0244353351440347
"sig_3",0.0492900525988415,-0.185021588090543,0.0849226425860198,0.0392154810018614,-0.260149196227507,0.0420197331519516,0.384049303306998,-0.221733844509825,0.427671107259102,-0.0757849772619092,-0.0905862517533921,-0.0427619606938678,-0.00137454796541132,-0.375878907931564
"sig_4",0.016717838995871,0.105150805744233,-0.0665808556824285,-0.261324262108936,0.162397630817799,0.0429165300234979,0.156354165854752,0.143733699594444,0.0222095450534858,0.103350356674442,-0.0839798501000269,-0.222399956061183,-0.337617016943504,-0.0962252840212754
"sig_5",0.0165474653448185,0.0818559722023699,0.313968388025935,-0.0776616123062331,0.242810520640894,0.0294338179773503,-0.428927745672913,0.00670530123512302,-0.0237637422693962,0.173947762245342,-0.401716036085118,0.062211423866516,-0.336670213559139,0.0108899705883846
"sig_6",-0.0676971438198695,-0.202657031265571,-0.343474271951899,0.0989521290465136,-0.185387586818531,-0.0310040926157285,-0.227290636344176,-0.0838551292226437,-0.120826471794329,0.0905314987316037,-0.082682857282277,0.0177051170075424,0.126665463068038,-0.0991459351469595
"sig_7",-0.0517368494369138,0.10794500464181,-0.191877176653407,-0.129856099190089,-0.091145671590964,-0.380639104884755,-0.0421231985233591,-0.228356520232573,0.161291882435203,0.177305849080989,0.329273280992648,-0.153062752194177,-0.0656211901982239,0.227772115038272
"sig_8",0.0443152189013927,0.229672549665311,0.204035314726713,0.463572521658243,-0.0992157281171601,0.433604337446851,-0.306758506499783,-0.107192765331152,0.0102567551216661,-0.056865058406194,-0.0338831344365447,0.349769108451552,0.244933162848679,0.208338409940023
"sig_9",-0.139647086894412,-0.0993805790349883,-0.0799912827676114,0.917857596525107,0.201061878415483,0.0740842697124345,0.214006029133112,0.183952649327951,-0.758752028232498,0.615919914911962,-0.561840995064872,-0.304121525071462,-0.613744724865619,0.0489374817765908
"sig_10",-0.338858056836616,-0.088197606015777,0.19485933949813,0.260610818651669,0.691693544675285,-0.0128951017198493,-0.328591317721192,0.0724484632980132,0.68174227411734,-0.281990176129453,0.341499260495526,0.554531143998659,0.945901797261649,-0.0254672510004732
"sig_11",0.0104482839964487,-0.144556888852146,0.018573059566625,0.149514997112431,-0.973728910687817,0.0947133082801759,-0.418657617249178,0.242498098577757,-0.152093254810315,0.262992549672508,0.127617429992293,-0.151511657309825,-0.383611193637914,0.0802538480432521
"sig_12",0.107278714585089,0.210779052409703,-0.33464278366703,-0.377953671839291,0.293729166095475,0.527572621655401,0.115111085669896,-1.25136626968239,0.815061739267928,-1.00948296050374,-0.435322622481754,-0.239638373182799,-0.854915008366184,0.992051675787381
"sig_13",0.178386461796995,-0.0297843219531497,0.0245057224626151,0.160341483055499,0.171215049825331,-0.196873788137375,-0.325659022923235,0.483087071458709,0.409358791387155,0.0533289671549996,0.364818142826285,-0.721891455940268,0.573393598863275,0.0360935014760321
"sig_14",0.0934254299564881,-0.21735856301413,0.264834088267537,-0.0717374831986684,-0.421833396870469,-0.426368264227489,0.188709566952668,-0.287459336631841,0.421064698408787,0.550842904867628,-0.205497024446217,0.0705675739251762,-0.126204005655518,0.097926201272332
"sig_15",0.0292685518390719,0.159927080180827,0.00400022692952521,-0.170603487675825,-0.374532407269396,0.125026005709509,0.203388365508305,-0.315643786837026,-0.0455754159592986,0.136180199793409,0.0882964513646839,0.103168190473653,-0.018039122771018,-0.0121571978162244
"sig_16",0.0852348067503132,-0.0484542803067074,-0.653123329168261,0.0876348554906142,-0.445743279877397,0.163337735877911,0.446114879135548,0.106239189137244,-0.928897548071547,-0.560248202093959,0.806931991449729,0.256051089306654,-0.176997259779233,-0.322180288000761
"sig_17",0.41632852751896,-0.0957982158812069,-0.255122177702693,0.0616253957798135,0.394007752231204,0.211074303650947,-0.719110560072145,0.408917670419878,-0.183888474617394,-0.438953596176174,-0.139588877244702,0.589288304334438,0.817648581442282,-1.90153272236491
"sig_18",0.0301738547572025,-0.354035429125391,0.0526504603744355,0.0970548180521396,0.223631439196415,0.167869911843027,-0.299534802985082,0.520074008350324,-0.0337665488612094,-0.277415205020953,0.153643551145169,0.0894623253726019,-0.113070541941865,0.27928696350176
"sig_19",0.0578572622309333,0.257744160089606,-0.477039462399522,-0.375533537453422,0.435602082597357,-0.441088954579802,0.0691693379355999,0.567833928176283,0.1077116865915,1.09709895102833,-0.228276391031766,1.21047277470036,-0.89001662303308,-0.247463658677536
"sig_20",-0.0104877043343132,-0.151468953354878,0.0892631292320807,0.193057458082742,-0.246377945200563,-0.432739001515776,0.522657713832918,-0.24955574534847,0.600716470278802,0.149737953265551,-0.264397639246188,-0.0748094737929378,0.422475665303696,-0.0551592623340844
"sig_21",0.0823506426025859,0.397417778417623,-0.336964678081383,-0.627046836466505,-0.0881982731784238,0.406469103342158,-0.297800469217076,-0.125783377989503,-0.469755043524398,0.127309867565995,0.0431601590874074,-0.68587792152624,0.212586938539838,-0.508653405270772
"sig_22",-0.104261325172342,-0.135852697232688,0.135888928082395,0.241147671365818,0.265998406767458,-0.500770046196475,0.00653008208183317,-0.337883136065434,-0.547334077515791,-0.46845283366273,-0.721210626450679,0.239317659772937,0.211400423397642,0.50884716336817
"sig_23",0.0486958728013245,0.529057002523778,0.611050141754851,0.467556896580004,0.180281808048958,-0.704752440474964,0.540081969196142,-0.262385449409676,-0.378685866131992,-0.11015383188732,0.720723628623356,-0.20895883703783,0.333597596150084,-0.429655862941747
"sig_24",0.29851530904647,0.27507850125333,0.67452222769293,0.383044813502823,-0.461769967300547,0.594902119430141,0.43998123110832,-0.285448446290464,-0.258021435012648,0.746747181512371,0.191411988874707,0.368024728915277,-0.0731409268311334,0.910145500880285
"sig_25",-0.00782096842630757,-0.561433464041227,0.120553978980774,0.0937855049155636,-0.207946583467522,-0.44144957487064,-0.0990840313697817,0.689386320748087,0.503800012573853,-0.596072887288885,-0.31714444376425,-0.394449544337817,-0.083391157500095,0.232156840620788
"sig_26",0.0560390854312024,0.484854144448362,0.197655582705576,0.275590747666859,-0.52890183127747,0.503301737787974,0.0593522467162012,0.30801870554558,0.555519982308292,-0.292548023222851,-0.143547311773961,-1.11201958960437,-0.845341353854374,0.738648003316088
"sig_27",-0.230106752441821,-0.127531779305172,-0.686433302651254,-0.0157275783520636,0.100312818405768,0.186084449513315,0.472015806149334,0.151555547801001,-0.279932149886305,0.187933849374961,0.110178681243514,0.0876815829411494,0.686738886297807,0.732915758556227
"sig_28",0.308481449229988,-0.822604691882853,0.613481428416916,-0.422881720908516,0.442526479724027,0.772769893683258,-0.519345604920199,-0.419381943911037,0.0659156854665926,0.363945955353059,-0.0658421935654003,0.25841607747972,0.139773790251151,-1.39785381637679
"sig_29",-0.0989611464506297,-0.619256974129086,-0.734210717179307,-0.378806213966172,-0.000872195181587716,-0.807529768854621,0.287301665457092,-0.119657756062672,-0.136574458355569,-0.179079078878284,0.404631551780207,0.105015424801024,-0.569344606935633,0.213012330892859
