"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",1.00000000000001,0.0687642660721493,0.291961587396921,0.248667920045245,0.0317208111340029,0.114306352837801,0.0761895729742005,-0.029855860824221,-0.331579076823885,-0.414688073231092,-0.307997443371664,-0.49994337627565,-0.445538483907894,-0.453452391135805,-0.320864178443234,-0.424153474469435,-0.421124975678354,-0.332224053548418,-0.422963789629778,-0.310009572979013,-0.429028332269976,-0.264876861756301,-0.284051516629726,-0.347528949502259,-0.326478627312113,-0.242859784183162,-0.220843513453036,-0.144046464233595,-0.089836372231965,0.034608943371022,-0.027471989487556,-0.0498920888828004,0.0256799416108356,-0.0278350928141628,-0.0182109563973318,-0.0523872109228038,-0.0513216256527522,-0.00307750835003442,-0.0609925582338218,0.054927866043,0.117407875409642,0.0107527130395814,-0.00773005719746999
"sig_2",0.0687642660721493,0.999999999999995,-0.077185373174202,-0.071028718175838,-0.0525692949597507,0.161791534807401,0.274640565539968,0.210782841489906,-0.246335506999171,-0.270297952468377,-0.186626650684861,-0.248510299311956,-0.211889841060798,-0.228242084272205,-0.184807486431996,-0.244474787625526,-0.182029242245168,-0.130942254930178,-0.176788025699563,-0.162440182509602,-0.206473824303118,-0.104450648539126,-0.0726820214056696,-0.13399576268914,-0.143623995228193,-0.067252678564475,-0.0723425978386938,0.00024318797622486,0.0383367466617892,0.018431429209271,0.0112610015556797,0.0227551471732654,0.0111006449115024,-0.0125383995781396,0.0015657520875971,-0.025324374323818,-0.00626004126475672,-0.00160581084806686,0.00668661999513027,0.00967379393849826,-0.00247736066277745,0.00496350314122995,-0.0198950336730288
"sig_3",0.291961587396921,-0.077185373174202,1.00000000000001,0.378358137516636,0.245114601862356,0.181817486025127,-0.00743415116728412,-0.0641450921685913,0.261433891277518,0.0736683747357525,-0.147614175049102,-0.220319471724748,-0.0438103904506686,-0.287699436943021,0.007112043449513,-0.135592456438536,-0.344088856016036,-0.222739678591024,-0.222971555855726,-0.201892244793824,-0.25173873811085,-0.239638210436861,-0.257502247186967,-0.289318989590976,-0.249016730940168,-0.247985039658775,-0.214310701402934,-0.175547781405433,-0.113361667729595,0.0161181304177795,-0.00440883157848818,-0.0436750065952604,-0.0170062750602494,4.43437127937269e-05,-0.00926160086459386,-0.0534690261216537,-0.0694880967817327,-0.00293197411802892,-0.0608130939561849,0.00839672000801757,0.152868001356726,0.041941316959865,-0.0228047063686056
"sig_4",0.248667920045245,-0.071028718175838,0.378358137516636,0.999999999999993,0.204667131949804,0.233206154122401,0.0299031047564486,-0.0615975398275249,0.0160669545361704,0.101521005091408,0.212886862616301,-0.18444280856878,-0.170261229268119,-0.0148750984726917,-0.12757056847636,-0.110050536748127,-0.174897100977725,-0.180600499364631,-0.254759554560535,-0.150289416458496,-0.242425253599048,-0.0639727193620176,-0.204569943223531,-0.246444567346327,-0.229177331952814,-0.192748252248092,-0.189915285847571,-0.147886839353782,-0.102798051578141,0.00953685405433239,0.0048162307121917,-0.0376893345405351,0.0292844164192312,-0.0111127713008161,-0.0230192934001729,-0.0571400883378681,-0.0687415682876114,0.000879159194896684,-0.0240796220481664,0.0156367678475072,0.094518279681216,0.0245231541474871,-0.00332512015169872
"sig_5",0.0317208111340029,-0.0525692949597507,0.245114601862356,0.204667131949804,1.00000000000001,0.138314991066464,0.0982816822158694,0.0208625747102207,0.0391646598161601,-0.0121020161009177,-0.0641220084355561,-0.00572087570851138,0.033536874076578,-0.0551991388238649,0.025809564094757,0.389361056249499,-0.0107896956860757,0.00363314773844181,0.0446063209284686,0.324984619272788,0.168055332186994,0.0310040512378411,-0.004700597736932,0.034601428530663,0.230962820482923,0.0266075394910654,0.124516733316754,0.043003480300268,0.0123842498482008,-0.0237916722411833,0.00508226653464683,0.0125522074399079,0.000388246839336741,-0.0100554934375216,-0.00224319979738448,0.014497629313532,-0.0141260002472439,0.0247027619369889,0.0128550976683868,0.000224658098266271,-0.0154081550653015,-0.00755993597836235,0.000561761555970771
"sig_6",0.114306352837801,0.161791534807401,0.181817486025127,0.233206154122401,0.138314991066464,1,0.358536906771124,0.249199551172272,-0.176347217469109,-0.207040252577538,-0.168776716330802,0.00610140576094398,0.0829518956838298,0.0168145708930072,-0.133348321005809,-0.179468363516168,0.0636074058274149,0.215845234413052,0.0609544113971722,-0.122858889577888,-0.0529088619043193,0.0456315118371447,0.188672571037203,0.0852506836858234,0.0196595026269121,0.140436143892732,0.0350454366842397,0.0917597221692295,0.116277726708039,-0.0134659442702658,0.0303008428597297,0.030100490811937,-0.0232522203552154,0.00996122410147874,0.00548368837362843,-0.00137097574890414,0.0121559496564378,0.0337432769773765,0.0324724302248849,-0.0199510671555099,-0.0496244487423798,-0.0166471999997827,0.0200851484428529
"sig_7",0.0761895729742005,0.274640565539968,-0.00743415116728412,0.0299031047564486,0.0982816822158694,0.358536906771124,0.999999999999992,0.394149970440914,-0.245752904296278,-0.263910312070301,-0.180828013388957,-0.116709274287201,-0.0609639163641587,-0.109767707417468,-0.129208127468219,-0.161841684967749,0.112818184958578,0.051469392970291,0.131982264134668,-0.0590100147371824,-0.0336369704426534,0.255596543608257,0.192676771155981,0.211388572394593,0.118214960678345,0.298626283244777,0.286974533050544,0.380192500168947,0.203309847680641,-0.00248245999156597,0.020199422099734,0.0451916889202133,-0.00157508617242163,-2.722384022366e-05,0.0207553960554754,-0.00245590631475791,0.040994888294095,0.0351437265978762,0.0379982191625829,-0.0134814426031842,-0.0782905645809562,-0.0210680416860545,-0.0123460457874498
"sig_8",-0.029855860824221,0.210782841489906,-0.0641450921685913,-0.0615975398275249,0.0208625747102207,0.249199551172272,0.394149970440914,1.00000000000001,-0.182799771552356,-0.200170122030066,-0.135449646729524,-0.0850255635809647,-0.0294972425986197,-0.0843993633290608,-0.111793716188597,-0.139322867962286,0.0355200540713711,0.0511720630370671,0.0666708101710984,-0.0510006349524245,-0.0301410972872151,0.109839409847288,0.415421629457577,0.127821111374875,0.0904928780852963,0.345639680631485,0.24324087506523,0.443115329110622,0.684813060449898,-0.0091830437981749,-0.0141690992776271,0.045245079135755,-0.0325600885003296,0.0152033598747919,0.0238620963831807,-0.0194422178720727,0.056563484694927,0.0518809159484814,0.0385276151768489,-0.0278829165021667,-0.0373229180483873,-0.0359396130186487,-0.00657149466685357
"sig_9",-0.331579076823885,-0.246335506999171,0.261433891277518,0.0160669545361704,0.0391646598161601,-0.176347217469109,-0.245752904296278,-0.182799771552356,1.00000000000001,0.831324239694285,0.388413502405917,0.525444345422218,0.572014640119902,0.364933919407464,0.552764765318959,0.589190605521528,0.156463394029956,0.138108356040152,0.238768114239887,0.256576876993122,0.33372702562145,-0.0364029165586696,-0.0737579742717253,0.0238209134140212,0.0738428291826208,-0.142146791181511,-0.0774295275731255,-0.175816658764,-0.156499366202182,-0.0520576417391614,0.0175905770643771,-0.0217752031498697,-0.106775845055706,0.0870544728240514,-0.00673079111919853,0.0308335729259165,-0.0327511252691859,-0.0292926575855536,-0.0252774596092913,-0.0354454258374342,0.0630019374150781,0.0436736401377547,0.02342139050176
"sig_10",-0.414688073231092,-0.270297952468377,0.0736683747357525,0.101521005091408,-0.0121020161009177,-0.207040252577538,-0.263910312070301,-0.200170122030066,0.831324239694285,0.999999999999992,0.672206819558284,0.647149487457331,0.565392469429531,0.589949428647792,0.517592260469056,0.658690374103993,0.288837438797054,0.192976162761012,0.298749983965316,0.314568120979449,0.382643436818692,0.0646366302989455,-0.0319183313584321,0.0816960820375848,0.109371128387015,-0.108394133697984,-0.0562341144137058,-0.166301865046844,-0.163178971022454,-0.0427817328374059,0.0230453710176884,-0.0174409501601927,-0.0899484727078891,0.0837867696365709,0.00174615891643128,0.0222887992410573,-0.0324247364883629,-0.0183371320514693,6.47461016617452e-06,-0.0328202852489149,0.0231657696329091,0.0237886574786401,0.0469445847277255
