"","x"
"1",0.489625470376405
"2",0.261988165394769
"3",0.22544451067392
"4",0.185330740331986
"5",0.165994791123625
"6",0.156609919488988
"7",0.121206432327296
"8",0.0907822532848008
"9",0.0789858703798186
"10",0.0738220269969138
"11",0.0582385797791101
"12",0.0509791725846231
"13",0.0450883639930432
"14",5.46235376635413e-13
