"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29"
"BCA",1,-0.216529972005264,-0.00933025534478103,0.0552613985727648,-0.490434227176582,0.124177707546685,-0.494086618555037,-0.0922883225372277,-0.0924693708696536,-0.095443360412988,0.0655337758685173,0.98898167243488,-0.250210965212651,-0.107873920961258,-0.039521500143826,-0.644268583442076,-0.581316788527364,-0.591357013877054,-0.613200779836833,-0.613099064982208,-0.612322449429826,-0.478921887531824,-0.300587781274094,-0.70810495619961,-0.485492891870177,-0.68139440748099,-0.49937871122552,-0.31992737769431,-0.250599801197587,-0.763731804264195,-0.717017269423115,-0.441950684895251,-0.654841362531583,-0.753700837339053,-0.506835142947289,-0.711456319497974,-0.759586871029617,-0.439885687301858,-0.650978097742771,-0.665369225657985,-0.675519753330737,-0.740418211988141,-0.285262187689003,-0.489828220326654,-0.365111112952009,-0.697195293484499,-0.283510908581175,-0.361365069173644,-0.237810762437765,-0.196850936695656
"KC",-0.216529972005264,1,0.0963030392061642,-0.605003221126728,0.236271781774997,-0.700619803540027,0.252723609892068,-0.415139486408939,-0.413954289918028,-0.403771834041833,-0.188866216928961,-0.230499789494179,0.051098463797325,-0.315401486547696,-0.660136206332535,0.252534068981627,0.251915442454755,0.190851112725493,0.237012728806114,0.237109629888713,0.237871982196767,0.0990492087762766,0.0457529632889898,0.165277450015237,0.116366571963745,0.167600769491691,0.0988323650941157,0.0944438849657213,0.0480452314552849,0.174903372366888,0.171228972960759,0.119666369208285,0.15703533834759,0.170278508658993,0.0904010392677368,0.132880374880859,0.17377583291204,0.115166326424245,0.135416616392578,0.169273187878447,0.18454963457758,0.141527535011235,0.103778957521933,0.110077425853486,0.0711497579132258,0.154780434785796,0.0426645380444109,0.151786756278887,0.111232844538632,0.0231902132318007
"KG",-0.00933025534478103,0.0963030392061642,1,-0.258748281657743,-0.0921963806156379,0.041620998798091,-0.0871760364075407,-0.34676669605258,-0.34618531954582,-0.343704202218824,-0.145981531029211,-0.0266894246488267,-0.33981347893625,0.365083495979475,-0.405893894715818,-0.0771923401414549,-0.028826367149404,-0.130380892028734,-0.0889471918303256,-0.0887610287194283,-0.0866107496564555,0.00273548642622383,0.00227040463711708,0.0096109932621588,-0.00970828019845894,0.0424310620940248,0.00196124111733865,0.0476729981815937,0.0150222978035568,-0.00095367789472864,0.00338842184311129,-0.0159066993988334,-0.00393081825321074,-0.00570312042642656,-0.0174115962493153,-0.00267722349921984,0.0115083882464718,0.0136689065518585,-9.30655564389245e-05,0.00753535057366882,0.0345809745467862,0.00927120669625607,0.0484499947341097,-0.00705290417912924,0.0469318288298262,0.027883835177398,0.0371271482830466,0.0930848332941936,0.0777912673459529,-8.92945238421151e-05
"KI",0.0552613985727648,-0.605003221126728,-0.258748281657743,1,-0.0626329922515496,0.274584173406764,-0.0759857989259029,-0.0276073947561334,-0.0293732246941591,-0.0431998042091427,0.458202623734283,0.0658107886518002,-0.28816346455947,-0.221989649157421,0.433976506709947,-0.112894256528214,-0.136623406969953,0.00165794218649914,-0.0922797983257568,-0.0925168373591869,-0.0948647844067423,-0.064234174874175,-0.0830000619787548,-0.117119463535061,-0.0330015401292892,-0.147734357504715,-0.0745607718134879,-0.115851415662286,-0.0945923069441375,-0.108563098089221,-0.105423793680218,-0.021711183087976,-0.0970577159673878,-0.109030298062053,-0.0251127915725762,-0.0902809349594151,-0.11801316148871,-0.0744486050295354,-0.115643834603797,-0.134026799951433,-0.147531668056375,-0.104686835556115,-0.0871075921779124,-0.0813736082856457,-0.109670593270343,-0.134131061487956,-0.0756824164640505,-0.19852842957884,-0.157384456483449,-0.0637125801933512
"LE",-0.490434227176582,0.236271781774997,-0.0921963806156379,-0.0626329922515496,1,-0.337287009825693,0.996690450437715,0.132824640657151,0.133087227143668,0.137288215543504,0.0791977695408817,-0.440933735286921,0.326109245317006,0.112140897724641,0.05922218157623,0.967628480011646,0.974184454646075,0.968586159825651,0.977289910715121,0.97733285828714,0.977545783675714,0.790950772018622,0.643525566743727,0.829287804094371,0.734459627451884,0.73506772729847,0.769974838406974,0.585520605905687,0.575513740715212,0.766259087927934,0.783697984336013,0.607431596059514,0.76499223260595,0.792123884131963,0.709604151505508,0.629065582928487,0.746039790754044,0.647872957940132,0.751652691395505,0.791343423221615,0.671284443308808,0.700157260514017,0.477446323877601,0.771478380402587,0.516706203885175,0.690023208567073,0.55613153947146,0.456723042529992,0.491556098994093,0.493509076055286
"OPENK",0.124177707546685,-0.700619803540027,0.041620998798091,0.274584173406764,-0.337287009825693,1,-0.352065101926104,0.413106036989542,0.412291288777708,0.402413103242066,-0.0939175435831963,0.11422224732202,0.032952860930675,0.4122143183229,0.526371462505,-0.283517247940217,-0.287050797770856,-0.291855192571077,-0.288233236356314,-0.288254481839238,-0.288111402803964,-0.151414301065279,-0.0942948364895702,-0.139336706540358,-0.178178052562734,-0.118610616929237,-0.128035520249617,-0.0985103651204169,-0.0682120645712893,-0.139809677099246,-0.146878345381913,-0.175698147126363,-0.144914673519081,-0.136177249034472,-0.128562129018564,-0.0857903655271879,-0.132932943430096,-0.138099670854099,-0.10822110915395,-0.129440981465841,-0.145439147437264,-0.0904789262300145,-0.1159953511822,-0.131662276180863,-0.0404610568560905,-0.0972167214125713,-0.0516754331187093,-0.0923637151216392,-0.0824006670279309,-0.0378553275838913
"POP",-0.494086618555037,0.252723609892068,-0.0871760364075407,-0.0759857989259029,0.996690450437715,-0.352065101926104,1,0.113270298897586,0.113571961391654,0.118179423333321,0.0794190949283815,-0.44866829202282,0.311207169589164,0.097861230054956,0.0347514780435522,0.965222803707889,0.975063443134974,0.95885441587873,0.973521492130592,0.973588920006044,0.974113665656418,0.807549128072965,0.658960776387272,0.834613518583476,0.752697642786427,0.747064991004955,0.780779844127221,0.605797126048862,0.58781112849396,0.767197842024927,0.78825018086001,0.626805823893429,0.771948942831918,0.791346946864881,0.717026561971306,0.631011242753063,0.751716581887581,0.664059079743778,0.752931163519295,0.797166027177683,0.684021627832538,0.705056421043496,0.504681142515789,0.777140526609859,0.529183352210672,0.699314471956783,0.570345956478612,0.473950727919517,0.510638577135107,0.49951070904195
"RGDPCH",-0.0922883225372277,-0.415139486408939,-0.34676669605258,-0.0276073947561334,0.132824640657151,0.413106036989542,0.113270298897586,1,0.999994085679983,0.999645437473464,-0.218780557294654,-0.0789587873179923,0.865895222968468,0.684341467532056,0.874373741286772,0.195089373850717,0.178699952457166,0.191672328577162,0.197121172139818,0.1970418999517,0.196387338521164,0.18006416300694,0.212272718637596,0.201520928455922,0.132994617075302,0.180268354978727,0.201437369280449,0.152256184924844,0.204118065099122,0.183222948730838,0.1810180499589,0.0949103763697189,0.181503746275953,0.198037822809218,0.172567822124446,0.181235791621201,0.180728336498024,0.14644621509174,0.220684713941167,0.202920613669344,0.144358737804334,0.195691618741694,0.0861339557028137,0.207997206919908,0.170576506831998,0.188012191936351,0.175229072647032,0.11482673095129,0.125497559767076,0.196880970801061
"RGDPL",-0.0924693708696536,-0.413954289918028,-0.34618531954582,-0.0293732246941591,0.133087227143668,0.412291288777708,0.113571961391654,0.999994085679983,1,0.999706953782783,-0.219021076994221,-0.0791658065203604,0.866349445711435,0.684579906146424,0.873514285743502,0.195400750625034,0.179110724360248,0.191776976157104,0.197398493742499,0.197320571900443,0.196675742497042,0.180114774004356,0.212279439403307,0.20178960937265,0.133054850509158,0.180456476453133,0.201521991258856,0.152313414640389,0.204160598347049,0.18354559797585,0.181330897322773,0.0949599802687608,0.181718650488647,0.198350664715189,0.172645875345265,0.181480664164252,0.18098662823108,0.146524794548784,0.220954840135381,0.203165488473694,0.144575056068999,0.195891367425059,0.0861855244219611,0.20813096964793,0.170665869695605,0.188166416811514,0.175216495824293,0.114969452365664,0.125633673946063,0.196903667168613
"RGDPL2",-0.095443360412988,-0.403771834041833,-0.343704202218824,-0.0431998042091427,0.137288215543504,0.402413103242066,0.118179423333321,0.999645437473464,0.999706953782783,1,-0.219713581561912,-0.0824141016287534,0.870993405714764,0.68470568934575,0.865616427933352,0.199990851774926,0.184824120397481,0.194181808346534,0.201633134120849,0.201565212329278,0.201036265244524,0.181564258869989,0.21232864322574,0.206060192536096,0.135276291854057,0.183630672896262,0.203279321021263,0.152777610799289,0.204209244380483,0.188643195749554,0.186405839222458,0.0976959384397969,0.185551850032052,0.203112287308538,0.175213171147297,0.185218374030561,0.185435516483709,0.148586702236449,0.224661960755202,0.207017568127984,0.148422830219966,0.199279523941724,0.0869908268731642,0.210565669991226,0.171570522625658,0.190833459647091,0.174874743843663,0.116261296743098,0.12652862149198,0.19654455396044
