"","V1"
"AFG",-0.660437687462634
"AGO",-1.13854595200614
"ARE",-0.660437687462634
"ARG",-0.182329422919132
"ATG",1.73010363525488
"AUS",-0.660437687462634
"AUT",1.73010363525488
"AZE",-1.13854595200614
"BEL",1.73010363525488
"BEN",0.773887106167872
"BGD",-0.660437687462634
"BGR",1.25199537071137
"BHS",-1.13854595200614
"BLR",0.29577884162437
"BRA",-0.182329422919132
"BRN",-0.660437687462634
"BWA",-0.182329422919132
"CAN",-0.660437687462634
"CHE",0.29577884162437
"CHL",-0.660437687462634
"CHN",-0.660437687462634
"COD",0.773887106167872
"COG",0.773887106167872
"COL",-0.182329422919132
"CRI",-0.660437687462634
"CYP",1.73010363525488
"CZE",1.25199537071137
"DEU",1.73010363525488
"DNK",1.25199537071137
"DOM",-0.660437687462634
"DZA",-0.660437687462634
"ECU",-0.182329422919132
"EGY",-0.660437687462634
"ESP",1.73010363525488
"EST",1.73010363525488
"FIN",1.73010363525488
"FRA",1.73010363525488
"GAB",0.773887106167872
"GBR",1.25199537071137
"GHA",-1.13854595200614
"GNQ",0.773887106167872
"GRC",1.73010363525488
"GTM",-0.660437687462634
"HND",-0.660437687462634
"HRV",0.29577884162437
"HUN",1.25199537071137
"IDN",-0.660437687462634
"IND",-0.660437687462634
"IRL",1.73010363525488
"IRN",-1.13854595200614
"IRQ",-0.660437687462634
"ISR",-0.182329422919132
"ITA",1.73010363525488
"JOR",-0.660437687462634
"JPN",-0.660437687462634
"KAZ",0.29577884162437
"KGZ",-0.660437687462634
"KHM",-0.660437687462634
"KOR",-0.660437687462634
"KWT",-0.660437687462634
"LAO",-0.660437687462634
"LBR",-1.13854595200614
"LBY",-0.660437687462634
"LCA",1.73010363525488
"LKA",-0.660437687462634
"LTU",1.25199537071137
"LUX",1.73010363525488
"LVA",-0.660437687462634
"MAR",-0.660437687462634
"MEX",-0.660437687462634
"MLT",1.73010363525488
"MMR",-0.660437687462634
"MNG",-1.13854595200614
"MOZ",-0.660437687462634
"MYS",-0.660437687462634
"NGA",-1.13854595200614
"NIC",-0.660437687462634
"NLD",1.73010363525488
"NOR",0.29577884162437
"NPL",-0.660437687462634
"NZL",-0.660437687462634
"OMN",-0.660437687462634
"PAK",-0.660437687462634
"PAN",-0.660437687462634
"PER",-0.182329422919132
"PHL",-0.660437687462634
"PNG",-1.13854595200614
"POL",1.25199537071137
"PRK",-1.13854595200614
"PRT",1.73010363525488
"PRY",-0.182329422919132
"QAT",-0.660437687462634
"ROM",1.25199537071137
"RUS",0.29577884162437
"SAU",-0.660437687462634
"SDN",-0.660437687462634
"SGP",-0.660437687462634
"SLV",-0.660437687462634
"SRB",-0.660437687462634
"SVK",1.73010363525488
"SVN",1.73010363525488
"SWE",1.25199537071137
"SYR",-0.660437687462634
"TCD",0.773887106167872
"THA",-0.660437687462634
"TTO",1.25199537071137
"TUN",-0.660437687462634
"TUR",-0.182329422919132
"UKR",-0.660437687462634
"URY",-0.182329422919132
"USA",-0.660437687462634
"UZB",-1.13854595200614
"VEN",-1.13854595200614
"VNM",-0.660437687462634
"YEM",-1.13854595200614
"ZAF",-0.182329422919132
"ZMB",-0.660437687462634
"ZWE",-0.660437687462634
