"","V1"
"AFG",-0.346945587272545
"AGO",0.163868655330517
"ARE",-1.44918434494147
"ARG",0.359871634124001
"ATG",-0.346945587272545
"AUS",-0.840593563511954
"AUT",2.10238014090988
"AZE",-0.500079568662649
"BEL",2.87232862713813
"BEN",-0.346945587272545
"BGD",-0.685611886250259
"BGR",-0.0820093280101196
"BHS",-0.346945587272545
"BLR",1.50456935794152
"BRA",-0.879258211036883
"BRN",-0.346945587272545
"BWA",-0.346945587272545
"CAN",0.776007030831634
"CHE",0.374115242262086
"CHL",-0.953310856266897
"CHN",0.549878764240277
"COD",-0.346945587272545
"COG",-0.346945587272545
"COL",-0.345069558664032
"CRI",-0.500079568662649
"CYP",-0.346945587272545
"CZE",0.950875620920406
"DEU",0.86380370197248
"DNK",1.74289046069176
"DOM",-0.346945587272545
"DZA",-0.260538596857875
"ECU",-0.0898211332960379
"EGY",-1.94499246604694
"ESP",2.80812755257945
"EST",-0.500079568662649
"FIN",1.53960202640496
"FRA",2.43549646593519
"GAB",-0.346945587272545
"GBR",1.95122490515557
"GHA",-0.346945587272545
"GNQ",-0.346945587272545
"GRC",2.16886644776668
"GTM",-0.346945587272545
"HND",-0.346945587272545
"HRV",0.163868655330517
"HUN",0.931787224346937
"IDN",-0.877978284497946
"IND",-2.17651229739504
"IRL",1.25004159494307
"IRN",-1.26498171714193
"IRQ",-1.32569908751367
"ISR",0.898463952202853
"ITA",2.06948607293095
"JOR",-0.346945587272545
"JPN",-0.53868527361143
"KAZ",0.293682610626739
"KGZ",-0.346945587272545
"KHM",-0.346945587272545
"KOR",-0.208006882331604
"KWT",0.714640188432889
"LAO",-0.346945587272545
"LBR",-0.346945587272545
"LBY",0.325998539547951
"LCA",-0.346945587272545
"LKA",-0.346945587272545
"LTU",1.50456935794152
"LUX",-0.243570296278053
"LVA",-0.685611886250259
"MAR",0.232955259947187
"MEX",-0.234702107170346
"MLT",-0.346945587272545
"MMR",-0.346945587272545
"MNG",-0.346945587272545
"MOZ",-0.346945587272545
"MYS",-0.947248779475538
"NGA",-1.20817852328336
"NIC",-0.346945587272545
"NLD",2.61349768694877
"NOR",1.54119153251367
"NPL",-0.346945587272545
"NZL",-0.500079568662649
"OMN",-0.500079568662649
"PAK",-1.95091839319685
"PAN",-1.79085693419181
"PER",-0.345069558664032
"PHL",-0.0883900018678281
"PNG",-0.346945587272545
"POL",1.18924279564252
"PRK",-0.346945587272545
"PRT",1.88385124002298
"PRY",-0.346945587272545
"QAT",-0.0883900018678281
"ROM",1.72892548200968
"RUS",0.320698062806327
"SAU",-0.666456223563713
"SDN",-0.346945587272545
"SGP",-0.871473679277537
"SLV",-0.346945587272545
"SRB",-0.685611886250259
"SVK",1.24003930484606
"SVN",0.163868655330517
"SWE",0.101191881514786
"SYR",-0.500079568662649
"TCD",-0.346945587272545
"THA",-1.35018010264311
"TTO",-0.346945587272545
"TUN",-0.685611886250259
"TUR",0.0709116520764698
"UKR",-0.905678546056555
"URY",-0.685611886250259
"USA",-0.261899339720631
"UZB",-0.346945587272545
"VEN",-0.0820093280101196
"VNM",1.47896127859727
"YEM",-0.346945587272545
"ZAF",0.349298500483345
"ZMB",-0.346945587272545
"ZWE",-0.346945587272545
