"","V1","V2"
"ec:1.1.1.27",0.201248701940685,0.429777551772079
"ec:1.11.1.6",0.201248701940685,0.429777551772079
"ec:1.11.1.8",-6.65700859321846,0.839948323148633
"ec:1.14.13.39",0.123623875192833,-0.185437842397004
"ec:1.14.99.1",0.175373759691401,0.224705753715718
"ec:1.14.99.3",0.201248701940685,0.429777551772079
"ec:1.2.1.12",0.201248701940685,0.429777551772079
"ec:1.2.4.1",0.175373759691401,0.224705753715718
"ec:2.1.1.43",0.201248701940685,0.429777551772079
"ec:2.4.1.11",0.188311230816043,0.327241652743899
"ec:2.7.1.1",0.162436288566759,0.122169854687538
"ec:2.7.1.107",0.0977489329435488,-0.390509640453365
"ec:2.7.1.11",0.201248701940685,0.429777551772079
"ec:2.7.1.127",0.136561346317475,-0.0829019433688232
"ec:2.7.1.134",0.201248701940685,0.429777551772079
"ec:2.7.1.137",0.201248701940685,0.429777551772079
"ec:2.7.1.149",0.175373759691401,0.224705753715718
"ec:2.7.1.150",0.201248701940685,0.429777551772079
"ec:2.7.1.153",-0.355062556418922,-3.97926610643968
"ec:2.7.1.154",0.175373759691401,0.224705753715718
"ec:2.7.1.158",0.201248701940685,0.429777551772079
"ec:2.7.1.67",0.162436288566759,0.122169854687538
"ec:2.7.1.68",0.175373759691401,0.224705753715718
"ec:2.7.1.91",0.162436288566759,0.122169854687538
"ec:2.7.2.3",0.201248701940685,0.429777551772079
"ec:2.7.7.41",0.188311230816043,0.327241652743899
"ec:2.7.8.11",0.201248701940685,0.429777551772079
"ec:3.1.1.4",-0.225687845172502,-2.95390711615788
"ec:3.1.3.25",0.188311230816043,0.327241652743899
"ec:3.1.3.36",0.149498817442117,0.0196339556593573
"ec:3.1.3.46",0.162436288566759,0.122169854687538
"ec:3.1.3.56",0.175373759691401,0.224705753715718
"ec:3.1.3.57",0.201248701940685,0.429777551772079
"ec:3.1.3.64",0.201248701940685,0.429777551772079
"ec:3.1.3.66",0.188311230816043,0.327241652743899
"ec:3.1.3.67",0.162436288566759,0.122169854687538
"ec:3.1.3.7",0.201248701940685,0.429777551772079
"ec:3.1.3.86",0.188311230816043,0.327241652743899
"ec:3.1.3.9",0.136561346317475,-0.0829019433688232
"ec:3.1.4.11",-0.34212508529428,-3.8767302074115
"ec:3.1.4.17",0.175373759691401,0.224705753715718
"ec:3.1.4.4",0.188311230816043,0.327241652743899
"ec:3.6.3.14",0.201248701940685,0.429777551772079
"ec:4.1.1.32",0.162436288566759,0.122169854687538
"ec:4.1.2.13",0.201248701940685,0.429777551772079
"ec:4.2.1.11",0.175373759691401,0.224705753715718
"ec:4.6.1.1",0.00718663507105455,-1.10826093365063
