"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Signal.transduction","Signaling.molecules.and.interaction"
"sig_11",0.125436431295996,-0.173618499477086,-0.0381136544075632,0.824713953016935,-0.0591735873732515,-0.125250680866209,0.252657658652393,-0.183790766318794,-0.0350874330756512,0.216801834526832,1,0.116761350190102,-0.0365093398831146,0.253583037257716,-0.0548545713498773,0.0895125286755311,0.238419499758455,-0.0127273663368563,0.138055467086302,0.0110147879116038,-0.0881213075429979,0.789187058352428,0.00116840639867973,0.125060290632099,-0.0423563142057698,-0.0557004398508588,-0.0196469138309302,0.0233987002925348,-0.0780105998455202,-0.0385780239665178,-0.0451582612055069
"sig_12",-0.0869335145046054,-0.326912939964423,0.376019928848606,0.0989166585931786,0.088693596970196,0.189320523149876,-0.0835430173144875,-0.231384181426585,0.461066089792263,0.448672965852711,0.116761350190102,1,0.374530620247176,0.348162146209313,0.565798542235522,0.330561634249686,0.365453963068109,0.22901698223789,0.692959899936611,0.0200111045676504,0.40415573083357,-0.0374222042351138,0.240356639132959,0.589249753079645,0.0522424673201603,0.206577616478597,0.173275533645313,-3.25596172651931e-05,-0.0986520449815765,0.190905367203394,-0.0714300913276431
"sig_13",0.0648709089313703,-0.319960774369047,0.715469150708655,0.10866011738172,0.0166494955152135,0.230247924853309,-0.240931001024343,-0.228627914950419,0.426906181815289,0.455033361905713,-0.0365093398831146,0.374530620247176,1,0.397417903424449,0.276146810795741,0.493681705859091,0.142754395939376,0.099898144467953,0.518801385405601,-0.0532812693342368,0.0894305471655966,-0.111535123517049,0.25741659593105,0.365221568723293,-0.0363760735350702,-0.0399598755897829,0.0354138007771762,-0.147744431461627,-0.0841054565072291,0.0233861216460845,-0.083873227600534
"sig_14",-0.141323335395101,-0.292681437158632,0.213443984084453,0.229094113407709,0.0306490960183459,0.173385139323041,-0.0905660660010386,-0.162573149224266,0.0171632663095208,0.404342133187166,0.253583037257716,0.348162146209313,0.397417903424449,1,-0.0066245688051496,0.600902527685029,0.464822416474031,0.24090138345724,0.497833362013555,0.01821871336431,-0.0442915853260186,0.0857480996576738,0.433344565735759,0.520303957789499,-0.0302629089545748,0.145770110746073,0.0849168314184823,0.222195751479729,0.00456400631842961,0.117692968827696,-0.0665309231728244
"sig_15",-0.106699053219324,-0.132518229725636,0.109539486575411,-0.0633043617673213,0.0348535108623694,0.0840601994758061,-0.0337340340784276,-0.0929774579165802,0.214575295656092,0.0072722360943034,-0.0548545713498773,0.565798542235522,0.276146810795741,-0.0066245688051496,1,0.0639206273899208,0.0708416621374895,0.219531421328799,0.553329467012682,-0.00600876091045268,0.383968693539913,-0.0630973548106336,0.136567435910958,0.371359172463538,0.093528659595343,0.144535427259373,0.221886916535713,-0.019426094492473,-0.0456345878488602,-0.0348228933474492,-0.026406922004642
"sig_16",0.0714277573248835,-0.203209263904609,0.450629544549094,0.23123985243626,0.219553738468943,0.0835561014643364,-0.212658808026181,-0.188574251403819,0.216607634425016,0.326362515945702,0.0895125286755311,0.330561634249686,0.493681705859091,0.600902527685029,0.0639206273899208,0.999999999999999,0.0185959819177282,-0.0741555770681155,0.185238302183438,0.0467588127087623,0.127466051739427,-0.0393952897204663,0.0541325699853235,0.0603959541857237,0.00301268828395575,-0.122270167274464,-0.00548957785594612,-0.08956548296263,-0.127427342767796,-0.0751988214598152,-0.0446607403259637
"sig_17",0.025963688683101,-0.33103049993157,0.0555561455261514,0.341818713924287,0.0108116259459416,0.307981532203109,0.149736946861813,-0.224171382496874,-0.0055406690377751,0.259146629885612,0.238419499758455,0.365453963068109,0.142754395939376,0.464822416474031,0.0708416621374895,0.0185959819177282,0.999999999999999,0.271174384091453,0.395485906259758,0.123806192812589,-0.0215425927978497,0.174335532106585,0.314494385047995,0.54080074878472,0.123148956595259,0.20890659750506,0.273247333121016,0.259490706545984,-0.00696940611355305,0.197694113604817,-0.0891195599532003
"sig_18",-0.227921910026125,-0.270954964134545,-0.043698597323026,-0.106728921226206,-0.104123219887244,0.444170674252003,0.10526188668609,0.000630463729834556,0.0561461927929985,-0.00436244058822701,-0.0127273663368563,0.22901698223789,0.099898144467953,0.24090138345724,0.219531421328799,-0.0741555770681155,0.271174384091453,1,0.338759771371999,-0.0694483997040573,0.0869578007358301,-0.0378408002206777,0.559532426779556,0.571617117102273,-0.0164560510484857,0.690103581331683,0.109618285069722,0.260587788582938,0.157361092624033,0.186432385965546,-0.0786016521305394
"sig_19",-0.231395475407702,-0.306517099983479,0.21783263403894,0.0387150109881769,-0.0305939316438133,0.201663626863677,-0.0474908347321932,-0.136071063588316,0.207451923533171,0.383870778387436,0.138055467086302,0.692959899936611,0.518801385405601,0.497833362013555,0.553329467012682,0.185238302183438,0.395485906259758,0.338759771371999,1,0.010382038677259,0.219791727770802,0.0296702009235914,0.437847582906295,0.761829722149819,0.0395579780603602,0.256468970685731,0.213017501234788,0.132097467613442,0.0232031949129322,0.135805296945995,-0.0719553748610816
"sig_20",0.0840341882798491,-0.0974485231296945,-0.0456959137422684,0.0819752822940694,0.72796866009217,0.057605458154212,0.146598871248474,-0.110959292162274,-0.0271507478457339,0.0837498743911904,0.0110147879116038,0.0200111045676504,-0.0532812693342368,0.01821871336431,-0.00600876091045268,0.0467588127087623,0.123806192812589,-0.0694483997040573,0.010382038677259,1,-0.0145677073032156,0.0328462144571932,-0.0961450085585181,-0.0314789483198969,0.981959001047397,0.0247682123090657,0.90378484293547,-0.0340468527689244,-0.0971192442777197,-0.0456010885946363,-0.0279348489068784
"sig_21",0.256602797622518,-0.20535857315887,0.437715908035543,-0.0928586004255258,0.583771064443754,0.183484897205733,-0.188912727257657,-0.20595663890882,0.231703301025356,-0.00346352650024572,-0.0881213075429979,0.40415573083357,0.0894305471655966,-0.0442915853260186,0.383968693539913,0.127466051739427,-0.0215425927978497,0.0869578007358301,0.219791727770802,-0.0145677073032156,0.999999999999999,-0.104220142743776,-0.00397097337831657,0.160766203200689,0.0496034248280584,0.00224845207047066,0.0991530467217288,-0.106170128348571,-0.117825369350276,0.0679059908070647,-0.0445045594613116
"sig_22",0.164570611857341,-0.138770376406599,-0.129765171039873,0.809728685355915,-0.0334324164058466,-0.196091763443618,0.485179486298549,-0.134689058557725,-0.0940506890316422,-0.0107599940389519,0.789187058352428,-0.0374222042351138,-0.111535123517049,0.0857480996576738,-0.0630973548106336,-0.0393952897204663,0.174335532106585,-0.0378408002206777,0.0296702009235914,0.0328462144571932,-0.104220142743776,1,-0.0351658520343048,0.0461796077608868,0.0193307650706298,-0.0817434534431717,0.0629652020447135,0.257033028488654,-0.0753644916899804,-0.0298324453814366,0.500883825190053
"sig_23",-0.259729120851027,-0.264251311197953,-0.0201532180245345,-0.107842263341291,-0.132117774544492,0.560823917382032,-0.0404487845552762,0.154156080257719,-0.0647533860305331,0.000155320923603664,0.00116840639867973,0.240356639132959,0.25741659593105,0.433344565735759,0.136567435910958,0.0541325699853235,0.314494385047995,0.559532426779556,0.437847582906295,-0.0961450085585181,-0.00397097337831657,-0.0351658520343048,1,0.563594210797988,-0.0610316983641626,0.508568873962888,0.0922820280074276,0.222601951828483,0.302814800856299,0.477526201853591,-0.107283025729806
"sig_24",-0.204597000596553,-0.330924836045937,0.1578266176742,0.0690355438778682,-0.0706307296048125,0.337708183537393,-0.00309677393440998,-0.173764346308805,0.191554878184843,0.310177278200765,0.125060290632099,0.589249753079645,0.365221568723293,0.520303957789499,0.371359172463538,0.0603959541857237,0.54080074878472,0.571617117102273,0.761829722149819,-0.0314789483198969,0.160766203200689,0.0461796077608868,0.563594210797988,1,0.0147947338197917,0.272194530067273,0.170204144823941,0.13913541852809,-0.0166915008293098,0.119751249657896,-0.0790020924922577
"sig_25",0.0727112713814194,-0.104643304680027,-0.0562146750095527,0.0471176213953762,0.729323216065687,0.0807063330041807,0.154049983501389,-0.109705822624115,-0.0182881848753825,-0.0173474861822779,-0.0423563142057698,0.0522424673201603,-0.0363760735350702,-0.0302629089545748,0.093528659595343,0.00301268828395575,0.123148956595259,-0.0164560510484857,0.0395579780603602,0.981959001047397,0.0496034248280584,0.0193307650706298,-0.0610316983641626,0.0147947338197917,1,0.0712458543322493,0.946958816966663,-0.0259431046477095,-0.0906789331733148,-0.0274901381191041,-0.0296554315846709
"sig_26",-0.152002334656202,-0.240559701795261,-0.198663282880582,-0.154951798462484,-0.0741988571195952,0.535031898041818,0.326329684882543,0.141886418642931,-0.120858555576875,-0.120799533080221,-0.0557004398508588,0.206577616478597,-0.0399598755897829,0.145770110746073,0.144535427259373,-0.122270167274464,0.20890659750506,0.690103581331683,0.256468970685731,0.0247682123090657,0.00224845207047066,-0.0817434534431717,0.508568873962888,0.272194530067273,0.0712458543322493,1,0.171968999783666,0.293681161677101,0.266621284627602,0.132105469598704,-0.113818900757212
"sig_27",-0.00285719376402202,-0.169924937343163,-0.0561985826906647,0.0358894473549657,0.673631488656588,0.110794451220986,0.153775379042444,-0.118642355826836,0.00309601622572855,-0.0382294993719261,-0.0196469138309302,0.173275533645313,0.0354138007771762,0.0849168314184823,0.221886916535713,-0.00548957785594612,0.273247333121016,0.109618285069722,0.213017501234788,0.90378484293547,0.0991530467217288,0.0629652020447135,0.0922820280074276,0.170204144823941,0.946958816966663,0.171968999783666,1,0.108853387638248,-0.0319498342332786,0.0971346348079689,-0.0435749878603134
"sig_28",-0.195428010916792,-0.0846381065407665,-0.217174832242725,-0.00272480779961735,-0.109133790194005,-0.0730221054021905,0.515298704903785,0.331020586183947,-0.147748827516523,-0.077516831949267,0.0233987002925348,-3.25596172651931e-05,-0.147744431461627,0.222195751479729,-0.019426094492473,-0.08956548296263,0.259490706545984,0.260587788582938,0.132097467613442,-0.0340468527689244,-0.106170128348571,0.257033028488654,0.222601951828483,0.13913541852809,-0.0259431046477095,0.293681161677101,0.108853387638248,1,0.32341756229561,0.118047576544933,0.319906833903849
"sig_29",-0.30350912136646,0.0291129230235317,-0.199753638405242,-0.210044949523417,-0.156462284458965,0.020405103455078,0.0281924143529992,0.746296478847871,-0.169984585607188,-0.143848897342941,-0.0780105998455202,-0.0986520449815765,-0.0841054565072291,0.00456400631842961,-0.0456345878488602,-0.127427342767796,-0.00696940611355305,0.157361092624033,0.0232031949129322,-0.0971192442777197,-0.117825369350276,-0.0753644916899804,0.302814800856299,-0.0166915008293098,-0.0906789331733148,0.266621284627602,-0.0319498342332786,0.32341756229561,1,0.130968966061713,-0.0817131619611643
"Signal.transduction",-0.0678040901696377,-0.0908563015951197,-0.0488691412159593,-0.0592676352875138,-0.0224338533306073,0.26794553524019,-0.0731628325558706,0.0867825660346586,0.00461045347005811,-0.0183400923686624,-0.0385780239665178,0.190905367203394,0.0233861216460845,0.117692968827696,-0.0348228933474492,-0.0751988214598152,0.197694113604817,0.186432385965546,0.135805296945995,-0.0456010885946363,0.0679059908070647,-0.0298324453814366,0.477526201853591,0.119751249657896,-0.0274901381191041,0.132105469598704,0.0971346348079689,0.118047576544933,0.130968966061713,1,-0.0657286724940546
"Signaling.molecules.and.interaction",0.082104222817002,0.0111646644860471,-0.0828725216685855,0.202964956123009,-0.0463608594983299,-0.186071060332769,0.401978946416827,0.00621952974366554,-0.0521767470228483,-0.0506876468620974,-0.0451582612055069,-0.0714300913276431,-0.083873227600534,-0.0665309231728244,-0.026406922004642,-0.0446607403259637,-0.0891195599532003,-0.0786016521305394,-0.0719553748610816,-0.0279348489068784,-0.0445045594613116,0.500883825190053,-0.107283025729806,-0.0790020924922577,-0.0296554315846709,-0.113818900757212,-0.0435749878603134,0.319906833903849,-0.0817131619611643,-0.0657286724940546,1
