"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29"
"cpd:C00001",-0.586063876728404,-0.287393158548995,-0.0811092689986682,0.126002561069492,-0.109884375925738,-0.297160910391936,-0.21978490281617,-0.106065654353337,2.72425595796452,6.99301730897672,4.28900208522239,2.92085440398435,1.02946979238612,2.72546983094846,0.37626987809699,1.47345021969485,1.06826619760877,0.220796069546611,0.803180902918185,0.907166766758494,0.241501914777769,0.346054152779309,0.372550845842465,0.0997711320159282,0.0757347644340888,0.00971029823456648,-0.00884481986576439,-0.0107771934132662,0.0192482143226435
"cpd:C00002",-0.576741154314247,-0.286692613679198,0.0499998141403417,0.290943126638274,-0.0910122956268703,-0.268066684436004,-0.216531390484055,-0.107531413308796,3.34235037488647,6.82302200332311,4.08138404329675,2.48626861992351,1.01839453092949,2.6005704601276,0.726492264359555,1.7428448069981,0.91435554592515,0.137543263302165,0.595578409870457,0.402109621185573,0.239878765130338,0.161996611010585,0.123419225200677,0.0864042844589024,-0.00126322711415593,-0.0651226924680981,-0.0321218003227691,-0.0568447921283419,-0.0567382003889689
"cpd:C00003",-0.570919447669864,-0.285910023013839,-0.0770083409152032,0.639937610786231,-0.12944900963007,-0.272184243567452,-0.199857139781968,-0.106961395937229,0.641810835084508,4.9375347286507,7.78036085762374,1.50112037439131,0.260009249478549,2.3764323056937,-0.00934732379849242,0.560255197716037,0.839934182136828,-0.0320649382393164,0.710334000708328,-0.0596821395393185,-0.00959933567980118,0.48562648807825,0.0468915680083999,0.0671618995141729,-0.025531076590451,-0.0749887335308872,-0.031305064166383,-0.0736631218179727,-0.0694026028409042
"cpd:C00004",-0.590603824306944,-0.288125259494008,-0.370661930185959,0.364919473699401,-0.158189975956786,-0.365515583880285,-0.240747874319681,-0.110300069113553,-0.221516326331421,-0.0912780722627757,14.937355397494,-0.215482580774713,-0.235406104459484,2.79063472007239,-0.0764111849977068,-0.175070321107428,0.343883567100679,-0.109371115466302,-0.220873607468736,-0.0910274693781974,-0.151949559759497,0.0290970566821113,-0.0673695280767025,-0.162865389214425,-0.103128274298604,-0.143120262379582,-0.0737753442984619,-0.100718695666509,-0.0482952654210119
"cpd:C00005",-0.557192023238071,-0.286320251991648,-0.0744452608630377,0.99626740348918,-0.141308986698624,-0.278663813363452,-0.235978521014649,-0.108671448051931,1.02312742071946,4.04751027523568,8.58719612056188,1.46779123907236,0.204632942195399,2.25493650009117,0.0968371231002637,0.256405075589812,0.185290594231265,-0.0723985959229613,-0.0971071850177287,-0.0504109856433121,-0.0433608483463653,-0.114367734182936,0.0106735282678967,-0.184457989114236,-0.0953385942197934,-0.145540234715738,-0.0762255527676203,-0.116074561904868,-0.0694026028409042
"cpd:C00006",-0.532583478678974,-0.283442337931941,0.338316166126,0.863624569052508,0.153978471555684,-0.185587825554895,-0.213647595462408,-0.111684397015931,1.63083437284426,6.26169615457079,4.12650740048087,1.84560857434811,0.790811414412156,2.45085183282702,0.706931971509784,3.35255147563704,0.434279909052297,0.131596634284704,0.178606594046935,4.15207063036074,0.468418235488618,-0.0765553086836211,-0.196481535854564,-0.0745854399641778,0.368746576629355,-0.176999875085763,-0.055807148857967,-0.116074561904868,-0.0694026028409042
"cpd:C00007",-0.507944196492398,-0.27329390414245,0.1455273153787,1.19529557940175,-0.0741313063687084,0.120053162531813,-0.103139091363653,-0.0939324274442572,0.794281103250442,3.32390896368513,4.75631887207915,2.68371651700258,0.87461872823946,5.16678215013474,0.125711841116592,0.518316479912417,2.26705059343517,1.22241523535713,0.486830040108008,0.0524546742504734,0.28402843554046,0.370521016337689,0.349365238811934,0.517374951846966,0.089816109191939,0.0465683384314013,-0.0317134322445761,-0.0363703038105304,-0.0694026028409042
"cpd:C00008",-0.580503439917586,-0.285910023013839,-0.104629297712658,0.317983087586087,-0.103737964452254,-0.211282671297655,-0.183071973886741,-0.0963753590366894,1.68728098387374,4.43951556038344,5.42496498308019,2.54769879090354,1.02710616951428,4.6133012579454,0.709726299059751,1.54984447232145,2.16728960911196,0.635250257154834,0.789664655498482,0.324850005385519,0.419561431100946,1.00582537123426,0.728669646638209,0.475217971090192,0.130262524985764,0.277396468957033,0.0397509814392105,0.149362554501045,0.171221043745868
"cpd:C00009",-0.577577217781655,-0.285203166928999,-0.143527806739641,0.440334116555625,-0.118454724318344,-0.17647493305855,-0.160260415830892,-0.0884765468878254,1.13895973165513,3.66304622475384,5.89934754192693,2.62986709052647,0.683570468112593,5.07576546227385,0.297097264181251,0.957521757930324,2.85939176650387,0.58767722501515,0.741165179463076,0.127065388937382,0.283054545752002,1.48181708046093,0.97325506982303,0.659709845064087,0.0604550073564215,0.47899877973063,0.0899802550569576,0.329976790733167,0.348522678072964
"cpd:C00010",-0.557299604934245,-0.279327425723765,0.0737912278010314,0.507981962118327,0.0172857431524143,-0.00648996286840126,-0.0963732645820966,-0.0453180887548575,2.09665982905758,4.11055896611374,3.3149736702348,3.72092792162778,1.43830901713269,4.52790618904063,0.290577166564661,1.67829207469253,2.56914293911626,0.670154383996449,1.68624240100546,2.53624095134248,0.837360150349676,0.616857847164107,2.11874528906347,0.928221903682144,0.496677091769823,0.885181828768476,0.150827098707724,0.651718750013061,1.39122514661564
"cpd:C00011",-0.561298570269167,-0.280128950034253,0.0997989518597702,0.443098840695088,-0.0607996533135447,-0.0390314476320585,-0.0868715297030802,-0.0546826598591807,2.17609575171176,4.37579212745632,3.37927038824085,3.77203259578351,1.50577356710326,3.99847970721452,0.65942840316034,1.68890010331345,2.66791237307071,0.581989145085405,1.96010100885565,0.207856872888295,0.701827154789191,1.2668979267038,1.80702768343077,1.01899895632217,0.38881998298629,0.847951485135309,0.205140053107402,0.618082090633799,1.17170883744876
"cpd:C00012",-0.59685893149877,-0.288447131461212,-0.381125327575388,-0.376474065479645,-0.159142236889298,-0.407808342400978,-0.248437994377406,-0.111684397015931,-0.238506675728312,-0.321960471622753,-0.20477468732323,-0.298130122866284,-0.253234574121376,-0.310127920741263,-0.0773426275143626,-0.208785760910338,-0.294509611983601,-0.188745685395014,-0.246050931093673,-0.0919104364159123,-0.15892910324345,-0.145507378711783,-0.196481535854564,-0.220151878744536,-0.106423908178101,-0.176999875085763,-0.0762255527676203,-0.116074561904868,-0.0694026028409042
