"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP"
"AUS_2005",-0.499317489631002,-0.109027073618918,-0.649562266097969,0.977000064542462,-0.165013785443776,-0.568658958617909,-0.209501579938662,1.17162103724636,1.17203474253376,1.15576661892844,-0.230817163181718,-0.508011573521589,1.36092645127775,0.621124890892606,1.74260908133795,-0.0918228304419899,-0.129658577715437,0.0521943573416388,-0.0696801422360465,-0.0697587803751959,-0.0712668474395697
"AUS_2006",-0.511562741160245,-0.0618973327912846,-0.651351367772886,1.13677349713284,-0.154725355651139,-0.554140191334403,-0.204720913931479,1.26227245033374,1.26272709859298,1.24326719500369,-0.230713259077563,-0.507269583858929,1.49305783503023,0.702542448952408,1.9620210908334,-0.0760873570922164,-0.117082125423702,0.0899735923640691,-0.0545367886652363,-0.0546200737623925,-0.0565282078974733
"AUS_2007",-0.768887749979229,-0.0240323287510763,-0.645283422508285,1.46589255025667,-0.142062672829432,-0.516550407680881,-0.199883967828142,1.36457757155606,1.36437609481081,1.33799757376949,-0.23145968369606,-0.741077983842663,1.63363206382217,0.804394882714555,2.33593279163734,-0.0593011184784107,-0.10218751718704,0.150536846736853,-0.0377979979185628,-0.0379636790589508,-0.0406928301929
"AUS_2008",-0.611112547131147,-0.073831320404828,-0.664028814575181,1.30756049008969,-0.130468403870807,-0.531831053463974,-0.195092908502906,1.37449963334231,1.37446627771915,1.35058166540624,-0.23147591520206,-0.587542031143132,1.61525147446291,0.788761607015081,2.2191563432317,-0.0558942582786585,-0.0990707840023062,0.141862663155562,-0.0311279749319176,-0.031278437695485,-0.0337839360547053
"AUS_2009",-0.545798434299846,-0.0916801091250981,-0.678082350856281,1.35041314283717,-0.127263162281562,-0.510584543719117,-0.190345616388223,1.41771775705851,1.41766657105581,1.39228320098972,-0.230970379612061,-0.51873563429276,1.65429717008276,0.809530475484502,2.30163843505935,-0.0475876607699406,-0.0922760316615044,0.161676668020173,-0.0207257830468145,-0.0208843773100984,-0.0236146238421902
"AUS_2010",-0.469570024940434,-0.00714904846946324,-0.632198909769667,1.5818350282019,-0.115589751555301,-0.454264896619557,-0.185639562877197,1.44733607454364,1.44725789943786,1.41810149688722,-0.23204890421319,-0.442709443374765,1.74048291100641,0.898769740597185,2.52505374412815,-0.0351035084737509,-0.0783143532220338,0.202442246202463,-0.0118079779977455,-0.0119746862200267,-0.0151898566510605
"AUT_1980",0.030303576734446,0.312351098323308,0.281037563124686,0.3989824427925,-0.450280286886545,-0.359300662549406,-0.445311148209288,-0.442955971197174,-0.441054274082072,-0.442640672226227,-0.232890914266551,0.00847764500931176,-0.354529537995532,-0.18023566896543,-0.182235535762665,-0.375811066447095,-0.379676040435401,-0.394380746862961,-0.395226608214421,-0.395116607018004,-0.394083300531606
"AUT_1981",0.0381575115854197,0.433285471999975,0.24213072102511,0.00546977041626009,-0.449884578048367,-0.344415636317931,-0.445028613573953,-0.442651454159958,-0.439400986701402,-0.437242292823629,-0.231670998274734,0.0220921036289539,-0.311883264099177,-0.206991479503943,-0.357687376593684,-0.37432385042146,-0.380454023969592,-0.403239997797235,-0.395031989821904,-0.394867784215394,-0.393685461393326
"AUT_1982",0.0607176280400373,0.500651500179948,0.385247985101096,-0.3175682293577,-0.451190417214355,-0.37016583887492,-0.444842984079403,-0.423572734044357,-0.419420441504246,-0.412122479403933,-0.231208754273567,0.0610405113067159,-0.264438257064842,-0.0759149504495953,-0.487468673766966,-0.372743295331779,-0.375497574987686,-0.409831861795262,-0.394145412992877,-0.393945422248306,-0.392558749353121
"AUT_1983",0.0574101785170216,0.684137485012365,0.447706313865034,-0.491059874130601,-0.452417114612708,-0.365339694053234,-0.445246761696906,-0.365923244013361,-0.360560691910663,-0.350357049469618,-0.230839775399439,0.0553322474687599,-0.127556858383536,0.0461197557591375,-0.522560674869981,-0.368775405640114,-0.371324460701177,-0.411907559240941,-0.392098176290926,-0.391851908831835,-0.390352884349942
"AUT_1984",0.0546335786605593,0.503450012512531,0.472046888882906,-0.299518890221107,-0.45202140577453,-0.307178524072441,-0.44522378112246,-0.350922443262472,-0.346275835188351,-0.338016025192433,-0.230004756615164,0.0507111233121266,-0.172646780368366,0.083170926953364,-0.422297894889822,-0.370150586759673,-0.369946808422227,-0.406713963189404,-0.39148162303721,-0.391264451475697,-0.389844092122001
"AUT_1985",0.0552803262420757,0.368020282970917,0.354546433917916,-0.213667399312507,-0.451427842517262,-0.274874999072041,-0.445118843936238,-0.26829743224552,-0.26388523389373,-0.258125674959133,-0.229727042865716,0.0518541226485729,-0.119354962143495,0.0957358890615288,-0.316515144253035,-0.368438755935575,-0.369401955890811,-0.401174889642551,-0.388097146067594,-0.387891756208295,-0.386576979359311
"AUT_1986",0.056248086042695,0.403895400628924,0.37193334126857,-0.252073895358371,-0.450636424840906,-0.324498162872551,-0.444961438156905,-0.234938971038495,-0.230203095574819,-0.223725599359394,-0.231940263053529,0.0534130326017873,-0.0650310133839639,0.151920330715473,-0.308567719361933,-0.366657596388819,-0.367210734208799,-0.40065104312308,-0.386648223332113,-0.386430687024714,-0.385089554197348
"AUT_1988",0.0543537837175129,0.316552604397661,0.136812961809542,0.0421423083682773,-0.44944929832637,-0.263082709698134,-0.444374857134914,-0.104541135517422,-0.101807390212966,-0.102054215042672,-0.233131852573676,0.0505820835150599,0.0588150193973097,0.113414468823702,-0.0553194180728568,-0.362424810151681,-0.368155345183829,-0.38706965972544,-0.380976960758244,-0.380843375030907,-0.379781782475318
"AUT_1989",0.0587974389449321,0.265031120285791,0.0209868142086822,0.152641129944698,-0.447391612367843,-0.20478712047206,-0.443852960108469,-0.00776618166244999,-0.00606417680686015,-0.00956134000506001,-0.232771445114169,0.0571481622441444,0.154449235362678,0.124311381106698,0.0849472507250382,-0.359085106344555,-0.3673325050092,-0.379330341578845,-0.37667317007398,-0.376583964281405,-0.375661467883542
"AUT_1990",0.0676903158762066,0.246290013824962,-0.092297147987699,0.198667077314872,-0.444740363152048,-0.165098970459524,-0.442084943291986,0.0723706244714609,0.0734192302573847,0.0674231647285952,-0.233530994657596,0.0695944022115205,0.242633303316507,0.112321497105261,0.179376611261846,-0.355040794535112,-0.366357596727036,-0.372818310859767,-0.372028670951687,-0.371968206605758,-0.37115972659482
"AUT_1991",0.0571130432168006,0.262039502677406,-0.112464574986147,0.304453019541544,-0.442049543052435,-0.15297227041866,-0.440309898435745,0.118558407950182,0.118307689270018,0.110498256220253,-0.233406056122349,0.0546640874121407,0.303266541426594,0.143338349609809,0.278058073274384,-0.351801889214703,-0.363754787900522,-0.365949610076571,-0.368705816148183,-0.368700519786601,-0.367977972160903
"AUT_1992",0.0495635743199944,0.386843413964249,-0.149192923092885,0.18374645796388,-0.439714860907183,-0.154822536202886,-0.438514847836703,0.135653611008219,0.136987966040569,0.130294246023262,-0.233686300475912,0.0442498311484109,0.378400679922539,0.12977893379185,0.2267646352931,-0.348032059023141,-0.362820700757352,-0.367049395812982,-0.366541475274704,-0.366470751967591,-0.365711610163886
"AUT_1993",0.0416169267114901,0.357655132200384,-0.104760239126558,0.0163166619509018,-0.439754431791001,-0.21095847989822,-0.437145867499791,0.145451585308676,0.147980141317164,0.144046058372937,-0.233423892823197,0.0333725463449788,0.379512715243647,0.183111470449434,0.141578626293668,-0.346949247626491,-0.359645975468676,-0.370450051647883,-0.365016391454171,-0.364895205175165,-0.364026476230695
"AUT_1994",0.0217064036668554,0.409293374582213,-0.053500973035889,0.179668772600406,-0.439121297649916,-0.146353880573087,-0.436421849255873,0.177909680469573,0.179327331563514,0.173993297372645,-0.233509770211172,0.00654603676028741,0.43985585621106,0.265898743827944,0.261472770725617,-0.344418503092556,-0.355823135919186,-0.363229261843988,-0.363045015709444,-0.362971803965465,-0.362167562823397
"AUT_1995",-0.018443287509742,0.223314723517847,-0.0545863220010405,0.387596034085107,-0.439240010301369,-0.109756531373032,-0.436051984719105,0.260139988964762,0.259816711080208,0.25109298804679,-0.234056830368726,-0.0452349911772518,0.456925074023493,0.354818108220888,0.454173358176969,-0.343570121690477,-0.352035410104595,-0.352282519774029,-0.359229814790183,-0.359233479289694,-0.35858093452493
"AUT_1996",-0.0181046057760597,0.272910999841718,-0.0873230823681228,0.326682529336679,-0.440070998861544,-0.0821397250863137,-0.43580248930771,0.314401498940139,0.314698174568559,0.306123664583373,-0.233850667507179,-0.042996145610659,0.54501717442452,0.383869344760421,0.467902693134905,-0.34047687550325,-0.350681782687016,-0.351276642317715,-0.356698082383706,-0.356677100721278,-0.35602342833056
"AUT_1997",-0.00118079623556353,0.184915505721074,-0.220730545261093,0.282928725546631,-0.439714860907183,-0.0015006373097776,-0.43563470880302,0.385924924168245,0.38598727699719,0.375423811809813,-0.233190423890065,-0.0193095130069357,0.590783533441034,0.328139047278255,0.505454042485895,-0.338835085134305,-0.352719863557721,-0.349036175249572,-0.353491233137748,-0.353482629577864,-0.352919894259557
"AUT_1998",0.0167053835512209,0.0957122090005887,-0.286942234061821,0.240711265080325,-0.438883872347009,0.0352284264569805,-0.435472097068311,0.495009814363611,0.495077960098372,0.483341184781678,-0.233119036277634,0.00508456202576947,0.67878746477157,0.374951019070407,0.57623159688663,-0.335801497001433,-0.350743121567827,-0.344961001187232,-0.348672263495816,-0.348667000555829,-0.348163208058471
"AUT_1999",0.0156122449078546,0.0122799728119577,-0.240131684492813,0.251401491630177,-0.437657174948656,0.0608392948446789,-0.43518327810113,0.593754980015836,0.593879326809274,0.58214329156893,-0.232899979922104,0.00524504717148482,0.754708825886077,0.528278601332406,0.67078709565036,-0.333053539751552,-0.344462855331336,-0.339426372253873,-0.344168012980699,-0.34416363764816,-0.34366871174724
"AUT_2000",0.039856553358097,-0.0491206887521064,-0.37317936307763,0.185011282181037,-0.436628331969392,0.172222361418404,-0.434825238520145,0.690963545163368,0.691155569424622,0.677496647277796,-0.232075638458367,0.0346105933589946,0.837517833302062,0.483573259294687,0.712453966058016,-0.330008086566913,-0.345898479688419,-0.33672874223038,-0.33964651547479,-0.339642507971636,-0.33923940580357
"AUT_2001",0.037577677722577,-0.0275474963646708,-0.422255486941244,0.115177348564276,-0.436074339595942,0.242187674242278,-0.434485419782976,0.712353516159108,0.712775821940723,0.699249816159498,-0.231895294632182,0.0321191707543233,0.87353240207066,0.450725867255841,0.684009581865133,-0.328518770138799,-0.346890248892241,-0.337938704825643,-0.338394356009404,-0.338381222185387,-0.337976291599762
"AUT_2002",0.124371954171866,-0.0471704541586837,-0.506077105751883,-0.161954881296989,-0.435797343409218,0.246373763559707,-0.434176371960619,0.7552654067797,0.755975771708599,0.745049495847308,-0.232203974068093,0.130664492437679,0.913714034106744,0.399106617871999,0.530876351348353,-0.326912609010448,-0.348658026996909,-0.346135965930523,-0.336237828326276,-0.336213730785135,-0.335701921651432
"AUT_2003",0.109844339796757,-0.0253123819740376,-0.50410125820831,0.0253412385910131,-0.434610216894683,0.273574420493378,-0.433909678303785,0.785157737076227,0.78547761557795,0.771505623965649,-0.233195365249122,0.113705114425952,0.959260167368668,0.429978046859748,0.684399727900678,-0.325160005378233,-0.347199879512792,-0.33729333741298,-0.334679916176424,-0.334673742155476,-0.33429728238906
"AUT_2004",0.138772395265471,-0.0431750278301567,-0.521383092017445,-0.00591011797221844,-0.434056224521233,0.389103420172433,-0.433684595104564,0.85322701249137,0.853506989860433,0.839325223314039,-0.23364843769118,0.144417906594955,1.0289925548663,0.475940995991052,0.719711838274852,-0.32263263342193,-0.345175333721211,-0.335075673767057,-0.331503464164986,-0.331501321349905,-0.331140450750423
"AUT_2005",0.144304689235992,-0.0891110564185063,-0.557417870169128,-0.0299415444989207,-0.43282952712288,0.454807754022932,-0.433499988208391,0.946094434712818,0.946406280260572,0.931359797806,-0.233655430156568,0.148051537846548,1.11197099237755,0.522644559476732,0.780080822395483,-0.319693226590099,-0.343152757910343,-0.331494755962427,-0.327283317616658,-0.327282906479647,-0.326967554961846
"AUT_2006",0.181353594489838,-0.187729476807516,-0.612057516790871,-0.103459350880635,-0.43081141204817,0.505540723273381,-0.433347732606341,1.06704063368751,1.06740710493441,1.05170838400826,-0.233694627277805,0.183518187828911,1.19645615104446,0.570711450780574,0.825779534939665,-0.316727242388033,-0.341101250156835,-0.328764384064453,-0.321867435720387,-0.321868686525404,-0.32159154471532
"AUT_2007",0.242387857939893,-0.379891603844559,-0.705134550604934,0.00947180541643211,-0.428318446367647,0.574509648925463,-0.433219387213624,1.21023363797901,1.21015654851924,1.18938337083636,-0.234068137258271,0.239885165757772,1.24756263696059,0.585295435229646,1.03027528602803,-0.314895705145983,-0.340401953437508,-0.317152992656463,-0.315499778136323,-0.315525076516776,-0.315479531629505
"AUT_2008",0.348285579403968,-0.399380813845504,-0.590655455325217,-0.130829820105529,-0.426537756595844,0.55997055139116,-0.433112479201438,1.2677488461879,1.26763560932664,1.25137394149538,-0.23433751847706,0.341662089216191,1.29994337258963,0.785785195690869,0.967974666796136,-0.313039332197324,-0.332311494055226,-0.320519111892351,-0.312876419160729,-0.312905240563788,-0.3126689311409
"AUT_2009",0.208101288877998,-0.0781889112193459,-0.466554113245991,-0.455740230738899,-0.428516300786736,0.37627659584732,-0.43302420107242,1.0960731247932,1.09627269476962,1.08963575039227,-0.234128766707155,0.210109304925283,1.29109306324777,0.778276141355172,0.583655846400525,-0.313250558419531,-0.33252458180158,-0.341989889888704,-0.320254514460472,-0.320264095657139,-0.319597753466766
"AUT_2010",0.224962183564115,-0.139117668297193,-0.551894652733287,-0.417863936880894,-0.427685312226562,0.463652083674246,-0.432952079997764,1.1919906372929,1.19242536537724,1.18296839837325,-0.233931056854481,0.223209306469793,1.36700988777957,0.764214797904991,0.68487594175583,-0.310635823574788,-0.333015210539415,-0.336229267898478,-0.315996149288162,-0.315998686929555,-0.315462322850789
"BEL_1980",0.0251846290768178,0.0825462961760398,-0.123355767860662,0.485318572091358,-0.414983058521037,0.191258214027571,-0.40259689790818,-0.524927778069196,-0.525453714015519,-0.528850163757838,-0.234100460937677,-0.00247812818387157,-0.53125419836615,-0.57161515206006,-0.222326142434045,-0.357131756383317,-0.367375051555701,-0.364423485880326,-0.371933846250227,-0.371928784915707,-0.371105488173216
"BEL_1981",0.0274667883229012,0.290292060592119,0.099868137465696,-0.293253192829691,-0.416447181222297,0.232186938170591,-0.40249277880066,-0.574948251218445,-0.573272623834212,-0.555212716993,-0.233002287244836,0.000453946982628703,-0.521969756223146,-0.468580825595111,-0.596484821396089,-0.356699606030715,-0.362378913911649,-0.38955184649143,-0.374483746684633,-0.374361734626009,-0.372415759330645
"BEL_1982",0.0373177005770762,0.451689452740474,0.0196192200513464,-0.605769520731002,-0.418307012761735,0.25574883213172,-0.402420211501258,-0.567456279628948,-0.564454656960666,-0.539897800978609,-0.231810315745119,0.0187027202671532,-0.460051028666698,-0.514378511640484,-0.722395960343799,-0.354167618495049,-0.364524398904462,-0.397993199281005,-0.374047855237893,-0.373856823706804,-0.37157250074141
"BEL_1983",0.0527042920795018,0.511771415149115,-0.0363411955020992,-0.979940727623143,-0.420127273417355,0.27964067215775,-0.402434769583613,-0.587311693431436,-0.582825373197763,-0.551029758810332,-0.231052763019533,0.0468029724357417,-0.463812604138798,-0.574133372649524,-0.89321741853795,-0.354327376209674,-0.367394441763859,-0.409513030275547,-0.375094951692091,-0.37482557012612,-0.37216212116641
"BEL_1984",0.0560705973355597,0.296221698378477,-0.0989958983207739,-0.675195830404263,-0.420087702533537,0.329643177510355,-0.402438859977122,-0.522523775192216,-0.51871334299041,-0.495139053047069,-0.230126591428107,0.0530408785851925,-0.454010067164732,-0.546842866989209,-0.719670402691967,-0.353935452604794,-0.366090498251365,-0.397820081949637,-0.371709818311885,-0.371478323838482,-0.369249341773016
"BEL_1985",0.0620284644893181,0.423430277224117,-0.153619795565604,-0.825854089046773,-0.419296284857181,0.31785359475398,-0.402384941153585,-0.499083787098401,-0.4945499720501,-0.467485740896444,-0.229904648296427,0.063608900726161,-0.383033885502808,-0.559621294271628,-0.768752233311921,-0.351048320197696,-0.366668432370512,-0.401098021403005,-0.370450252345556,-0.37018182729407,-0.36777263755496
"BEL_1986",0.0821655286579041,0.44644336548257,-0.144292505769263,-0.721864479335025,-0.418425725413188,0.335873047928935,-0.402318007441608,-0.445842939973854,-0.441515909278021,-0.415942331019761,-0.23195214716688,0.0982342563155586,-0.310070358613033,-0.495178997034221,-0.686251514609969,-0.348071539566555,-0.363539339823827,-0.395498051254586,-0.367622440950237,-0.367366859009619,-0.365039763946961
"BEL_1987",0.0806045049741479,0.407103530901831,-0.299247202424183,-0.481134514750451,-0.417594736853014,0.391187619082829,-0.402161828780328,-0.396669308817411,-0.393234128426227,-0.375618908128814,-0.232973773380711,0.0946618555018628,-0.264003499838066,-0.559614620319451,-0.54221856825847,-0.346119966829267,-0.366528190355249,-0.385686813341687,-0.364946685810004,-0.364739548127783,-0.362831666972239
"BEL_1988",0.088533553146746,0.198773160643509,-0.592698436379062,-0.0257609936021163,-0.415141342056308,0.452824555201296,-0.401905249551082,-0.258081409352789,-0.258229510553288,-0.257683262857189,-0.233052548501933,0.105106738894014,-0.173864310385527,-0.653985602560697,-0.220755724095606,-0.342323709548635,-0.370898309681854,-0.363798758059732,-0.357510123264006,-0.357496039030779,-0.356492269523255
