"","V1"
"sig_1",0.0842453081005011
"sig_2",0.133376820861083
"sig_3",-0.253324850456127
"sig_4",-0.126873048297134
"sig_5",0.0357888891402394
"sig_6",-0.0463273624885087
"sig_7",-0.398423140550778
"sig_8",-0.10435666801888
"sig_9",-0.491392895014321
"sig_10",0.434735456800322
"sig_11",-0.521573110522399
"sig_12",-0.399576242532365
"sig_13",-0.265395782502224
"sig_14",1.15920968421096
"sig_15",0.0589238908774489
"sig_16",0.186928277183656
"sig_17",0.0285017715745192
"sig_18",0.282991483839019
"sig_19",0.545391730790967
"sig_20",-0.0633471516698565
"sig_21",0.0318128316783762
"sig_22",0.0541911881487533
"sig_23",-0.0190414991118476
"sig_24",-0.173959753148771
"sig_25",0.00297255893845223
"sig_26",0.30501512237734
"sig_27",-0.00320249332719698
"sig_28",0.361548210284439
"sig_29",0.546661756050195
