"","V1"
"sig_1",-0.10761282135817
"sig_2",-0.246550753856419
"sig_3",0.214780655110762
"sig_4",0.389438196741863
"sig_5",0.0235788788747244
"sig_6",0.344030807469625
"sig_7",0.176703831581689
"sig_8",0.0843872589124335
"sig_9",0.52101502125749
"sig_10",0.486477599925461
"sig_11",0.42845653256396
"sig_12",0.543265485074613
"sig_13",0.502246506232598
"sig_14",0.591624836233974
"sig_15",0.398001332003541
"sig_16",0.475024767938277
"sig_17",0.66477131792971
"sig_18",0.63435462746845
"sig_19",0.52508553301523
"sig_20",0.180771138547423
"sig_21",0.267784740020948
"sig_22",0.618643640378852
"sig_23",0.573455461339902
"sig_24",0.688899478050548
"sig_25",0.126244930791438
"sig_26",0.732754615648064
"sig_27",0.237686598693689
"sig_28",0.58517865745995
"sig_29",0.437666546146387
