"","V1"
"sig_1",-0.0683664285993217
"sig_2",-0.156671685404329
"sig_3",0.136395901667042
"sig_4",0.247523471063738
"sig_5",0.0150142141749343
"sig_6",0.218704815808517
"sig_7",0.112094292008147
"sig_8",0.0535868379372793
"sig_9",0.330947666756746
"sig_10",0.30957869486265
"sig_11",0.272079882104075
"sig_12",0.345152961893983
"sig_13",0.319158613373048
"sig_14",0.37689260120362
"sig_15",0.253086239546177
"sig_16",0.302139165254994
"sig_17",0.422678859783207
"sig_18",0.403502059824002
"sig_19",0.334196046294901
"sig_20",0.114893698433483
"sig_21",0.170277438493101
"sig_22",0.393367306904392
"sig_23",0.364590079986828
"sig_24",0.43789055867721
"sig_25",0.0802682498254314
"sig_26",0.466078666837422
"sig_27",0.151118778755816
"sig_28",0.372286079208126
"sig_29",0.278615981395386
