"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP"
"AUS_1980",0.0290015933128431,0.100119131633331,0.422912609728484,-0.231231932963086,-0.32812995852958,-0.88679816023358,-0.330725220900231,-0.4629016510452,-0.461851613667364,-0.447255516422997,-0.22571966505778,0.00463453408451666,-0.457109844187598,-0.108629671571917,-0.48721249123045,-0.316496008350684,-0.293319516876037,-0.339864114376603,-0.327036623356615,-0.326921958036414,-0.325184254834774
"AUS_1981",5.40398965078843e-05,0.109991725164526,0.311916431599781,-0.0468640467886305,-0.323124676865372,-0.879525925995699,-0.325075199036955,-0.412195809572552,-0.411455138908591,-0.398907397561798,-0.225764018032766,-0.0443969942666838,-0.392162779144861,-0.126818117778686,-0.363828273057154,-0.309509158195048,-0.290451243397631,-0.323983165131654,-0.319536445195826,-0.319447927262697,-0.317891435702343
"AUS_1982",-0.00355607089214597,0.372402214356105,0.465900650333148,-0.651018489525543,-0.323046469339369,-0.888555960387648,-0.32069071515903,-0.476948264737742,-0.474228059310454,-0.453227178194039,-0.225125235771613,-0.0536365327875146,-0.379265847546498,-0.0934084442192228,-0.681213696699241,-0.306183707581982,-0.284791243802616,-0.35298541733461,-0.321827626111883,-0.321577751487466,-0.319321849069632
"AUS_1983",0.00996128334107497,0.196463436644755,0.349131177149527,-0.387610274252565,-0.327621609610559,-0.8806965741384,-0.317266234995926,-0.405924395075388,-0.404278215485879,-0.387065775070061,-0.224439504533203,-0.0269798376156119,-0.352946201528416,-0.0903718119440098,-0.512018655992269,-0.302603705309693,-0.282022031522322,-0.333748480387386,-0.314005530850363,-0.313844014091956,-0.311919807881589
"AUS_1984",-0.0120775539441039,0.0549812363404202,0.349203776444848,-0.198963385746528,-0.320074583351246,-0.843502909765087,-0.314280745502126,-0.32620106162161,-0.325071910909128,-0.310258318549883,-0.224276508730984,-0.061019098606296,-0.306691184214755,0.00820010719619191,-0.362934706505425,-0.298050881739301,-0.272435604155008,-0.316472486135298,-0.305634909930435,-0.305519635809182,-0.303829609082796
"AUS_1985",-0.0162561609262721,0.0259929637770083,0.323178465021889,-0.214957949585179,-0.31198010440991,-0.85546512774441,-0.310884372065431,-0.231655835202117,-0.230403653799366,-0.214909439200281,-0.222661574381517,-0.0632663476816684,-0.202845149815576,0.105173029050922,-0.294558588478269,-0.289685703573682,-0.262488954094942,-0.306997282886456,-0.295633405665842,-0.295514116233799,-0.293822745283375
"AUS_1986",-0.0237640875485701,-0.0307368650312511,0.290781698515068,-0.408120335120643,-0.300952843243452,-0.853161502480033,-0.307112721441272,-0.195276755205743,-0.193307175065151,-0.175617965095304,-0.22230768956118,-0.0733786621268865,-0.179837020634906,0.124746196230867,-0.360312740398156,-0.285908867819465,-0.257990672794483,-0.311266586351743,-0.289997528571495,-0.28982061111264,-0.287968571699512
"AUS_1987",-0.00977880428789399,-0.119976574306767,0.184742016036645,-0.211208787528299,-0.294813552452197,-0.840363050826698,-0.302768936250246,-0.0880258956611694,-0.0870054869436945,-0.072054947657308,-0.222682121463329,-0.0469452728997513,-0.0880938791823358,0.165348928966728,-0.177710975386048,-0.277434666548187,-0.251358071802119,-0.288671870900831,-0.277915887760489,-0.277824760907058,-0.276260642765257
"AUS_1988",-0.0327023793961737,-0.0814262057207599,0.185523621751555,0.149209490127265,-0.284216432678757,-0.812878424735118,-0.29791564541117,-0.0336134652420208,-0.0351009464525092,-0.0242693967892299,-0.223501077328967,-0.079025712692854,-0.010764240733982,0.227807396867499,0.05338687697368,-0.269367451951673,-0.242487587160397,-0.259793184942387,-0.269694696176496,-0.269821101805652,-0.268637081255206
"AUS_1989",-0.109972775945344,-0.052307281511006,0.193305665145967,0.117779384040839,-0.271625020992235,-0.80539023690906,-0.292771085062647,0.0105580714738129,0.00947237775319079,0.021251473094807,-0.223585640722121,-0.189754888533352,0.0544775880405808,0.287696323364431,0.0755252255244421,-0.26172449001632,-0.233418979977946,-0.25302390341855,-0.261990475765437,-0.262088387707277,-0.260856045852245
"AUS_1990",-0.0897773358914727,0.0916022713498152,0.259683361759003,-0.513116122602036,-0.266189597935009,-0.792752482004751,-0.287704061778868,-0.0334289448267748,-0.0272318662426368,-0.00586842271725383,-0.223494725408515,-0.163202626412313,0.069612356581699,0.301278618210204,-0.288943071277418,-0.2572856227493,-0.228038153025377,-0.289852018128916,-0.262005839618712,-0.261459955622905,-0.25936848558571
"AUS_1991",-0.0458646330945765,0.153741501651114,0.271609211752741,-0.763862914659959,-0.273423794090309,-0.771712431558489,-0.283184136200367,-0.0299226864732891,-0.0202080393620746,0.00510400301806709,-0.223479812203975,-0.097731427231783,0.103736223750893,0.320146273377844,-0.416282409845173,-0.251924252413618,-0.222648320432502,-0.301196832436681,-0.258295275405785,-0.257427496460921,-0.254980861319417
"AUS_1992",-0.0455222166457214,-0.000701153346722289,0.246687934393863,-0.563573770909308,-0.274909737084371,-0.759881719379535,-0.279198789896353,0.0458945576859121,0.0535478507955994,0.0756404700031379,-0.223049593870026,-0.0931383477905654,0.129029348257812,0.387828821243085,-0.256395353767894,-0.247466639052548,-0.213575210500243,-0.280004325390829,-0.248415989235837,-0.247730878623354,-0.245610609091023
"AUS_1993",-0.0367112502461823,-0.116484592685839,0.0952947332813799,-0.450670974533471,-0.273032756460293,-0.736832372026738,-0.275726883079139,0.11346313466638,0.119870593682225,0.139371858232436,-0.222448039386133,-0.0772751650337469,0.158771898800218,0.330011429821109,-0.14501066976815,-0.243022838528707,-0.215461876956524,-0.264434977930313,-0.239530518182544,-0.23895817358009,-0.237111060287079
"AUS_1994",-0.106239760094322,-0.120298156430559,-0.0197704615038842,-0.147226389487438,-0.263765164628908,-0.714334697805767,-0.272541374428993,0.216231784961575,0.22003591054431,0.235355584248672,-0.223015901074582,-0.166990810471856,0.275910994478474,0.337622652962522,0.105442709483462,-0.232717444164513,-0.212089291688332,-0.232365059297278,-0.227483723703072,-0.227155591033303,-0.225756611019925
"AUS_1995",-0.140651961846967,-0.161439177283392,-0.0151714695291158,-0.27243015749389,-0.251447479283397,-0.698594997154832,-0.268965165737586,0.307167643304952,0.311774558199578,0.329304031795907,-0.22311929929273,-0.205435909157203,0.36567475540818,0.44520763043091,0.105763384786063,-0.223867828628932,-0.199711138214283,-0.229261576567929,-0.21602694662611,-0.215628158617913,-0.214087325218797
"AUS_1996",-0.0979932091710489,-0.28635445568062,-0.151998484331058,-0.116026775852682,-0.247146065353218,-0.667759105264698,-0.264917025072936,0.401548417283446,0.404303264931547,0.41827649794428,-0.2235124003176,-0.143265971869072,0.41524796916811,0.411872699010871,0.274703311351873,-0.217355549455336,-0.199053731687318,-0.205339866982291,-0.203646907195526,-0.203427156121258,-0.202283819744526
"AUS_1997",-0.0751229183113016,-0.302247173566862,-0.197586443853469,0.0436814053415406,-0.243978660550087,-0.655548693634618,-0.260883719024513,0.51225977528777,0.513620780867688,0.525295882362234,-0.223128412917727,-0.108345570942625,0.534243831457136,0.482613165816953,0.465782921687646,-0.20581686241955,-0.189246668004097,-0.178225134035681,-0.18949683236787,-0.189418010087095,-0.188573753693192
"AUS_1998",-0.139970901695228,-0.250108628718953,-0.481547549194137,0.170250288335522,-0.236548945579778,-0.665769452863893,-0.257104770577998,0.64113241857315,0.642089206550566,0.651130487237945,-0.2217782155659,-0.178823644632117,0.709771711731417,0.312338089788012,0.658851161925556,-0.190202389370499,-0.20114302358963,-0.150574947339884,-0.173570156913468,-0.173541212986514,-0.173048159904594
"AUS_1999",-0.186758164431402,-0.282534293667853,-0.446038452931238,0.23413065852229,-0.230878899944543,-0.632471980988551,-0.253255233623039,0.748613456929769,0.749631178555235,0.75792722266672,-0.222009535938551,-0.225171191430229,0.817964378884366,0.456719680946755,0.796766055422132,-0.179160472581216,-0.184775403363185,-0.129226639285829,-0.159396969111166,-0.159371582744859,-0.159038913759702
"AUS_2000",-0.120353759695788,-0.168192368624432,-0.500145471854394,-0.213298636722501,-0.221963241980173,-0.62087845669058,-0.249157147912181,0.77360366516958,0.77530200117194,0.79225713860448,-0.221043602157052,-0.147511730076236,0.908842390291396,0.421129348815794,0.512525108755578,-0.169006526640218,-0.184406175063974,-0.160719915392223,-0.152928543551353,-0.15283813120087,-0.151685101942369
"AUS_2001",-0.0326015846105135,-0.216948252859131,-0.530211113456531,-0.0444510456826523,-0.218013761917009,-0.640878975619677,-0.244725678558323,0.861777587867067,0.862854425408323,0.876681193961794,-0.219891363786978,-0.0451061235738503,0.985325633508382,0.471168846283158,0.701537767912488,-0.159478600004649,-0.175864393628267,-0.132005984427017,-0.139721442311288,-0.139700751248472,-0.13892784240651
"AUS_2002",-0.128689479325971,-0.240833189730076,-0.571178459804025,0.387658611273427,-0.211014188339718,-0.629856191026754,-0.240301378349854,0.950871955830886,0.951356831806199,0.95724350319367,-0.220404378023172,-0.146758992304828,1.07555744869869,0.507506686717118,1.08712084202975,-0.148773618807309,-0.168502341632329,-0.0771461514239987,-0.126206552883546,-0.126254415128561,-0.12635743881099
"AUS_2003",-0.292755061588744,-0.149967136258319,-0.657404545762862,0.633289931347514,-0.202606879294369,-0.618520020641286,-0.23604397216955,1.06754993709251,1.06757266555931,1.06954816607164,-0.222053944147627,-0.312733018302575,1.26385606864239,0.512069947036409,1.3769654490455,-0.130542591886541,-0.1642337023268,-0.0338675204033636,-0.109803705295338,-0.109910870394957,-0.110519247802356
"AUS_2004",-0.444665673151776,-0.0403204401683531,-0.727018562407269,0.771539753597821,-0.195724617006084,-0.590682025060742,-0.231842944883879,1.13731452919119,1.13758314598133,1.13772729195083,-0.223060088347295,-0.462538034816189,1.41126207885506,0.48971050532609,1.54966494700633,-0.115196483304099,-0.162599191623455,-0.00535953323507138,-0.098068327118036,-0.0981581218122847,-0.0990329751493396
"AUS_2005",-0.489050339908573,-0.092549128879496,-0.665280715331918,0.998348143305411,-0.182546648874537,-0.580605277536671,-0.227481328741501,1.21124686258148,1.21172488914667,1.20738056047186,-0.223337805356294,-0.497566589502558,1.4686894767845,0.63422065499704,1.79888106028891,-0.106482529956714,-0.144606066394436,0.0342049470692172,-0.0855503550672145,-0.0856266225200321,-0.0870556015779335
"AUS_2006",-0.501084893578194,-0.0457431866733623,-0.667058722101378,1.15968739271336,-0.172379670494115,-0.566447620485178,-0.222754729569141,1.30234066436733,1.30287101077435,1.29581230372873,-0.223235622288146,-0.49683736741328,1.60598599167913,0.715226727018432,2.02146393618588,-0.0909612938021847,-0.132196393387038,0.0714950920753454,-0.0706069254414659,-0.0706877879025331,-0.0725119573630719
"AUS_2007",-0.753982240910913,-0.00813832911170443,-0.661028406491912,1.49203188914153,-0.159866466333595,-0.529792768512248,-0.21797248679911,1.40514504564399,1.40502859246241,1.39155078808385,-0.223969683356085,-0.726622576705641,1.75205538979644,0.816564396453696,2.40077927944284,-0.0744035984675915,-0.117499306044549,0.131274294493374,-0.0540891217480227,-0.0542513027943497,-0.0568860850642432
"AUS_2008",-0.598921796307062,-0.05759518341086,-0.679657551195312,1.33214813794214,-0.14840906377412,-0.544693354650034,-0.213235611851693,1.41511552816467,1.41516926008393,1.4042687976177,-0.223985646008353,-0.575728549684293,1.7329562871528,0.801010131656026,2.28231521823246,-0.0710431223935379,-0.114423904589779,0.122712406901842,-0.0475071570176221,-0.0476543247524861,-0.050068597060886
