"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP"
"AUS_2009",-0.534731510433816,-0.0753213444000717,-0.693623936109579,1.37542075665806,-0.145241658970988,-0.52397528729382,-0.208542009130545,1.45854456099801,1.45858569959339,1.44641411429497,-0.223488483956244,-0.508106119087206,1.77352831310149,0.821674033830554,2.36598931269617,-0.0628496185371513,-0.10771925905385,0.142269899638654,-0.0372422958254354,-0.0373974941610097,-0.0400338270058726
"AUS_2010",-0.459814724821466,0.008628956836276,-0.648025035833601,1.60911063034964,-0.133706048885509,-0.469056420331715,-0.203889178625992,1.48830741907524,1.4883250837381,1.47250716438157,-0.224549144203621,-0.433388126949165,1.86308312987836,0.910462281834067,2.592633342466,-0.050535436963385,-0.093942729707642,0.182507726602956,-0.0284422244579029,-0.0286054351633794,-0.0317205212715903
"AUT_1980",0.0314578042087673,0.325934020327425,0.259548107542603,0.414665814361574,-0.464445676353239,-0.376454133107909,-0.460624013996652,-0.411209456255657,-0.409434975845053,-0.408036726264027,-0.225377207458328,0.0100352895814609,-0.313825184709877,-0.163089811859294,-0.1537807448432,-0.386604289128766,-0.391307988885973,-0.40658879536705,-0.406798926693791,-0.4066888432262,-0.405601124525592
"AUT_1981",0.0391766003687336,0.446037530460165,0.220882541688404,0.0172966262283533,-0.464054638723223,-0.361939326687181,-0.460344674680429,-0.41090345314237,-0.407773416489536,-0.402580898168413,-0.224177497784293,0.0234154813262156,-0.269511830736534,-0.189710397972692,-0.331768154937062,-0.385137321428871,-0.392075655397999,-0.415333354429419,-0.406606877671172,-0.406443305559586,-0.405208548883494
"AUT_1982",0.0613485362916174,0.512940729295492,0.363112280736366,-0.308907221112113,-0.465345062902276,-0.387049071177849,-0.460161144558478,-0.391731626809525,-0.387692901638448,-0.377193763698798,-0.223722910252294,0.0616936954984242,-0.220212156957534,-0.059296332433025,-0.463425006487237,-0.383578285468727,-0.387184935048849,-0.4218398801492,-0.405732005510891,-0.405533121272631,-0.404096743482559
"AUT_1983",0.0580979963823933,0.695166098051734,0.425183281456099,-0.484099124374101,-0.466557279555327,-0.382342962048055,-0.460560355662085,-0.333800801033247,-0.328538656137002,-0.314771035905502,-0.223360043032113,0.0560836549661252,-0.0779799449037299,0.062121607822479,-0.499024145041458,-0.379664418273855,-0.383067161409925,-0.423888705613566,-0.403711796615959,-0.403467247912503,-0.40192006254124
"AUT_1984",0.0553691720775716,0.515720014820975,0.449372911235712,-0.290680994252024,-0.46616624192531,-0.325628374492329,-0.46053763498593,-0.31872679475258,-0.314182327281727,-0.302298680415313,-0.222538855245236,0.0515420474722462,-0.124832471302642,0.098985521623872,-0.397312402075668,-0.381020876413846,-0.38170777850105,-0.41876234586197,-0.403103383154941,-0.402887546587111,-0.40141800174239
"AUT_1985",0.0560047914000386,0.381220737239537,0.332601121643547,-0.203988138755468,-0.465579685480286,-0.294128301546775,-0.460433884584459,-0.235698564747204,-0.231379497000486,-0.221558149810607,-0.222265741461942,0.0526653789768654,-0.069457429379376,0.111486980151189,-0.290000915748317,-0.379332352027777,-0.381170151386879,-0.413294981167075,-0.39976358836121,-0.399559380046627,-0.398194113574511
"AUT_1986",0.0569558994464548,0.416849379668956,0.349880206115297,-0.242771027399509,-0.464797610220254,-0.342517239889755,-0.460278258982251,-0.202177310642269,-0.197528835166413,-0.186791994090249,-0.224442302543116,0.0541974644361229,-0.0130099100377953,0.1673874644639,-0.281938637424061,-0.377575442823995,-0.379007988009663,-0.412777916365197,-0.398333794436795,-0.398117600939831,-0.396726367362927
"AUT_1988",0.0550941914248231,0.330106660512614,0.116217898278275,0.0543285635857476,-0.463624497330205,-0.282629309549197,-0.459698311885152,-0.0711431195832738,-0.0684907211963453,-0.0638258022979595,-0.22561415493655,0.0514152280903161,0.115677372283013,0.129076212002121,-0.0250304793584798,-0.373400285628664,-0.379940072276943,-0.399372357571295,-0.392737404392445,-0.392604056621504,-0.391488818586567
"AUT_1989",0.0594613869206407,0.27893914791088,0.00111003302831873,0.165910299325934,-0.46159110165412,-0.225783646018587,-0.459182317241404,0.0261041065112769,0.027731528983591,0.0296513671709843,-0.225259717156682,0.0578683229111085,0.215050013239547,0.139918051062914,0.117263274777025,-0.370106051618389,-0.379128143978912,-0.391733232645558,-0.388490432748184,-0.388400881648749,-0.387423016630767
"AUT_1990",0.0682012486091628,0.26032679973157,-0.111471411883568,0.212387311690256,-0.458971149533012,-0.187082618175542,-0.457434295771393,0.106631988924721,0.107612619325204,0.107455128731475,-0.226006685752283,0.0701003977895365,0.306681273394758,0.127988764185566,0.213057295741178,-0.366116802786684,-0.378166164184196,-0.385305506683013,-0.383907250729993,-0.383846064495966,-0.382980834334122
"AUT_1991",0.0578059737392399,0.27596808381373,-0.131513772934679,0.319209980766412,-0.456312093648901,-0.175257532960497,-0.455679325745082,0.153045173781337,0.152725670993783,0.15098861847994,-0.225883816660968,0.0554269920812086,0.369684717715644,0.158848856869933,0.313164868079526,-0.362921994899894,-0.375597871816162,-0.378525728107375,-0.380628264560877,-0.380621520007345,-0.379841175186222
"AUT_1992",0.0503864047415129,0.3999145464127,-0.16801435447256,0.197320466797699,-0.454004971631805,-0.177061779003957,-0.453904576230468,0.170223803278888,0.171499411720682,0.170995274050641,-0.226159419132219,0.045191936132184,0.44775591527782,0.145357970622634,0.261130155090155,-0.359203490641072,-0.374676171821738,-0.379611276016486,-0.378492497514447,-0.378421191172421,-0.377604797639125
"AUT_1993",0.0425764910856181,0.370926798859996,-0.123857214615722,0.0282498198240316,-0.454044075394807,-0.231801511625974,-0.452551078345926,0.180069592753436,0.182546584693662,0.184893430995086,-0.225901357920124,0.034501819073673,0.44891142103044,0.198420963526383,0.174713067379778,-0.358135421633891,-0.371543547309921,-0.382967906957375,-0.376987547990622,-0.37686644587177,-0.37594195838529
"AUT_1994",0.0230085583568673,0.422210267559511,-0.0729158268877187,0.193202819168814,-0.453418415186781,-0.16880375545742,-0.451835248370074,0.212686086928577,0.214050615893539,0.215159363738169,-0.22598581286114,0.00813691892495844,0.511613428058089,0.280789828296664,0.296339880480101,-0.355639132981821,-0.367771403332553,-0.375840597505869,-0.375042198529587,-0.374968438775807,-0.37410763879665
"AUT_1995",-0.0164502973578994,0.237509358103428,-0.0739944451877968,0.403167816199309,-0.453535726475786,-0.133116654145678,-0.451469566807977,0.295317688221203,0.294942711919525,0.293079537029565,-0.226523811680484,-0.0427531018904992,0.529349896496311,0.369259792365354,0.491825310108994,-0.354802302223821,-0.364033907438609,-0.365035571970252,-0.371277366243365,-0.371279470127017,-0.370568462351302
"AUT_1996",-0.0161174431497857,0.286764889801438,-0.106528192352036,0.341657344930192,-0.45435690549882,-0.106186732022811,-0.451222893059333,0.349844000232832,0.350098766559324,0.348695841253096,-0.226321063637928,-0.040552780614067,0.620885594006794,0.398164203348835,0.505753056662692,-0.351751170332912,-0.362698230791781,-0.364042716604544,-0.368779058000709,-0.368756842690603,-0.368044792506336
"AUT_1997",0.000515166945902332,0.199373957029831,-0.239108344417014,0.297474743681793,-0.454004971631805,-0.0275532965945603,-0.451057010064492,0.421716467510243,0.421744553294046,0.418733469598787,-0.225671756095453,-0.0172737289176502,0.66844099995149,0.342715567953777,0.543847085114349,-0.350131732806871,-0.364709284193917,-0.36183125462542,-0.365614545873108,-0.365604547232187,-0.364982318849358
"AUT_1998",0.0180935882690154,0.110783519705644,-0.304909429148849,0.254843542279204,-0.453183792608771,0.00826224328415163,-0.450896237383544,0.531333703765664,0.531381055226962,0.527799282050093,-0.225601550925741,0.00670059209593918,0.759885081785543,0.38929095106307,0.615647492228328,-0.347139446730739,-0.362758756243304,-0.357808837770774,-0.360859196711108,-0.360852497576996,-0.360288564615614
"AUT_1999",0.0170192587102872,0.027924493608817,-0.258389169745645,0.265638535536787,-0.451971575955721,0.0332361191197298,-0.450610684807984,0.630560756504088,0.630676759721979,0.627652825107165,-0.225386122953118,0.00685831573973933,0.838774275185689,0.541843612522882,0.71156947432539,-0.344428902696259,-0.356561774090755,-0.352345860149402,-0.356414411725098,-0.356408591276351,-0.355853531443871
"AUT_2000",0.0408464075875874,-0.0330543228692252,-0.390611768662913,0.198597686586501,-0.450954878117679,0.141848870264641,-0.450256694467598,0.728243709961195,0.728439709392324,0.724020916026661,-0.224575435630885,0.0357185627503297,0.924820358994181,0.497364212217256,0.753838499919245,-0.341424913110077,-0.357978360296434,-0.349683153647028,-0.351952607444651,-0.351947152776398,-0.3514828261573
"AUT_2001",0.0386067434143722,-0.0116293462333243,-0.439383552665863,0.128079364170419,-0.450407425435656,0.210074008468081,-0.449920718902804,0.749738066328401,0.750168135591407,0.746005578663806,-0.224398078965035,0.0332700105824436,0.962242768696817,0.464682831583618,0.724983047333358,-0.339955873604513,-0.358956977416171,-0.350877452065261,-0.350716979103563,-0.350702519384122,-0.350236423222317
"AUT_2002",0.123907594576991,-0.0311174871034189,-0.522685361479685,-0.151768826030251,-0.450133699094645,0.214155981529968,-0.449615166249852,0.792859371615501,0.79358422981308,0.792292651241665,-0.224701645528571,0.13011964203011,1.00399513580793,0.413324466963958,0.569636788383368,-0.338371580229842,-0.360701312600664,-0.358968591419263,-0.348588922097028,-0.348563644750285,-0.347992143670802
"AUT_2003",0.109629949526478,-0.00940958789909781,-0.520721766924301,0.0373628394151729,-0.448960586204596,0.240680104750793,-0.449351488758939,0.822897579716285,0.823233681722798,0.819030321257918,-0.22567661560734,0.113452087630164,1.05132170718103,0.444039871105016,0.725378831624342,-0.336642838154136,-0.359262501952422,-0.350240439579801,-0.347051577646504,-0.347043988148191,-0.346606088083798
"AUT_2004",0.138060254552438,-0.027149510820548,-0.537896429455849,0.00580521228564589,-0.448413133522573,0.353335671509284,-0.449128951133104,0.891299040556129,0.891603430751674,0.887571645971063,-0.226122183495147,0.143636398275112,1.12377999458261,0.489770522531717,0.761201260392708,-0.334149876162327,-0.357264804137552,-0.348051485809769,-0.343917061446341,-0.343913451903341,-0.343491021997309
"AUT_2005",0.143497357134231,-0.0727699420287108,-0.573707742131893,-0.0184617278129657,-0.447200916869523,0.417405809647587,-0.448946432044476,0.984619665840243,0.984967528784451,0.98058563773301,-0.226129060139463,0.147207504863655,1.21000213165671,0.536238045232383,0.822442676172308,-0.331250489116449,-0.355269050179017,-0.3445169265708,-0.339752629660449,-0.339750731553011,-0.339373334505094
"AUT_2006",0.179908780583826,-0.170710817665391,-0.628008547355204,-0.0927000258043088,-0.44520662495644,0.466876950401233,-0.448795898373737,1.10615609534446,1.10657376289276,1.10221495440418,-0.226167608011496,0.182063872683045,1.29778988893181,0.584062005463952,0.868801810689435,-0.32832488654908,-0.353244747951122,-0.341821902070287,-0.33440824873453,-0.334407993989764,-0.334068450014392
"AUT_2007",0.239892858282948,-0.361552720344174,-0.720508374795337,0.021337882102773,-0.442743087887338,0.534130483537019,-0.448669004500357,1.25004789698109,1.250037431857,1.24135505649454,-0.226534931286147,0.237460932076387,1.35089417199859,0.598572282151109,1.07625286357677,-0.326518285538244,-0.352554724769648,-0.330360831747667,-0.328124657550887,-0.328148136842083,-0.328037300158071
"AUT_2008",0.343968451128582,-0.38090803231764,-0.606739208278598,-0.120338731996527,-0.440983418552265,0.51995300188796,-0.448563305561934,1.30784378562545,1.30780408050351,1.30400532092425,-0.226799850556287,0.337486558442475,1.40532251631196,0.798048763176792,1.01305189736401,-0.324687186956934,-0.344571554867296,-0.33368337320039,-0.325535932401497,-0.32556288983072,-0.325263884510064
"AUT_2009",0.206196240901336,-0.0619228359767471,-0.48340746620408,-0.448433340258522,-0.442938606702346,0.340827875474769,-0.448476025812432,1.13533026814617,1.13558377736694,1.14054593777503,-0.226594556487264,0.208197430791876,1.39612624065158,0.790577659758495,0.623179034425948,-0.324895537351233,-0.344781816807053,-0.354876190482239,-0.332816621409268,-0.332824588073867,-0.332101037046943
"AUT_2010",0.222767018686775,-0.122432990125636,-0.568218776285063,-0.410185849907156,-0.442117427679312,0.426030163465551,-0.44840472038945,1.23171586847892,1.23221753340594,1.23487181691713,-0.22640012144051,0.221072017833423,1.47501072013004,0.776587382631709,0.725861927557265,-0.322316401909634,-0.345265939202093,-0.349190145510352,-0.328614475565178,-0.328615494312612,-0.328020319055148
"BEL_1980",0.0264269356985875,0.0977080615355976,-0.142337425346318,0.501848057817384,-0.429565119755791,0.160411263866025,-0.418392839549854,-0.493581294409241,-0.494256695687232,-0.49516364546137,-0.22656671956595,-0.000731965300444185,-0.497458166335764,-0.552491254874472,-0.19445072708296,-0.368179296358672,-0.379170126305678,-0.377019361116578,-0.383813677912954,-0.383807163279167,-0.38292731349834
"BEL_1981",0.0286698269829372,0.304026536283644,0.0795021829554324,-0.284353891568188,-0.431011958986851,0.200322010326593,-0.418289897975041,-0.543845872876426,-0.542314860231902,-0.521806744785455,-0.225486735688445,0.00214965702724838,-0.487810787244033,-0.449977666046804,-0.574016617740866,-0.367753029698121,-0.374240243615042,-0.401822409944803,-0.386329914327566,-0.386207991453229,-0.384220249490445
"BEL_1982",0.0383512395643343,0.464315069096607,-0.000249080153289625,-0.599932952203333,-0.432849835847927,0.223297873750222,-0.418218151373882,-0.536317339655428,-0.533452773986836,-0.506328849876277,-0.224314507642434,0.0200844198022601,-0.42347160257209,-0.495543889630662,-0.701747380878629,-0.365255514967688,-0.376357276828024,-0.410154480972294,-0.385899777559751,-0.385709746727871,-0.383388147391203
"BEL_1983",0.0534730817564894,0.523984246366537,-0.055862463713754,-0.977771123990083,-0.434648608946002,0.246595476832677,-0.418232544811932,-0.556269650024338,-0.551915405340693,-0.517579272228636,-0.22356950278999,0.0477011449762764,-0.427380221313267,-0.554996748324497,-0.875037491648778,-0.365413097593967,-0.379189259375737,-0.421525176222674,-0.386933050150364,-0.386665703066454,-0.383969967012921
"BEL_1984",0.0567814646978773,0.309915435281553,-0.118128620697417,-0.670039655866416,-0.434609505183,0.295354321758982,-0.418236588945228,-0.491165559738265,-0.487482600229075,-0.461093786484498,-0.22265867202336,0.0538317141525651,-0.417194494611227,-0.527844169449607,-0.698982434411191,-0.365026509997226,-0.377902607764073,-0.409983604818079,-0.383592607612035,-0.383362649510164,-0.381095724308707
"BEL_1985",0.0626368178400438,0.436250044490403,-0.17241377421174,-0.822174400500764,-0.433827429922968,0.283857969060047,-0.418183279915414,-0.467611181967867,-0.463198331495091,-0.433146192194338,-0.222440405090269,0.0642178900967899,-0.34344379204563,-0.540558014293731,-0.748773578655297,-0.362178685664022,-0.37847287776328,-0.413219108063839,-0.38234967055131,-0.382083270237251,-0.379638557200667
"BEL_1986",0.0824273937140217,0.45910502438408,-0.163144326515661,-0.717165668416173,-0.432967147136932,0.301429243075593,-0.418117103188749,-0.414110513752149,-0.409898920763301,-0.381054265566577,-0.224453989811624,0.098247439854137,-0.267628057192263,-0.476441409772098,-0.66508058812814,-0.359242433660085,-0.375385280846956,-0.407691635134847,-0.379559192181823,-0.37930546717055,-0.37694184009015
"BEL_1987",0.0808932297765274,0.420035468909137,-0.317138089684471,-0.474076494162463,-0.432145968113898,0.355368032303027,-0.41796269082653,-0.364696909958268,-0.361375569279906,-0.340301727237412,-0.2254586941193,0.0947365100983695,-0.219760404691218,-0.540551374071848,-0.5189661274997,-0.357317431427557,-0.378334495530282,-0.398007413518279,-0.376918762606773,-0.376712843919678,-0.374762956706745
"BEL_1988",0.0886858468211225,0.213136404775601,-0.608769520023616,-0.0142402065445872,-0.429721534807797,0.415471936872208,-0.417709013374314,-0.225432686558047,-0.225695476098615,-0.221111029629602,-0.225536164433353,0.105001666168325,-0.126097595631082,-0.634445403398408,-0.192857613602367,-0.353572859882343,-0.382646661679247,-0.376402721023006,-0.369580378242704,-0.369564968792817,-0.368507430830609
