"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29"
"BCA",1,-0.213070512015375,-0.00822230770605696,0.0527294789920746,-0.487326888380371,0.123030629291959,-0.490624001454066,-0.0921593548842125,-0.0923306070495057,-0.0951829451424697,0.0647438370060925,0.988970160794052,-0.243679128737742,-0.105366600497136,-0.0408945928185561,-0.641228709187475,-0.578483340097694,-0.588069833847889,-0.609979705288104,-0.609879694157691,-0.609131268061755,0.0167008395123342,0.0243141061636599,-0.0495680323815265,-0.0524257168197855,0.0327880803154205,0.00462616761731889,0.0619160694711783,0.0479467164990935,-0.1036821662826,-0.151591721913925,-0.113943232345361,-0.167877937711126,-0.079950336976724,-0.11371951826511,0.0370608786025794,-0.0101922826867024,-0.09370500632584,-0.036173981440191,-0.0943873786566356,0.0266637386133736,0.0162370732603362,-0.0151969995276673,-0.0512714355120548,-0.00904163445767438,0.0219257435767317,0.0367042670307143,0.0481979220337043,0.0917603378291089,0.0667871357900239
"KC",-0.213070512015375,1,0.0985583681773804,-0.592427282310612,0.218367967189537,-0.680388627890914,0.233789630069434,-0.421788994447781,-0.420614295158986,-0.410755017981668,-0.19186450623778,-0.227289609638948,0.0257691238451227,-0.315744736774511,-0.660220574260508,0.236993724152258,0.235832463814952,0.175043429347553,0.220919302446974,0.221016912665616,0.221810557503152,-0.00594763619247059,0.0465408188853617,-0.0263736578046694,0.0369913298631956,-0.117816841077783,-0.136261224749679,-0.196765296469498,0.00490497214867337,0.149032648552434,0.184426235380417,0.209623290982947,0.106026717264096,0.107943888117851,0.144992756410767,-0.0261875190062871,0.0676314076015058,0.031476820561022,0.0614831821653318,0.0272600651911287,-0.0330272010236181,-0.00855065890621619,0.0250074431041709,-0.139421482756233,-0.0931153660869697,-0.0452462534156954,-0.227295071889331,-0.178924821596017,-0.318395820740009,-0.0879467168846582
"KG",-0.00822230770605696,0.0985583681773804,1,-0.260289979923862,-0.0945774437607501,0.0228499200844176,-0.0897024960589256,-0.332013203723419,-0.331385023110855,-0.328835496304222,-0.140520492247828,-0.0250974338680874,-0.32335703566509,0.379271868218518,-0.395729821359691,-0.0791834370594758,-0.0327995458772363,-0.129464339416492,-0.090473002779536,-0.0902966826921607,-0.0882669506059273,-0.120899533031958,0.0984281892078634,-0.0866895738201186,-0.0858661930772689,0.0122609567387857,-0.108282221555781,-0.134516793475465,0.181457309681699,-0.0597386294453349,-0.0784797618931888,-0.0425963280266754,-0.113230395825995,-0.0896798020310788,-0.0802620006734653,-0.00813581490965966,-0.00368175151825316,-0.105083918465134,-0.136468963338805,-0.117936223696132,0.056801440605371,-0.00950642201751606,-0.111212998361696,-0.115693953960278,-0.132342601143988,0.0166441460366814,-0.16962882800111,-0.0385180241432959,-0.151161508239887,0.0767313343195414
"KI",0.0527294789920746,-0.592427282310612,-0.260289979923862,1,-0.0616520533125671,0.279624133296082,-0.0744296654947533,-0.0213233688773432,-0.0231037772569699,-0.0362653850558403,0.437732090064596,0.0624962931656342,-0.265367759518101,-0.216360513721484,0.435133289368895,-0.109137983598373,-0.131896503791671,0.000284396099399947,-0.0894750597388985,-0.0897024276166251,-0.0919408296530915,0.0971712614624963,-0.0641238989467918,0.0922306423794415,-0.00114746344358422,0.106285970201439,0.195917295527309,0.154222606618949,-0.0305570593479634,-0.0739867082119729,-0.105986643159747,-0.146191056030473,-0.0153394072846842,-0.0249919376951065,-0.0721700985388931,0.0319643119960701,-0.0388257902088627,0.036528101781972,-0.0151921204101455,0.0491293710834543,0.0225193944645709,0.0345956247564154,-0.0347818780917558,0.2039640530991,0.0991481272252408,0.0496178950889632,0.147443943718891,0.119431589911798,0.0827592941200573,0.013377734887429
"LE",-0.487326888380371,0.218367967189537,-0.0945774437607501,-0.0616520533125671,1,-0.338222433618261,0.996739782167869,0.159330129611042,0.159603620590152,0.163756291993752,0.0860986102475888,-0.43785181085567,0.343636308142711,0.13366384928185,0.0824255705301954,0.96790749382086,0.974431558337729,0.969058877839125,0.977548779464344,0.977590749051896,0.977793429835649,-0.120990031238613,-0.274815977800915,0.413764191827447,0.442389976208848,0.0100886165839499,0.0668940400567378,-0.231597717865384,-0.400304068344945,0.640137555393399,0.715248652781078,0.625190568929027,0.740745117978784,0.435282218896934,0.62280016053064,0.252845114367376,0.427378542671543,0.580305507686464,0.385779023209113,0.520255315154691,0.145499710934589,0.175436341301731,0.300151627528938,0.249606191107615,0.335804862576717,0.0595834426427182,0.0532963288185178,0.015109276844511,-0.228654814443596,-0.381792099448618
"OPENK",0.123030629291959,-0.680388627890914,0.0228499200844176,0.279624133296082,-0.338222433618261,1,-0.352844779852745,0.382698088442116,0.381866724031382,0.372129835592114,-0.09553168194532,0.112974942616059,0.0200456951125952,0.364418197112891,0.502729566001142,-0.284885959024206,-0.288657500943981,-0.293173281612746,-0.289668080149457,-0.289689024938427,-0.289539520945931,0.0780447481084911,0.167211629777483,-0.156426017851977,-0.204723578506082,-0.00570771255251654,-7.5528518454982e-05,0.0972157816209235,0.0738461324554985,-0.282189635182054,-0.296412422761998,-0.313143233398767,-0.231908251857081,-0.203341792209167,-0.25724992118479,-0.142084434327515,-0.209753774043029,-0.192504915833103,-0.146083917559155,-0.154144313077308,-0.0683278884704744,-0.100173989612348,-0.143882793485542,-0.00877469192331519,-0.0717624771861912,-0.0228097583637324,0.0550357994588712,0.0361382481245233,0.0918191445309623,0.0269964172028138
"POP",-0.490624001454066,0.233789630069434,-0.0897024960589256,-0.0744296654947533,0.996739782167869,-0.352844779852745,1,0.141801655703237,0.142115136007247,0.146668058081186,0.0865592150891851,-0.445209600381157,0.330516945359723,0.121548280727856,0.0598818290267259,0.965428535724677,0.975203552295388,0.95944736051326,0.973761355419054,0.973827257663024,0.974333920492122,-0.125006619327942,-0.285291381168543,0.425629764524315,0.469525407331153,0.0141570065940947,0.0720625548498916,-0.239525872583096,-0.415122128934608,0.657666307913563,0.734474002782466,0.656981579175676,0.752903118885727,0.443141341434937,0.64939540724606,0.264802810362127,0.450908658386738,0.604998099565838,0.392337878405067,0.527015163374391,0.160337137656262,0.1839783665691,0.320775203104697,0.256046116893136,0.343417472501242,0.0638852162102926,0.0528653212123071,0.0157174335662464,-0.240704264622625,-0.398083307858232
"RGDPCH",-0.0921593548842125,-0.421788994447781,-0.332013203723419,-0.0213233688773432,0.159330129611042,0.382698088442116,0.141801655703237,0.999999999999999,0.999993891722054,0.99965809329672,-0.198094385453338,-0.0786433589826577,0.874726653967745,0.688242451907687,0.876263501533433,0.214395746588244,0.199591398795565,0.213371505241292,0.217713908678175,0.21763422366333,0.216931212182526,-0.126854659632424,-0.114625326860353,0.0935254893058928,0.00371514310824377,-0.0146962055048947,0.052245196586443,0.0202368868117227,-0.093187077293455,0.0672913566480169,0.0860872788764963,0.0181360379120609,0.135748413904189,0.127338460107003,0.0895200842850568,0.00829751376498168,-0.0142888658278254,0.102729119328013,0.211307252467019,0.171383564838958,-0.0786686208432677,0.0184182102257604,0.078975872837407,0.211896227461841,0.205274437305138,-0.00582052476678291,0.271490734115183,0.0864592764443392,0.28785065930002,0.0167518311186218
"RGDPL",-0.0923306070495057,-0.420614295158986,-0.331385023110855,-0.0231037772569699,0.159603620590152,0.381866724031382,0.142115136007247,0.999993891722054,1,0.999719230520121,-0.198302824534969,-0.07883887228028,0.875167061984205,0.688532834586258,0.875417526549035,0.214707604337206,0.200001335839823,0.213486541542667,0.217994007669346,0.217915637254584,0.217221973924752,-0.126847396482069,-0.114359690232306,0.0934088061341024,0.0036574397184806,-0.0147357103716192,0.0519737942600754,0.0200987927957895,-0.0927193225918983,0.0673331756133223,0.0861071689634759,0.0182846939845517,0.135622214208664,0.127464877293033,0.0895125291969807,0.00819256857586101,-0.0143109531600026,0.102555938784781,0.211367013831396,0.171294569709645,-0.0787214885580773,0.0185243929363963,0.0789239192766449,0.211550575580899,0.205080493305933,-0.00573194658295253,0.271151500282202,0.0862602136501559,0.287652471109608,0.0170017038219947
"RGDPL2",-0.0951829451424697,-0.410755017981668,-0.328835496304222,-0.0362653850558403,0.163756291993752,0.372129835592114,0.146668058081186,0.99965809329672,0.999719230520121,1,-0.198834853238192,-0.0819525387262369,0.879561540044124,0.688889536290864,0.867864756668035,0.219195143784303,0.205577321946981,0.215887116752712,0.222144707664893,0.222075982933276,0.221493482792058,-0.12668446591073,-0.113925653273476,0.0914234529891493,0.00291449567283276,-0.016421647068166,0.0495009311974487,0.0202986030239944,-0.0902952325779438,0.0677638379678258,0.0866038817046915,0.0199726924963496,0.134391770833622,0.127407787640863,0.0893688421508782,0.00726750041821205,-0.0147282295388028,0.10069973198503,0.210807795046621,0.169183038747722,-0.0797345164359071,0.0178681016706564,0.0782058047609212,0.207568219169527,0.202475691065284,-0.006809167204418,0.268483939079895,0.0838387780782364,0.287970856746741,0.0195716517678713
