1.000000 0.350726 0.659559 0.743240 0.603328 0.906145 0.629503 0.142691 0.474646 0.465847 0.548333 0.478144 0.611679 0.575259 0.237532 0.384296 0.745302 0.766669 0.510499 0.449507 0.513548 0.548567 0.693223 0.701198 0.461801 0.582531 0.391402 0.223213 0.048454 
0.350726 1.000000 0.066160 0.096811 0.086099 0.263506 0.640384 0.872923 0.031929 0.030159 0.038515 0.031129 0.103243 0.050690 0.013337 0.019731 0.101013 0.163128 0.038285 0.048530 0.040455 0.408952 0.322298 0.133685 0.051064 0.510911 0.193729 0.596951 0.648443 
0.659559 0.066160 1.000000 0.873840 0.732860 0.726442 0.203217 0.012434 0.928952 0.891354 0.879406 0.839061 0.883340 0.860801 0.310419 0.797122 0.897851 0.754380 0.850530 0.703360 0.891872 0.217304 0.499504 0.639583 0.623162 0.199276 0.215534 0.029230 0.001083 
0.743240 0.096811 0.873840 1.000000 0.664908 0.788742 0.265884 0.022698 0.771465 0.833727 0.937320 0.667533 0.778050 0.929166 0.274096 0.716582 0.958471 0.804829 0.684181 0.666198 0.777333 0.329415 0.550845 0.587517 0.517745 0.247937 0.201169 0.052180 0.002993 
0.603328 0.086099 0.732860 0.664908 1.000000 0.570023 0.268279 0.018093 0.660599 0.672848 0.652806 0.547247 0.633570 0.611629 0.146038 0.698674 0.657832 0.541015 0.568207 0.819975 0.816942 0.261868 0.352523 0.558388 0.899899 0.194251 0.402170 0.059405 0.001492 
0.906145 0.263506 0.726442 0.788742 0.570023 1.000000 0.479305 0.110262 0.563982 0.548981 0.615483 0.568824 0.703626 0.705299 0.249122 0.433661 0.835347 0.941032 0.607066 0.440929 0.564975 0.408537 0.864457 0.728188 0.484874 0.594274 0.308328 0.131355 0.041072 
0.629503 0.640384 0.203217 0.265884 0.268279 0.479305 1.000000 0.428215 0.116642 0.106751 0.138704 0.133073 0.248593 0.152918 0.059291 0.077423 0.285254 0.332815 0.154028 0.165125 0.144023 0.864285 0.421944 0.404431 0.174111 0.763206 0.562774 0.760060 0.220612 
0.142691 0.872923 0.012434 0.022698 0.018093 0.110262 0.428215 1.000000 0.004538 0.004042 0.004893 0.003598 0.034935 0.008590 0.000902 0.001848 0.025388 0.057651 0.004793 0.010013 0.005879 0.256250 0.203541 0.036840 0.007618 0.372917 0.085272 0.556062 0.917319 
0.474646 0.031929 0.928952 0.771465 0.660599 0.563982 0.116642 0.004538 1.000000 0.935869 0.848594 0.836265 0.827013 0.823446 0.256812 0.884594 0.780154 0.635910 0.796817 0.721065 0.889090 0.139412 0.392962 0.465835 0.585653 0.115043 0.133856 0.013361 0.000149 
0.465847 0.030159 0.891354 0.833727 0.672848 0.548981 0.106751 0.004042 0.935869 1.000000 0.937969 0.688988 0.831114 0.893989 0.166483 0.937225 0.799756 0.623645 0.679165 0.795127 0.888714 0.148194 0.386685 0.379409 0.565841 0.101052 0.106926 0.012090 0.000102 
0.548333 0.038515 0.879406 0.937320 0.652806 0.615483 0.138704 0.004893 0.848594 0.937969 1.000000 0.675060 0.785630 0.939152 0.237429 0.836292 0.895760 0.675625 0.680070 0.721180 0.841062 0.201039 0.403466 0.454993 0.524437 0.123372 0.127560 0.016406 0.000086 
0.478144 0.031129 0.839061 0.667533 0.547247 0.568824 0.133073 0.003598 0.836265 0.688988 0.675060 1.000000 0.653678 0.690383 0.374501 0.580146 0.743931 0.634404 0.947700 0.447444 0.708021 0.139813 0.357739 0.627678 0.536233 0.139625 0.218853 0.012555 0.000039 
0.611679 0.103243 0.883340 0.778050 0.633570 0.703626 0.248593 0.034935 0.827013 0.831114 0.785630 0.653678 1.000000 0.776843 0.174100 0.713775 0.805868 0.733119 0.662883 0.660393 0.755005 0.261632 0.579428 0.501364 0.515854 0.260277 0.201925 0.063980 0.009113 
0.575259 0.050690 0.860801 0.929166 0.611629 0.705299 0.152918 0.008590 0.823446 0.893989 0.939152 0.690383 0.776843 1.000000 0.198316 0.753313 0.915694 0.812173 0.728619 0.630718 0.784490 0.200923 0.513173 0.497578 0.523639 0.167625 0.146380 0.017952 0.000541 
0.237532 0.013337 0.310419 0.274096 0.146038 0.249122 0.059291 0.000902 0.256812 0.166483 0.237429 0.374501 0.174100 0.198316 1.000000 0.154630 0.308942 0.224931 0.320958 0.102229 0.244882 0.051019 0.128962 0.404776 0.108721 0.062054 0.041660 0.002710 0.000000 
0.384296 0.019731 0.797122 0.716582 0.698674 0.433661 0.077423 0.001848 0.884594 0.937225 0.836292 0.580146 0.713775 0.753313 0.154630 1.000000 0.655367 0.477435 0.545868 0.892914 0.908195 0.107029 0.293151 0.306892 0.575832 0.063646 0.079488 0.007267 0.000003 
0.745302 0.101013 0.897851 0.958471 0.657832 0.835347 0.285254 0.025388 0.780154 0.799756 0.895760 0.743931 0.805868 0.915694 0.308942 0.655367 1.000000 0.857558 0.770919 0.600124 0.762647 0.326745 0.598227 0.699582 0.544874 0.297425 0.249421 0.052852 0.003938 
0.766669 0.163128 0.754380 0.804829 0.541015 0.941032 0.332815 0.057651 0.635910 0.623645 0.675625 0.634404 0.733119 0.812173 0.224931 0.477435 0.857558 1.000000 0.683879 0.429097 0.585457 0.304972 0.806430 0.671236 0.495803 0.453837 0.253826 0.069750 0.017137 
0.510499 0.038285 0.850530 0.684181 0.568207 0.607066 0.154028 0.004793 0.796817 0.679165 0.680070 0.947700 0.662883 0.728619 0.320958 0.545868 0.770919 0.683879 1.000000 0.429031 0.711421 0.159824 0.382268 0.687794 0.556805 0.160007 0.272364 0.015134 0.000085 
0.449507 0.048530 0.703360 0.666198 0.819975 0.440929 0.165125 0.010013 0.721065 0.795127 0.721180 0.447444 0.660393 0.630718 0.102229 0.892914 0.600124 0.429097 0.429031 1.000000 0.857780 0.204885 0.292159 0.348427 0.642270 0.110307 0.180786 0.039941 0.000718 
0.513548 0.040455 0.891872 0.777333 0.816942 0.564975 0.144023 0.005879 0.889090 0.888714 0.841062 0.708021 0.755005 0.784490 0.244882 0.908195 0.762647 0.585457 0.711421 0.857780 1.000000 0.163453 0.368980 0.517664 0.699284 0.121938 0.185234 0.017763 0.000183 
0.548567 0.408952 0.217304 0.329415 0.261868 0.408537 0.864285 0.256250 0.139412 0.148194 0.201039 0.139813 0.261632 0.200923 0.051019 0.107029 0.326745 0.304972 0.159824 0.204885 0.163453 1.000000 0.313186 0.341716 0.151157 0.576776 0.500176 0.697538 0.111274 
