ID,EC1,EC2,EC3,EC4,EC5,EC6
cpd:C00001,1.0,1.0,1.0,1.0,1.0,1.0
cpd:C00002,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00003,1.0,1.0,1.0,0.0,1.0,1.0
cpd:C00004,1.0,1.0,1.0,0.0,1.0,1.0
cpd:C00005,1.0,1.0,0.0,0.0,0.0,0.0
cpd:C00006,1.0,1.0,1.0,0.0,0.0,0.0
cpd:C00007,1.0,0.0,0.0,0.0,0.0,0.0
cpd:C00008,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00009,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00010,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00011,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00012,0.0,1.0,1.0,0.0,0.0,0.0
cpd:C00013,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00014,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00015,1.0,1.0,1.0,0.0,1.0,0.0
cpd:C00016,1.0,1.0,1.0,0.0,0.0,0.0
cpd:C00018,1.0,1.0,1.0,0.0,0.0,0.0
cpd:C00019,0.0,1.0,1.0,1.0,0.0,0.0
cpd:C00020,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00021,0.0,1.0,1.0,1.0,0.0,0.0
cpd:C00022,1.0,1.0,0.0,1.0,0.0,1.0
cpd:C00024,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00025,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00026,1.0,1.0,1.0,0.0,0.0,0.0
cpd:C00027,1.0,0.0,0.0,0.0,0.0,0.0
cpd:C00028,1.0,0.0,1.0,1.0,0.0,0.0
cpd:C00029,1.0,1.0,1.0,0.0,1.0,0.0
cpd:C00030,1.0,0.0,1.0,1.0,0.0,0.0
cpd:C00031,0.0,1.0,1.0,0.0,0.0,0.0
cpd:C00032,0.0,1.0,0.0,1.0,0.0,0.0
cpd:C00033,1.0,0.0,1.0,0.0,0.0,1.0
cpd:C00035,1.0,1.0,1.0,1.0,0.0,1.0
cpd:C00036,1.0,1.0,1.0,1.0,0.0,1.0
