1976 6379.21515549 4.4
1977 7699.14404333 3.575
1978 7326.62473449 0.4
1979 6547.42170629 57.65
1980 44690.6030727 22.158333333
1981 27346.6921034 4.825
1982 19083.3177147 9.683333333
1983 8589.98434224 10.683333333
1984 10755.5332271 0.416666667
1985 3429.61426402 4.5166666667
1986 892.094165433 46.6
1987 1263.76184465 14.0833333334
1988 1889.14213335 12.925
1989 2070.33861965 10.725
1990 1039.0192491 17.2416666666
1991 3669.15739646 13.3416666666
1992 5028.60905221 0.225
1993 5347.42910191 7.3833333334
1994 1615.6608555 2.3583333333
1995 2711.61925793 5.1166666667
1996 1904.90813427 12.425
1997 2848.129035 4.3583333334
1998 2080.40621033 21.6416666666
1999 878.951079412 17.925
2000 5138.17710866 35.7333333333
2001 5482.69121874 13.3083333333
2002 8674.81607874 1.7083333333
2003 2258.68457293 14.0
2004 10305.6581061 31.4
2005 1011.66694124 55.3
2006 5259.90047434 38.658333333
2007 6712.52836121 24.308333334
2008 5057.93752433 91.7
2009 13508.1282567 124.8
