"","V1","V2"
"ec:1.1.1.27",0.0763857468858171,-0.468374851708233
"ec:1.11.1.6",0.0763857468858171,-0.468374851708233
"ec:1.11.1.8",-6.6336804631628,1.00775002277194
"ec:1.14.13.39",0.169518167972838,0.144684645480029
"ec:1.14.99.1",0.107429887248158,-0.264021685978812
"ec:1.14.99.3",0.0763857468858171,-0.468374851708233
"ec:1.2.1.12",0.0763857468858171,-0.468374851708233
"ec:1.2.4.1",0.107429887248158,-0.264021685978812
"ec:2.1.1.43",0.0763857468858171,-0.468374851708233
"ec:2.4.1.11",0.0919078170669873,-0.366198268843522
"ec:2.7.1.1",0.122951957429328,-0.161845103114102
"ec:2.7.1.107",0.200562308335179,0.34903781120945
"ec:2.7.1.11",0.0763857468858171,-0.468374851708233
"ec:2.7.1.127",0.153996097791668,0.0425080626153187
"ec:2.7.1.134",0.0763857468858171,-0.468374851708233
"ec:2.7.1.137",0.0763857468858171,-0.468374851708233
"ec:2.7.1.149",0.107429887248158,-0.264021685978812
"ec:2.7.1.150",0.0763857468858171,-0.468374851708233
"ec:2.7.1.153",0.743834764676136,3.92521821147431
"ec:2.7.1.154",0.107429887248158,-0.264021685978812
"ec:2.7.1.158",0.0763857468858171,-0.468374851708233
"ec:2.7.1.67",0.122951957429328,-0.161845103114102
"ec:2.7.1.68",0.107429887248158,-0.264021685978812
"ec:2.7.1.91",0.122951957429328,-0.161845103114102
"ec:2.7.2.3",0.0763857468858171,-0.468374851708233
"ec:2.7.7.41",0.0919078170669873,-0.366198268843522
"ec:2.7.8.11",0.0763857468858171,-0.468374851708233
"ec:3.1.1.4",0.588614062864434,2.90345238282721
"ec:3.1.3.25",0.0919078170669873,-0.366198268843522
"ec:3.1.3.36",0.138474027610498,-0.0596685202493916
"ec:3.1.3.46",0.122951957429328,-0.161845103114102
"ec:3.1.3.56",0.107429887248158,-0.264021685978812
"ec:3.1.3.57",0.0763857468858171,-0.468374851708233
"ec:3.1.3.64",0.0763857468858171,-0.468374851708233
"ec:3.1.3.66",0.0919078170669873,-0.366198268843522
"ec:3.1.3.67",0.122951957429328,-0.161845103114102
"ec:3.1.3.7",0.0763857468858171,-0.468374851708233
"ec:3.1.3.86",0.0919078170669873,-0.366198268843522
"ec:3.1.3.9",0.153996097791668,0.0425080626153187
"ec:3.1.4.11",0.728312694494966,3.8230416286096
"ec:3.1.4.17",0.107429887248158,-0.264021685978812
"ec:3.1.4.4",0.0919078170669873,-0.366198268843522
"ec:3.6.3.14",0.0763857468858171,-0.468374851708233
"ec:4.1.1.32",0.122951957429328,-0.161845103114102
"ec:4.1.2.13",0.0763857468858171,-0.468374851708233
"ec:4.2.1.11",0.107429887248158,-0.264021685978812
"ec:4.6.1.1",0.30921679960337,1.06427389126242
