"","V1","V2"
"sig_1",-5.95835009814652,10.3365715289933
"sig_2",4.1537665182256,-9.70307305939528
"sig_3",4.7053833438734,-5.82660786462063
"sig_4",9.7022600771452,-3.44529278160639
"sig_5",2.35596832711894,-3.74021761783805
"sig_6",31.7731653098404,11.6146138917996
"sig_7",0.713993764889882,-26.6599378830343
"sig_8",-17.416938901481,46.4657877310587
"sig_9",-0.999157986920702,-2.01974088374746
"sig_10",-0.316777175851327,3.04719859076331
"sig_11",30.5774242439462,-13.1951630544087
"sig_12",-4.43144004987096,6.08978140751038
"sig_13",-10.5648796854139,-6.60616523556246
"sig_14",-18.6462003241515,21.8143589343036
"sig_15",-4.95368541640433,-2.15270554889911
"sig_16",-0.573039267227681,-0.910721263984185
"sig_17",-15.8138710830925,1.18597953062279
"sig_18",-4.66680286955084,7.40256207482391
"sig_19",15.3064933079842,7.59329924063795
"sig_20",-10.3878964754804,0.668659473512403
"sig_21",-8.33913030943144,2.97178557590124
"sig_22",-30.0635530940226,17.5663374693052
"sig_23",-7.97610257953644,-12.5084610650804
"sig_24",-10.1287054115375,-15.0485850632226
"sig_25",8.85764449155417,-2.84722376529212
"sig_26",-17.7393466330722,-7.23501351991001
"sig_27",15.6828500162717,21.2006582290705
"sig_28",15.8363725545892,-6.06708501818495
"sig_29",15.3244636758091,-42.8475877773332
