"","V1","V2"
"sig_1",0.0862472180800623,0.235010161951656
"sig_2",0.0974406331899407,0.311787498408574
"sig_3",0.0856025298857097,0.144298619390479
"sig_4",0.0456901652303693,0.106317139869525
"sig_5",0.0671472734526211,0.0484861042201006
"sig_6",0.0914841447499621,0.183976558661635
"sig_7",0.062788610014699,0.19640656381588
"sig_8",0.098107490929914,0.261989667122711
"sig_9",0.0773562366738711,0.235463449366413
"sig_10",0.0562247399871286,0.0315414764708979
"sig_11",0.0382321978316441,0.0111107693505357
"sig_12",0.0752190718568842,0.164084261975942
"sig_13",0.0794078303042533,0.156031169391905
"sig_14",0.0393129043753531,0.0270241547245856
"sig_15",0.0196474400588082,-0.0326802420406282
"sig_16",0.0434625069244336,-0.0558184825804299
"sig_17",0.0647378138649231,0.134895401324616
"sig_18",0.0655005980892923,0.132821059857199
"sig_19",0.0645581434225764,0.0791551089069652
"sig_20",0.0269893561462148,-0.078675214684069
"sig_21",0.0555317575633042,0.107248854952127
"sig_22",0.0228309740196738,0.11885873693721
"sig_23",0.0662755035450766,0.128596190511327
"sig_24",0.054640974712589,0.0574933551905768
"sig_25",0.0518259029079832,0.0278401327043758
"sig_26",0.0727786291359037,0.13394119536922
"sig_27",0.0773082081011918,0.16143034732471
"sig_28",0.0583297190920687,0.158221399166398
"sig_29",0.0887202132845641,0.218010271822174
