"","BCA","KC","KG"
"AUS_1980",-1.16189500386223,-0.740612896651528,-0.43915503282684
"AUS_1981",-0.387298334620742,-0.740612896651528,-1.02469507659596
"AUS_1982",0.387298334620742,0.10580184237879,0.14638501094228
"AUS_1983",1.16189500386223,1.37542395092427,1.31746509848052
