"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"YAL001C",0.301543826265354,0.106786559854986,0.0612820471161063,0.0589012695202795,0.0246096415953797,0.0632682602456794,0.0418981544628707,0.0122570245924989,-0.0420688246502939,0.0143127161033205,-0.0230163513240685,0.00710194088148913,-0.00277288860835995,0.00636359736657033
"YAL002W",0.322277196184796,0.135547515079485,0.0706739572069254,0.0813921127826688,0.0235623942227807,0.0822822546699496,0.0611305265411366,0.0308206539757934,-0.0184070899967508,0.0166623394769946,-0.0176062815470875,-0.0014138449505488,-0.000386409006830901,0.00167794477370964
"YAL003W",0.170498409204739,-0.0351598901843837,0.0138251420900286,-0.0132833934566043,0.0515985639543298,0.043857515575085,0.0121232904206844,-0.0348540423519208,-0.077199005597481,0.14400894111873,-0.0624086705690025,0.0723930619848774,0.0416765452054345,0.0214682682509864
"YAL007C",0.224075947605889,-0.0133784978068816,0.00757960462205626,-0.0663335880815109,0.0245060291181429,-0.041415640519536,-0.0785294633381572,-0.0739790378412505,-0.100723515874445,-0.0198690129661733,-0.0305832732041534,0.047944572059246,0.0132015433536352,0.00837523685693231
"YAL008W",0.356166652736373,0.173675437083557,0.0854274892625456,0.0974642419318413,0.0105597578396338,0.0830452097945963,0.065528544773842,0.0335760566054707,0.00300960630953498,-0.0107355938620077,0.00262657544373981,-0.0245723245940022,-0.0151464561817538,-1.07625832876934e-05
"YAL010C",0.345812209197975,0.160207120525766,0.0797714707338938,0.0884917972553902,0.0138424144864231,0.078307292018644,0.0596197525341574,0.0291086125579626,-0.00667693439291958,-0.00659427367822518,-0.00276331262608906,-0.0172232204081662,-0.0120138167628295,0.00122603392341647
"YAL011W",0.0302295220110687,-0.160553228374547,-0.0407566142171583,-0.0259933433528965,0.103552108617464,0.054838026409772,0.0103839186577566,0.0100859721586114,-0.164581757775576,0.135455633467188,-0.196529367693524,0.114979584319662,0.155606235358028,-0.028356894086776
"YAL012W",0.345879094768785,0.160556442660424,0.0798123608356511,0.0888221298462221,0.0135674278716436,0.0782780596097624,0.0597861917385365,0.0289919645052188,-0.00630469570690516,-0.00726730994179636,-0.00273391407875348,-0.0177515395697621,-0.0114909844612287,0.00073421176348254
"YAL013W",0.177819732706283,-0.0142660076255935,0.0185965388079607,0.0312458250783374,0.0673193909911122,0.0777511138434009,0.0477405812048983,0.020544579126669,-0.100613331012645,0.0980493428826255,-0.0999829844061231,0.0654468146221154,0.0643804153264931,-0.00283806235762851
"YAL014C",0.352115018976135,0.168535697228185,0.08327845933423,0.0942338994066153,0.0119395787921213,0.0816099806094359,0.0636551522844828,0.0320791329059292,-0.000547995812114926,-0.00851904240257095,0.000487576452288613,-0.021575427450163,-0.0137899656631202,0.000528984451819259
"YAL015C",0.347552057177103,0.161059064876251,0.0797686628438062,0.0851580327343262,0.0112839341301173,0.0726529010710354,0.054318908182899,0.0237269923726493,-0.00626806576260985,-0.0141080592688666,-0.000289298462397031,-0.0195723054277194,-0.0129351757323337,0.00078127521501381
"YAL017W",0.34446826456533,0.14770181290144,0.0684086862176607,0.0490407347204893,0.000128716486164304,0.0285399380003909,0.00511374529928968,-0.0167795970423871,-0.00314935503240807,-0.0550003920017125,0.00518197660393885,-0.0184660136919748,-0.00396008967722455,-0.00710174201119229
"YAL020C",0.357055312588455,0.174625304138576,0.0857732284463751,0.0975887537322196,0.00999596464307018,0.0824796821111299,0.0650907027427125,0.0331265440103291,0.0034993711396453,-0.0123553998220149,0.00320767150085979,-0.0254367786915644,-0.015464252772094,-0.000237627002679375
"YAL021C",0.199319317621348,-0.0507935023156056,-0.0189785538943339,-0.146434557243747,0.0109841453769944,-0.100597192198449,-0.158193708771021,-0.145240912904766,-0.0148189000444997,0.00341460470540567,-0.00869984190198622,0.0858505510759426,0.0350584296135997,0.000572752936429666
"YAL023C",0.323526744068592,0.129368480110441,0.0653617792525446,0.0611223101063785,0.0176055574498581,0.058486704802048,0.0354904875115069,0.0111079143647996,-0.0217331766509491,-0.00546543571504787,-0.0118425692716502,-0.00148758088797535,-0.00283147471131479,0.000775501096850206
"YAL024C",0.350333436335094,0.164529085712871,0.0811800087550231,0.0875444683072725,0.0106632100846429,0.0738497977222511,0.0556644104345932,0.0251698923189974,-0.00434743789248745,-0.0157939188138252,0.000389080303208916,-0.0214208235307812,-0.0137095558731998,0.000251855631428821
"YAL025C",0.271916346717227,0.0749918246388508,0.0472252946425368,0.0405311081576744,0.0332088428529459,0.0594892277419298,0.0326357183769704,0.00460444989280581,-0.0416565703487643,0.042644949694595,-0.0353802609094404,0.0296043267127292,0.0146846780603519,0.00473441371677263
"YAL029C",0.216139866266918,-0.0136268433772596,0.0115800846438475,-0.0570996633902707,0.0338157138830468,-0.0197376311466238,-0.0605301989245189,-0.0639410822589335,-0.0704739107672223,0.0347161617312867,-0.0355828122989642,0.0660071218353505,0.0154086027462441,0.0109661859109973
"YAL030W",0.30200545834287,0.099760685510379,0.0528330962284276,0.0304796304770153,0.0191988500180628,0.0382952739483208,0.0113992400110365,-0.012185095187902,-0.0249348552444667,0.005295082117036,-0.0113043504098665,0.0154583609652499,0.00332144634094123,0.00589087521584641
"YAL031C",0.357191483596615,0.174605122489655,0.0856519355901276,0.0968916792334554,0.00965679341520109,0.0815139025452676,0.0640267837640098,0.0321867537473161,0.00387267393769344,-0.0133567004794466,0.00344160462136747,-0.0255081664791906,-0.0153036117517381,-0.000475516528963382
"YAL032C",-0.809640227711114,-0.883557150042513,-0.0967770231213517,0.00772500517916364,0.168571653900328,0.0682915856560266,0.0903465625758521,0.00447317046560354,-0.654979370411945,0.235613870387259,-0.500166087940002,0.181839818231903,0.229001499975838,-0.140373890129637
"YAL033W",0.292611142342057,0.103227680446996,0.0598230134065041,0.0702271652440607,0.0331282060109022,0.0814186050939184,0.0586504198402242,0.0285841389394735,-0.0393155555074403,0.0353572758608633,-0.0355465999407042,0.0140764514507007,0.0100730525856451,0.00270692928191374
"YAL034W-A",0.0666813991821978,-0.15682733352109,-0.0259544521625948,-0.0700097927323223,0.0709090704469868,0.0117826956248142,-0.0229131541250939,-0.0522083583752783,-0.160446326763742,0.147241533060032,-0.10305407616089,0.115111190380959,0.0654666525753761,0.0180812174475256
"YAL036C",0.268790927354955,0.0651733236133792,0.0379940138639215,0.0035014048184745,0.025154956910903,0.03150373039663,-0.0030173618913156,-0.0313654462331684,-0.00011551174393358,0.0561309211313766,-0.0165057608970782,0.0464466994558456,0.0242438980319689,0.00187935621297175
"YAL038W",0.0605630821005277,-0.292777732995211,-0.11176194487541,-0.458110314485724,-0.026168699481818,-0.36980589736376,-0.48745751081754,-0.354703426690439,-0.0155368505441405,-0.0817412114213477,0.0100627247828812,0.116718522728047,0.0137106188800281,-0.00450603212757406
"YAL040C",0.352449487203414,0.167293022193995,0.0819737591549946,0.0881011454411097,0.00962012593127892,0.0738451998497739,0.0550030039779787,0.0246024625263326,0.00138359069529939,-0.0156375527409627,0.00201436128098517,-0.0216294785429774,-0.0127712895934628,-0.000897694909250291
"YAL041W",0.328048236178326,0.129461270571708,0.0617567489109859,0.0388578881565623,0.00740483949391801,0.0320084017331041,0.00497021202767503,-0.017726319483018,0.000879057143946038,-0.0229383043467577,0.00156597666925209,6.3574871811467e-05,0.00205647030881556,-0.00402415599191741
