"","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"YAL001C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,2.70583716415482,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL002W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,3.19860601924879,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL003W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,3.1863912210184,-0.265074706505677
"YAL007C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,6.25702095534331,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL008W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,2.03054629426399,-0.313736981761812,-0.265074706505677
"YAL010C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,2.03054629426399,-0.313736981761812,-0.265074706505677
"YAL011W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,2.70583716415482,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL012W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,2.03054629426399,-0.313736981761812,-0.265074706505677
"YAL013W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,2.70583716415482,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL014C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,3.19860601924879,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL015C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,3.58401155436366,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL017W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,2.03054629426399,-0.313736981761812,-0.265074706505677
"YAL020C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,3.1863912210184,-0.265074706505677
"YAL021C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,2.70583716415482,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL023C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,3.76181533728488,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL024C",-0.109383631830543,-0.155625923759498,3.81014690637589,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL025C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,3.1863912210184,-0.265074706505677
"YAL029C",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,3.77134724611394
"YAL030W",-0.109383631830543,-0.155625923759498,-0.262375385768399,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,3.19860601924879,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL031C",-0.109383631830543,-0.155625923759498,3.81014690637589,-0.337129237761584,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
"YAL032C",-0.109383631830543,-0.155625923759498,-0.262375385768399,2.9652983260432,-0.20858350464852,-0.159770723404872,-0.369456365533697,-0.278930117615689,-0.186471936519625,-0.312538886745867,-0.265746368378672,-0.492325029583728,-0.313736981761812,-0.265074706505677
