"","x"
"1",0.45880430741723
"2",0.334360215431518
"3",0.1420314043403
"4",0.132113078886416
"5",0.126037346446307
"6",0.0858490466766794
"7",0.0751817045510912
"8",0.0495975179653885
"9",0.0251233141995856
"10",0.0202085926434529
"11",0.00669445592243282
"12",0.00523369061950981
"13",0.00172734205429482
"14",2.59750328836361e-12
