"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",1.00000000000001,0.609694095938203,0.964005241965855,0.950306824581106,0.894515707286208,0.96078058834493,0.691721023513959,0.429104575181405,0.908658499361969,0.886590085291297,0.90409727025947,0.94601267478989,0.935509913000409,0.95539002973684,0.909590100867413,0.927746844470938,0.9545216442276,0.917611950977199,0.888753095651963,0.857099570933783,0.861204670023527,0.897663744903956,0.833625314874088,0.779985862045572,0.744811000515619,0.612649809258616,0.542583863773525,0.425671584855621,0.354464797853165,-0.0130423247575,-0.00569458671591526,-0.0102065157448284,0.0614635938714119,0.0134268984596928,0.0169169708326228,0.0149669039373262,-0.0287666411747743,0.026510834441952,-0.0339508764031662,-0.028873862537654,-0.0560531519637877,0.0830882948210581,-0.0243465585414396
"sig_2",0.609694095938203,0.999999999999994,0.486097022635292,0.391751228520943,0.786186397711662,0.705894705174407,0.972233525354869,0.96085238664114,0.38075238310833,0.334579774470041,0.342758347503417,0.451897327159932,0.54319626504608,0.4215840625278,0.560718871558678,0.464555579331567,0.543311510452826,0.663209224406068,0.656400641675276,0.504134130526201,0.702579764736245,0.578588466056981,0.780914748045391,0.859136960012339,0.847704023788529,0.949647778023255,0.945663956987728,0.941209373234851,0.914762893422798,-0.0249431939620699,-0.011294543849394,-0.0342285879633357,0.0897917500799743,-0.021607022013617,0.00116845865050597,-0.0140712900614854,-0.0547739825683264,0.0039133764120628,-0.0654434563946813,-0.0573122426012341,-0.106736861137858,0.337669702781231,-0.0544133924916459
"sig_3",0.964005241965855,0.486097022635292,0.99999999999999,0.966356141825107,0.845068520933139,0.907049966249902,0.576082837875285,0.315540900347591,0.984510967058027,0.963945561411456,0.943927024665298,0.992959258696161,0.965761563144034,0.961264559490239,0.93573608337524,0.964443105148682,0.921282681695522,0.870158302388345,0.880204209940014,0.841507013009535,0.838338622859749,0.795928557466176,0.77255645957403,0.697390857217927,0.681106646737993,0.504747683961346,0.444058341496131,0.318767162649917,0.249160805623896,-0.00772408919784765,-0.00717112551366519,-0.00733175862848677,0.0478362137128306,0.0202620745238053,0.0115008592186931,0.000599849677723835,-0.0179709365225998,0.013052970314884,-0.0213997102781673,-0.0179960172682264,-0.0341961448124726,0.0484736766678561,-0.0170776640353085
"sig_4",0.950306824581106,0.391751228520943,0.966356141825107,0.99999999999998,0.752801359118113,0.861728923520669,0.482224013115444,0.222670395353355,0.953937606454869,0.959463231273647,0.987143055910582,0.960921738261675,0.900301081280471,0.985519299345986,0.851217266463881,0.921251165142719,0.911370481289793,0.81320781527606,0.803019773623676,0.800903892973374,0.738437531474603,0.809834078696605,0.696844732535923,0.600220560971675,0.567136508799988,0.404407677286029,0.333022086446603,0.223842632744348,0.164901223000482,-0.00608271363919015,-0.0069542406649736,-0.00841999560128974,0.037458107174801,0.0254345494338885,0.00824709851887704,0.0126875351127758,-0.0148721112242428,0.024354330353206,-0.0171969241299408,-0.0145706457440955,-0.0272372769558571,0.0143611904426715,-0.0136768605844694
"sig_5",0.894515707286208,0.786186397711662,0.845068520933139,0.752801359118113,0.999999999999963,0.969373160609929,0.877252279539402,0.648175447034276,0.756227904430047,0.688824981795769,0.687740604742236,0.843694329092766,0.916533525402772,0.804269188978054,0.936195642289019,0.88025526902325,0.903947554763345,0.963203203891828,0.961785850882906,0.897536442226248,0.983413893654754,0.856064694568702,0.956794922497197,0.955674494264317,0.955759085317837,0.835418340957275,0.792398899035274,0.661490703781232,0.575865591155478,-0.0141343165734431,-0.0110266132294769,-0.0187953072767663,0.0441201000064119,0.0142175686340395,0.0206599692684515,-0.00885719487055681,-0.0336718112500171,0.0175129285893184,-0.0388831612417603,-0.0315915768898597,-0.0616220561268529,0.167661008961582,-0.0311655160808474
"sig_6",0.96078058834493,0.705894705174407,0.907049966249902,0.861728923520669,0.969373160609929,1.00000000000002,0.807884223084316,0.543481667423368,0.823850651587659,0.774481679499206,0.802400184393642,0.903359824919437,0.946110449028544,0.905939072375023,0.941697728664471,0.919027345462474,0.971030802169285,0.986933127115979,0.960574888456906,0.906910232809798,0.954585645034769,0.926109099095231,0.942448929847311,0.908182274516406,0.881208836665087,0.752771637709648,0.685033652105378,0.553343228816348,0.468627854746871,-0.0125332698149733,-0.0113747363095617,-0.0144556772245461,0.0427382327414197,0.01904044272061,0.026291650513268,0.00781908243845979,-0.0286587801217109,0.0221719001616985,-0.0347344674718409,-0.0295059952493294,-0.0554553779640208,0.115330368434283,-0.0285909881560269
"sig_7",0.691721023513959,0.972233525354869,0.576082837875285,0.482224013115444,0.877252279539402,0.807884223084316,0.999999999999994,0.918598492318099,0.462668760992017,0.406043695676952,0.424957277115721,0.553583127317937,0.65465856147189,0.529188132323605,0.675590245019299,0.578162909356811,0.666133570447971,0.785608974998077,0.772573583820415,0.628237836543716,0.817637866115699,0.692801623165019,0.882996132621779,0.948370352144562,0.935079882739929,0.986862972539345,0.970375957230799,0.923884987642423,0.870516513424245,-0.0189076809036943,-0.0154655132149555,-0.0308745092433065,0.0477033066316409,-0.00474611052289385,0.014646141415024,-0.0185323835391229,-0.0441099026542082,0.0029449897055532,-0.0524559044091958,-0.0446918788113619,-0.0835332865288024,0.291086985176984,-0.0440215453755056
"sig_8",0.429104575181405,0.96085238664114,0.315540900347591,0.222670395353355,0.648175447034276,0.543481667423368,0.918598492318099,0.999999999999987,0.222817146054039,0.184425681694552,0.190690287203433,0.286398146513128,0.380845398143608,0.248433622966617,0.399949440016952,0.299675602605156,0.368257041466705,0.501876001831457,0.517203736248669,0.3510665499076,0.565223490192436,0.407932089397132,0.672147891248563,0.763804558416789,0.767221250316819,0.928163937983026,0.947902882280631,0.990424173029186,0.989702805846764,-0.0193239737396677,-0.0174468851281341,-0.0345659767784008,0.0348176764370247,-0.0174272905086841,-0.000441293085609882,-0.0386956461404056,-0.0457302022963311,-0.00936917266151348,-0.053918808544556,-0.0465170761750242,-0.0855375393913479,0.36586443399202,-0.0458902089341065
"sig_9",0.908658499361969,0.38075238310833,0.984510967058027,0.953937606454869,0.756227904430047,0.823850651587659,0.462668760992017,0.222817146054039,0.999999999999989,0.989874471693992,0.950080259198196,0.980334549608091,0.928553943286283,0.933452952070052,0.892001806122747,0.937080481346852,0.85523268402431,0.782204780165046,0.809809511265275,0.774643873434027,0.756910614121444,0.699089572190951,0.672616202704092,0.586297743722981,0.577691291542137,0.392371795326836,0.339650322759697,0.224953860732932,0.165879405834966,-0.00504365081507979,-0.00626036249608219,-0.00603556988248177,0.0416612293040188,0.0204478494656171,0.00579800069610357,-0.00508461898744839,-0.0122188965364301,0.00664638587752765,-0.0143089795819632,-0.0120966357762972,-0.0226152619912998,0.0279266275713352,-0.0118911787388039
"sig_10",0.886590085291297,0.334579774470041,0.963945561411456,0.959463231273647,0.688824981795769,0.774481679499206,0.406043695676952,0.184425681694552,0.989874471693992,1.00000000000002,0.968708924163696,0.95491798936111,0.879912071984578,0.921320172440502,0.827342750814726,0.894702650010317,0.812460877611014,0.71929269980888,0.748141736719678,0.716936237157687,0.679761034846351,0.65893038961634,0.612250351679605,0.514917104558586,0.50066874148721,0.334684964365496,0.281963472067166,0.183856529439802,0.133941192960446,-0.00437331516548196,-0.00569704618201878,-0.00692381416412697,0.0425082817746483,0.0206054822382793,0.00221829894125658,-0.00384036216992423,-0.0108351296254685,0.00948807086337817,-0.0124489943326558,-0.0105599007278017,-0.019648613644082,0.015993987635122,-0.0103702075414544
