"","x"
"1",0.544892162389242
"2",0.248623359284329
"3",0.104546658209469
"4",0.0698693547090216
"5",0.0471148670028552
"6",0.0333416064826747
"7",0.0171933571928798
"8",0.00600785354494836
"9",0.00136441369687946
"10",0.00107901236678116
"11",0.000102163421900291
"12",2.13174682863128e-05
"13",4.44110495008666e-12
