"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"sig_1",1.47787401944733,3.74787066087382,-11.9975010595234,0.933466551383764,-2.93440419256888,-5.71010038325323,9.22005833889861,0.659117741771621,0.633206820512676,-0.0197239048914024,1.28897164711154,2.04824445252487,1.77557117693382
"sig_2",-3.16745594642036,8.28464951415158,8.09443920691404,1.44367064366389,-0.242730082126941,1.9362003027965,0.387428753606245,-3.00390737731363,-3.32712111997554,4.01852683307551,-2.00857278070466,-0.11200079477481,-0.842534748815333
"sig_3",0.352387118551071,-2.72670953787574,5.15891003353278,-0.691096669478265,4.99762964384519,11.1436967384187,7.8495783911113,0.380304808876492,2.72168318863814,-0.221693334206437,6.27486191033114,-1.84357792568478,3.19035128384304
"sig_4",-0.502983263101205,-0.260973441840681,1.69386603689612,-8.96024837527028,-3.1420066172466,5.01986350656781,-15.8819457041531,-3.2187538374759,-4.49697852535563,4.96536689140101,3.68064187635574,9.92713388812053,-3.68444822516782
"sig_5",-0.207406110001979,-6.9282010969494,3.17640400584766,11.404884665445,2.66890695909533,-1.93134009165712,-4.3720939866886,-5.63917003280297,-2.71659838810938,9.91668935105674,-0.115994474106452,-3.75384398990484,0.164757040206185
"sig_6",0.115271226658272,-1.4887446240117,0.680126843731041,-2.01517333292526,2.28076441097751,1.11714519812021,-0.834743259967684,-2.63775385870333,11.2785331203168,-6.39159513923404,-6.67931622777798,-8.13562159147405,-0.495779686573538
"sig_7",1.33417895019816,-3.47904677153248,-5.37000547615317,2.07503356214998,1.81737130846808,-0.890912134603689,-7.91160534425199,5.8228284462806,-13.027002956249,-11.6470163837227,-4.73618685146504,-2.04019398873013,-1.16928065687673
"sig_8",-0.706262695687572,-7.40058873290034,-0.488421882515679,-0.96729848841904,3.9070626487107,-0.329398344791758,-6.76543722755143,8.07024797128852,9.78288744868078,-9.93033219590338,10.1244067938653,-1.45824491031988,-0.0413287721454938
"sig_9",-0.0841901795325486,0.444649702601746,-0.548910794630419,0.312243422954066,-5.7404418414488,4.53790667551058,-0.636084701603055,4.15429989602303,-2.43526442086545,0.946269307266438,4.3630787551729,-1.42446106480334,3.41233642002448
"sig_10",-0.0816859855513323,1.27777544479175,0.446333035344144,-2.54301433129935,1.54164873370907,-4.63561619520903,-0.755688641724599,-2.35526823329233,4.17614601611796,1.12540990240239,-2.35209039556755,2.94594903953769,2.51787584951683
"sig_11",-0.177093295682145,-1.34709503262027,-0.113909374224985,5.88878334695953,-6.63190768495666,2.90863396258757,4.51130782654018,-3.94099601818815,1.31095980632393,-6.69775060709865,-2.4643461648421,-1.27465480023885,1.36994626891192
"sig_12",-0.252376763006038,-0.0246446745538522,-1.01698537741553,-0.596451554575355,-1.0336963771555,-3.30137141258402,-0.573224119887766,5.25868176495123,2.52597227651706,4.10924056883339,0.516056180133674,-2.02628813954963,-3.36787176299921
