"","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"YAL001C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL002W",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL003W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,2.58306159374008
"YAL007C",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL013W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,4.69205119877832,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL016W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,4.42636914781878,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL021C",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL024C",2.9737864525217,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL026C",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL027W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL029C",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL032C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL033W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL034C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL035W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,2.58306159374008
"YAL042W",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL043C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL047C",2.9737864525217,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL053W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAL062W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,7.2777850896398,-0.386890282762832
"YAR002W",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAR003W",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAR007C",2.9737864525217,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAR014C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAR073W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,4.69205119877832,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YAR075W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,4.69205119877832,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL002W",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL003C",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL004W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL007C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,4.42636914781878,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL008W",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL014C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL018C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL021C",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL026W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,2.31012358073503,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL027W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,2.58306159374008
"YBL035C",2.9737864525217,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL037W",-0.336056891223134,-0.165956189228346,3.07147715325011,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL038W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,2.58306159374008
"YBL041W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,3.15352097086099,-0.137316699804525,-0.386890282762832
"YBL045C",-0.336056891223134,6.02183886628568,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL046W",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL047C",-0.336056891223134,-0.165956189228346,-0.325368342505309,-0.252622084209148,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,1.96108128541225,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
"YBL052C",-0.336056891223134,-0.165956189228346,-0.325368342505309,3.95595433995602,-0.225774533714247,-0.212990308088735,-0.0914633786972783,-0.432600852495492,-0.509597148180336,-0.10779833833965,-0.316903372335293,-0.137316699804525,-0.386890282762832
