"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"sig_1",-3.52346384872959,-1.52781482541807,-2.02493955853307,-0.142820179617921,0.893629813784355,-3.09311684254679,0.263426801827391,2.34832013262269,-6.0890708528543,1.6344417144867,-3.27783214214729,-0.334717583390446,0.880414389561706,-7.29527372705384
"sig_2",-3.06394726046662,4.00964543967419,0.511697051283402,2.00230442748131,3.51248720669144,1.29704659249741,-2.68201211498099,0.920108123050774,3.33837639428972,1.1559682016947,-0.099373139592974,0.626874143358418,-1.25576101803873,1.5214834260839
"sig_3",0.782988216910633,-1.69317188125796,2.17269445879785,0.640236352809294,-3.81332367195407,-0.498741858110701,2.96185552098134,-7.37359696516408,3.0099390701193,1.73336098115333,-0.56139194759061,1.7619828654685,2.48760224389625,5.25368737233814
"sig_4",3.15456675284556,2.74104608459597,1.44641781035303,-1.8903788689538,0.914690188369166,3.78310519753492,-1.35537246922512,2.90545169049697,-1.88171287703243,-5.56912032751576,3.03257494153155,1.79952773035518,-6.66788827979378,6.22250945252326
"sig_5",-0.432577879498735,-0.47879564957165,0.142706471945599,-1.2567047991665,0.344840147291934,1.61106527416826,0.00347389351825353,1.37426733266085,1.59601089736548,-1.38156086437937,1.49708488927965,1.65211319993576,1.8585042600309,-0.682365217080098
"sig_6",2.47284489515539,-3.16934997901188,1.7169314938951,-1.34651278793253,-1.18155475875231,4.32008850441918,2.79426007865546,-0.475701538630116,0.321637270866668,-8.81096549843436,-0.240175374382374,-4.14162771780355,-2.97951606239413,8.13122604825041
"sig_7",3.08949691634553,-2.36996088888609,-0.65680246162545,0.495665482479834,-1.47469992930642,-3.18041538993283,-1.06941313303644,-3.05751709525936,-1.19227331104108,5.4153290871418,8.2985450678817,1.14363792102501,2.14902087876582,-3.06699732528463
"sig_8",3.20876523441495,0.926132716040557,-1.55776049752521,-4.91423003522955,-7.63690863220798,-4.74060004522314,3.97122858429435,-1.09060669025572,-6.18763584616785,-4.4522918903802,-1.85471641102442,-1.35074274857208,2.14373752083989,-0.96191561290645
"sig_9",0.179001974294985,1.96346108344873,-1.4834606376522,-1.03232833253614,3.12535512023693,0.0400584201812649,0.0570762531910079,6.37741678966407,-2.68836269812308,1.95931520857874,-4.96866370538257,0.491902346275289,-4.25314004411902,0.915459631853355
"sig_10",1.99400013486966,-0.95675348904319,0.171874133709811,-0.19600329431915,0.834199904605873,-0.313675981373015,-0.647477163588981,-0.786826225945445,1.20379999821738,-3.43033527605876,6.09767975572855,3.06248448372007,2.89719025471904,-3.12302509186803
"sig_11",0.0160096785147183,-1.97442896269123,1.09883287477924,1.45482427354643,0.346378930061144,-1.68809520932733,3.61709700753296,-5.27317692629739,3.77127611511287,2.17318117709162,-1.16586305655569,-0.831831114568104,3.59220556885108,-2.37683879948102
"sig_12",-2.79225741132478,-0.414018229166572,0.773275079214007,-0.825348301294739,0.172283088883297,0.998081462116489,1.91904210482982,-0.341996995724305,2.64658428351673,2.25431151628746,-1.69238987311009,-2.58201830287362,-0.551883825655241,0.0472485163621005
"sig_13",0.590455846014669,1.57996888020186,0.419934637737937,1.50926864788751,-1.8192679697289,-0.855022983017646,-3.94174583532303,-7.5066553125779,-2.49686963941533,-1.17940386005439,1.7279832869697,-3.41721426495294,1.28850482848068,-7.94660295874405
"sig_14",-2.05225043063814,1.70427759222492,-2.1281356688114,-0.487193390693362,-1.19843240878112,-2.95071657302662,-4.20280307345836,3.16950617809251,-0.491631511007758,7.77519803028262,-1.59565735457847,0.00721094444513951,1.65304065186907,-0.930758063798948
"sig_15",-0.823492374790388,-0.638189109905135,2.32725407602934,-0.168336255739737,-0.472990211061122,0.512799812507484,0.8827982937098,4.36845547866491,2.5500745781394,-2.7656600186361,4.01749137898113,0.19648930427856,1.97107446253303,-2.09262587395265
"sig_16",-1.01526370996616,1.06265693523404,0.945262918609482,1.24491140780214,-3.63800094220558,-0.817389758012356,-1.87221330903279,-3.5326960846251,2.67615070309395,3.47728838384855,0.152469581289383,-7.65607155713625,-3.30879548503647,2.24067480820202
"sig_17",0.401806928965521,1.92826399896267,-0.796171045488422,0.976099097862955,-0.253194749231229,0.616695669689871,-3.04660494634535,0.795864604930082,-1.35898204067151,-1.19025425608016,-0.590962276134826,1.60059646510617,0.854354792547072,-2.46414765971178
"sig_18",0.610314647744649,-0.13262122889003,-0.330218251850035,0.409389492753839,1.87721810431175,0.606845352402938,0.690420442686748,-0.373508658537996,1.00910597054238,-3.85021419988513,-1.07139621302003,2.29883423685755,-1.49453164945338,-2.21219365840675
"sig_19",-0.595980972714269,-1.62733371473415,-4.42374630746865,-1.82168575144986,1.727247796182,2.85229218985486,-3.8334076044262,5.20177924498435,0.584151099858671,2.12342907824276,1.77756105175264,2.15000319593355,-0.889074916948757,5.23949461695936
"sig_20",-0.348007779230543,-0.274301708311074,-2.56018353352251,0.534069169487384,3.80504694337279,1.12464962722351,-0.00302444504832,0.787351973015173,-3.33930127493783,-1.8510180499958,-3.17038143060655,4.38503433776137,6.16225029923833,0.525640174078265
"sig_21",1.19166806886147,0.149984278036727,-2.5007419647075,1.60126908367033,0.434599927567873,-3.51650073607863,0.190858209751932,-1.6816801336438,-2.55024932002245,3.14136975686183,-8.3366681425037,2.65248887501668,1.11149365788222,6.38262904123922
"sig_22",-1.48348145671617,-0.0668537558448093,0.712555412861691,-0.677345119089229,0.465099672843248,1.27122396581135,2.39674762579162,-0.085748110550065,2.43831720748116,-1.86780388383023,-3.67259150195079,-1.36190596054243,-1.15856053995666,2.74388789556589
"sig_23",-0.591786294375983,0.621879627056099,1.24416004909133,0.14315779239712,-1.23071174104914,0.430231024421521,0.134839816278554,0.360124314641185,0.929682086763792,0.795671497484755,-0.230133424423789,-0.852421893344006,0.44774775618044,0.699530441704056
"sig_24",0.541530989238356,1.04401162435443,1.23551763500632,0.680715414486988,1.54982199334791,-2.13624936244576,5.83989405761498,0.790014081305274,-1.97773393302353,0.539037663091178,1.7083698035092,-1.26849863305493,3.22238173720708,-3.80561501236252
"sig_25",0.697283664125867,0.11859824631028,2.86584006566642,-0.224367232285299,-2.37690716095645,-0.623444147860546,1.84155098999476,1.29342061438795,0.79805562196293,-1.18963492735989,4.2331183516937,-1.21202403449766,-5.38283292806493,-4.65778060802319
"sig_26",-0.967068384273459,-1.76886527084964,-0.424195290231293,0.366540624310991,0.424316109601717,-1.37002483548734,-3.34407201821995,0.96206029534567,-1.16812913083776,1.6267145476289,-0.171782020046659,1.28456636581721,-0.803413030581178,1.62916657606123
"sig_27",-0.179229173583547,-0.112376955636374,-0.833972661645083,-0.623759341654909,0.282363222251541,1.09581123951459,-0.662782005163483,-1.13269372968255,0.325317880675076,-0.333025352209252,-1.38038645463246,0.583425085170344,-1.64705728419079,0.186443654755553
"sig_28",-0.75877797267402,3.31159194119161,0.542622989740084,-0.837230943759885,1.06571137205304,4.13793440724611,2.84227907859551,0.64423938097769,2.63383793251648,-1.49334302614952,-4.05202283216153,-1.39815173716131,-0.0032979091076128,-0.297853897224632
"sig_29",-1.20190216119167,-4.00129182384089,0.876424525266734,3.90449983583927,4.07834880156406,1.96104649522233,-3.41879911345461,0.245308816925689,2.84330773238142,2.40355204986042,2.24679552755565,1.90343601403232,-1.23333640086171,0.521250890700592
