"","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"YAL001C",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,2.70871329388109,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
"YAL002W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,3.20671149301051,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
"YAL003W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,-0.495613659850804,3.17602245624834,-0.266591387061233
"YAL007C",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,6.23801355297006,-0.369063390806281,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
"YAL008W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,2.01706892675787,-0.314760656365975,-0.266591387061233
"YAL010C",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,2.01706892675787,-0.314760656365975,-0.266591387061233
"YAL011W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,2.70871329388109,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
"YAL012W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,2.01706892675787,-0.314760656365975,-0.266591387061233
"YAL013W",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,2.70871329388109,-0.280472806484584,-0.187044921148646,-0.311748317596006,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
"YAL014C",-0.112598123935451,-0.15609922399214,-0.261162906299546,-0.326632352062381,-0.209229871972857,-0.16025725248478,-0.369063390806281,-0.280472806484584,-0.187044921148646,3.20671149301051,-0.268606168354356,-0.495613659850804,-0.314760656365975,-0.266591387061233
