ID,Globalisation_score
CYP_1984,48.43
CYP_1985,50.19
CYP_1986,50.57
CYP_1987,49.74
CYP_1988,49.52
CYP_1989,49.51
CYP_1990,50.09
CYP_1991,51.77
CYP_1992,51.62
CYP_1993,51.57
CYP_1994,52.17
CYP_1995,55.52
CYP_1996,56.69
CYP_1997,63.62
CYP_1998,60.16
CYP_1999,65.39
CYP_2000,66.64
CYP_2001,67.66
CYP_2002,67.61
CYP_2003,69.68
CYP_2004,76.29
CYP_2005,76.25
CYP_2006,76.64
CYP_2007,87.24
CYP_2008,87.04
CYP_2009,86.48
CYP_2010,86.13
CYP_2011,85.27
DEU_1970,46.26
DEU_1971,49.65
DEU_1972,49.72
DEU_1973,49.96
DEU_1974,55.13
DEU_1975,54.98
DEU_1976,55.24
DEU_1977,55.76
DEU_1978,55.71
DEU_1979,55.76
DEU_1980,56.68
DEU_1981,57.87
DEU_1982,58.06
DEU_1983,58.09
DEU_1984,58.58
DEU_1985,60.81
DEU_1986,60.68
DEU_1987,60.65
DEU_1988,60.30
DEU_1989,59.70
DEU_1990,58.92
DEU_1991,66.79
DEU_1992,67.65
DEU_1993,68.80
DEU_1994,69.85
DEU_1995,71.01
DEU_1996,72.37
DEU_1997,74.60
DEU_1998,76.54
DEU_1999,78.06
DEU_2000,80.61
DEU_2001,80.25
DEU_2002,80.52
DEU_2003,80.67
DEU_2004,80.47
DEU_2005,80.67
DEU_2006,81.02
DEU_2007,81.47
DEU_2008,80.48
DEU_2009,79.46
DEU_2010,79.67
DEU_2011,79.47
DMA_1970,26.81
DMA_1971,28.88
DMA_1972,28.94
DMA_1973,28.94
DMA_1974,29.04
DMA_1975,29.00
DMA_1976,29.21
DMA_1977,29.16
DMA_1978,29.16
DMA_1979,29.25
DMA_1980,29.30
DMA_1981,29.52
DMA_1982,30.00
DMA_1983,30.84
DMA_1984,31.32
DMA_1985,31.47
DMA_1986,31.30
DMA_1987,32.63
DMA_1988,32.86
DMA_1989,32.87
DMA_1990,33.20
DMA_1991,34.40
DMA_1992,34.42
DMA_1993,34.63
DMA_1994,34.81
DMA_1995,35.61
DMA_1996,36.40
DMA_1997,37.12
DMA_1998,37.30
DMA_1999,37.49
DMA_2000,38.15
DMA_2001,38.33
DMA_2002,38.87
DMA_2003,39.55
DMA_2004,39.37
DMA_2005,40.15
DMA_2006,40.14
DMA_2007,40.39
DMA_2008,40.15
DMA_2009,40.39
DMA_2010,40.02
DMA_2011,40.09
DNK_1970,66.54
DNK_1971,66.73
DNK_1972,66.82
DNK_1973,67.33
DNK_1974,67.61
DNK_1975,67.64
DNK_1976,68.25
DNK_1977,69.14
DNK_1978,69.76
DNK_1979,70.58
DNK_1980,71.58
DNK_1981,76.33
DNK_1982,76.72
DNK_1983,76.63
DNK_1984,76.44
DNK_1985,77.14
DNK_1986,76.63
DNK_1987,76.29
DNK_1988,76.11
DNK_1989,75.64
DNK_1990,76.31
DNK_1991,79.59
DNK_1992,80.74
DNK_1993,82.39
DNK_1994,83.37
DNK_1995,84.29
DNK_1996,84.47
DNK_1997,85.67
DNK_1998,86.20
DNK_1999,86.45
DNK_2000,89.52
DNK_2001,89.69
DNK_2002,89.17
DNK_2003,88.90
DNK_2004,88.68
DNK_2005,89.45
DNK_2006,89.10
DNK_2007,89.68
DNK_2008,88.68
DNK_2009,87.45
DNK_2010,87.64
DNK_2011,87.43
DOM_1970,30.81
DOM_1971,30.97
DOM_1972,32.03
DOM_1973,32.83
DOM_1974,33.62
DOM_1975,33.80
DOM_1976,33.85
DOM_1977,33.50
DOM_1978,33.67
DOM_1979,33.83
DOM_1980,33.93
DOM_1981,32.67
DOM_1982,31.33
DOM_1983,32.38
DOM_1984,32.44
DOM_1985,34.97
DOM_1986,34.54
DOM_1987,34.89
DOM_1988,35.04
DOM_1989,34.35
DOM_1990,33.98
DOM_1991,32.32
DOM_1992,32.71
DOM_1993,34.51
DOM_1994,34.29
DOM_1995,34.48
DOM_1996,39.56
DOM_1997,40.62
DOM_1998,42.33
DOM_1999,45.52
DOM_2000,51.85
DOM_2001,53.97
DOM_2002,50.99
DOM_2003,51.56
DOM_2004,55.99
DOM_2005,56.55
DOM_2006,59.84
DOM_2007,61.36
DOM_2008,56.19
DOM_2009,55.76
DOM_2010,61.15
DOM_2011,61.22
DZA_1970,32.86
DZA_1971,33.25
DZA_1972,33.79
DZA_1973,35.00
DZA_1974,36.91
DZA_1975,38.10
DZA_1976,38.52
DZA_1977,38.86
DZA_1978,38.34
DZA_1979,38.37
DZA_1980,38.36
DZA_1981,38.01
DZA_1982,37.56
DZA_1983,36.60
DZA_1984,36.21
DZA_1985,35.89
DZA_1986,35.20
DZA_1987,34.65
DZA_1988,34.40
DZA_1989,36.68
DZA_1990,36.48
DZA_1991,41.81
DZA_1992,42.43
DZA_1993,42.18
DZA_1994,37.57
DZA_1995,43.98
DZA_1996,44.07
DZA_1997,44.98
DZA_1998,40.76
DZA_1999,46.98
DZA_2000,48.44
DZA_2001,48.27
DZA_2002,50.51
DZA_2003,51.56
DZA_2004,53.20
DZA_2005,53.82
DZA_2006,54.20
DZA_2007,48.60
DZA_2008,51.67
DZA_2009,53.65
DZA_2010,50.97
DZA_2011,49.33
ECU_1970,27.49
ECU_1971,28.29
ECU_1972,28.30
ECU_1973,28.82
ECU_1974,29.26
ECU_1975,29.29
ECU_1976,29.76
ECU_1977,30.24
ECU_1978,30.58
ECU_1979,31.16
ECU_1980,31.40
ECU_1981,31.09
ECU_1982,32.13
ECU_1983,32.70
ECU_1984,33.25
ECU_1985,33.13
ECU_1986,33.63
ECU_1987,33.31
ECU_1988,32.87
ECU_1989,32.00
ECU_1990,32.02
ECU_1991,37.69
ECU_1992,40.97
ECU_1993,41.30
ECU_1994,42.48
ECU_1995,42.30
ECU_1996,43.08
ECU_1997,51.42
ECU_1998,48.88
ECU_1999,51.97
ECU_2000,52.56
ECU_2001,51.64
ECU_2002,51.47
ECU_2003,55.72
ECU_2004,57.07
ECU_2005,57.54
ECU_2006,57.65
ECU_2007,57.51
ECU_2008,55.11
ECU_2009,53.64
ECU_2010,54.04
ECU_2011,54.46
EGY_1970,29.40
EGY_1971,29.98
EGY_1972,30.89
EGY_1973,31.88
EGY_1974,33.38
EGY_1975,34.00
EGY_1976,34.29
EGY_1977,35.03
EGY_1978,35.48
EGY_1979,35.83
EGY_1980,35.67
EGY_1981,37.71
EGY_1982,37.40
EGY_1983,38.22
EGY_1984,38.17
EGY_1985,38.22
EGY_1986,37.65
EGY_1987,36.40
EGY_1988,36.58
EGY_1989,40.41
EGY_1990,40.93
EGY_1991,45.38
EGY_1992,47.94
EGY_1993,47.60
EGY_1994,53.26
EGY_1995,53.23
EGY_1996,52.07
EGY_1997,51.88
EGY_1998,52.64
EGY_1999,53.08
EGY_2000,53.98
EGY_2001,54.35
EGY_2002,54.49
EGY_2003,53.86
EGY_2004,55.22
EGY_2005,58.06
EGY_2006,58.73
EGY_2007,59.02
EGY_2008,58.83
EGY_2009,58.93
EGY_2010,60.18
EGY_2011,57.20
ESP_1970,45.99
ESP_1971,46.22
ESP_1972,46.85
ESP_1973,46.63
ESP_1974,47.00
ESP_1975,47.22
ESP_1976,48.06
ESP_1977,48.41
ESP_1978,49.08
ESP_1979,49.69
ESP_1980,49.98
ESP_1981,59.13
ESP_1982,59.31
ESP_1983,59.96
ESP_1984,60.68
ESP_1985,60.89
ESP_1986,61.26
ESP_1987,62.15
ESP_1988,62.47
ESP_1989,67.63
ESP_1990,68.85
ESP_1991,71.41
ESP_1992,73.61
ESP_1993,75.33
ESP_1994,76.74
ESP_1995,77.61
ESP_1996,78.32
ESP_1997,79.68
ESP_1998,81.51
ESP_1999,82.59
ESP_2000,84.13
ESP_2001,84.34
ESP_2002,84.06
ESP_2003,84.40
ESP_2004,84.53
ESP_2005,84.50
ESP_2006,84.84
ESP_2007,85.54
ESP_2008,85.11
ESP_2009,84.30
ESP_2010,84.53
ESP_2011,84.66
ETH_1970,22.39
ETH_1971,22.69
ETH_1972,22.69
ETH_1973,22.38
ETH_1974,22.44
ETH_1975,22.49
ETH_1976,22.68
ETH_1977,22.81
ETH_1978,22.85
ETH_1979,23.02
ETH_1980,23.15
ETH_1981,23.45
ETH_1982,23.60
ETH_1983,23.62
ETH_1984,23.71
ETH_1985,23.78
ETH_1986,23.97
ETH_1987,24.09
ETH_1988,24.26
ETH_1989,24.33
ETH_1990,24.49
ETH_1991,25.01
ETH_1992,25.40
ETH_1993,25.23
ETH_1994,30.20
ETH_1995,30.69
ETH_1996,26.61
ETH_1997,27.82
ETH_1998,28.96
ETH_1999,29.67
ETH_2000,30.68
ETH_2001,31.52
ETH_2002,31.38
ETH_2003,36.18
ETH_2004,38.57
ETH_2005,38.69
ETH_2006,38.30
ETH_2007,38.32
ETH_2008,37.84
ETH_2009,37.41
ETH_2010,37.85
ETH_2011,36.66
FIN_1970,53.56
FIN_1971,53.76
FIN_1972,54.42
FIN_1973,54.14
FIN_1974,55.38
FIN_1975,55.22
FIN_1976,56.24
FIN_1977,57.22
FIN_1978,58.45
FIN_1979,59.00
FIN_1980,59.32
FIN_1981,60.78
FIN_1982,61.42
FIN_1983,61.84
FIN_1984,66.28
FIN_1985,67.12
FIN_1986,66.91
FIN_1987,67.11
FIN_1988,66.52
FIN_1989,65.21
FIN_1990,66.25
FIN_1991,70.17
FIN_1992,71.74
FIN_1993,73.90
FIN_1994,75.37
FIN_1995,76.63
FIN_1996,82.55
FIN_1997,83.87
FIN_1998,85.54
FIN_1999,85.63
FIN_2000,87.42
FIN_2001,87.15
FIN_2002,86.76
FIN_2003,86.92
FIN_2004,87.79
FIN_2005,86.16
FIN_2006,86.29
FIN_2007,87.09
FIN_2008,86.36
FIN_2009,84.92
FIN_2010,85.68
FIN_2011,85.87
FJI_1970,32.73
FJI_1971,32.85
FJI_1972,34.03
FJI_1973,34.43
FJI_1974,34.97
FJI_1975,34.50
FJI_1976,34.80
FJI_1977,35.28
FJI_1978,40.95
FJI_1979,41.11
FJI_1980,41.82
FJI_1981,41.88
FJI_1982,42.82
FJI_1983,42.74
FJI_1984,42.01
FJI_1985,42.49
FJI_1986,41.77
FJI_1987,42.00
FJI_1988,44.14
FJI_1989,45.04
FJI_1990,42.92
FJI_1991,42.47
FJI_1992,42.58
FJI_1993,43.94
FJI_1994,45.22
FJI_1995,45.13
FJI_1996,49.82
FJI_1997,51.60
FJI_1998,53.49
FJI_1999,52.49
FJI_2000,51.24
FJI_2001,53.49
FJI_2002,53.63
FJI_2003,54.15
FJI_2004,54.23
FJI_2005,54.65
FJI_2006,56.09
FJI_2007,55.93
FJI_2008,55.73
FJI_2009,53.92
FJI_2010,57.40
FJI_2011,56.67
FRA_1970,56.75
FRA_1971,56.82
FRA_1972,56.85
FRA_1973,57.00
FRA_1974,57.33
FRA_1975,57.14
FRA_1976,57.45
FRA_1977,57.64
FRA_1978,58.94
FRA_1979,62.91
FRA_1980,63.56
FRA_1981,65.02
FRA_1982,65.69
FRA_1983,70.45
FRA_1984,71.06
FRA_1985,71.14
FRA_1986,70.63
FRA_1987,70.34
FRA_1988,70.56
FRA_1989,71.26
FRA_1990,72.35
FRA_1991,75.36
FRA_1992,76.66
FRA_1993,77.54
FRA_1994,77.15
FRA_1995,78.28
FRA_1996,78.30
FRA_1997,79.81
FRA_1998,81.28
FRA_1999,81.51
FRA_2000,82.95
FRA_2001,82.01
FRA_2002,82.45
FRA_2003,82.19
FRA_2004,83.16
FRA_2005,83.45
FRA_2006,83.61
FRA_2007,84.45
FRA_2008,83.92
FRA_2009,83.63
FRA_2010,83.50
FRA_2011,82.76
FRO_1970,31.74
FRO_1971,31.74
FRO_1972,31.74
FRO_1973,31.79
FRO_1974,31.79
FRO_1975,31.84
FRO_1976,31.84
FRO_1977,31.89
FRO_1978,31.89
FRO_1979,31.94
FRO_1980,31.94
FRO_1981,31.99
FRO_1982,31.99
FRO_1983,31.99
FRO_1984,32.04
FRO_1985,32.04
FRO_1986,31.98
FRO_1987,31.93
FRO_1988,31.93
FRO_1989,31.88
FRO_1990,31.99
FRO_1991,31.85
FRO_1992,31.68
FRO_1993,30.82
FRO_1994,30.72
FRO_1995,30.63
FRO_1996,30.62
FRO_1997,31.03
FRO_1998,31.62
FRO_1999,33.22
FRO_2000,33.82
FRO_2001,34.31
FRO_2002,34.60
FRO_2003,35.20
FRO_2004,35.54
FRO_2005,35.80
FRO_2006,35.88
FRO_2007,35.93
FRO_2008,35.80
FRO_2009,35.80
FRO_2010,35.86
FRO_2011,35.95
GAB_1970,35.52
GAB_1971,37.21
GAB_1972,37.47
GAB_1973,37.54
GAB_1974,37.38
GAB_1975,37.55
GAB_1976,39.07
GAB_1977,40.09
GAB_1978,41.20
GAB_1979,41.27
GAB_1980,41.43
GAB_1981,41.85
GAB_1982,42.26
GAB_1983,42.70
GAB_1984,42.52
GAB_1985,44.49
GAB_1986,44.14
GAB_1987,43.62
GAB_1988,42.67
GAB_1989,42.26
GAB_1990,41.54
GAB_1991,42.86
GAB_1992,43.25
GAB_1993,43.25
GAB_1994,44.28
GAB_1995,43.44
GAB_1996,41.83
GAB_1997,40.97
GAB_1998,47.97
GAB_1999,48.66
GAB_2000,47.64
GAB_2001,43.59
GAB_2002,42.75
GAB_2003,41.76
GAB_2004,48.20
GAB_2005,48.53
GAB_2006,49.55
GAB_2007,50.00
GAB_2008,50.41
GAB_2009,51.60
GAB_2010,50.51
GAB_2011,47.98
GBR_1970,60.00
GBR_1971,59.94
GBR_1972,61.64
GBR_1973,62.27
GBR_1974,66.74
GBR_1975,66.37
GBR_1976,67.90
GBR_1977,69.13
GBR_1978,69.87
GBR_1979,71.12
GBR_1980,71.36
GBR_1981,71.60
GBR_1982,71.74
GBR_1983,72.08
GBR_1984,72.63
GBR_1985,72.58
GBR_1986,71.97
GBR_1987,76.92
GBR_1988,76.39
GBR_1989,76.42
GBR_1990,76.28
GBR_1991,77.76
GBR_1992,77.99
GBR_1993,79.41
GBR_1994,80.04
GBR_1995,80.55
GBR_1996,81.37
GBR_1997,82.12
GBR_1998,83.08
GBR_1999,84.18
GBR_2000,85.58
GBR_2001,84.75
GBR_2002,84.96
GBR_2003,85.45
GBR_2004,84.46
GBR_2005,84.69
GBR_2006,84.39
GBR_2007,84.31
GBR_2008,83.82
GBR_2009,83.75
GBR_2010,83.88
GBR_2011,83.72
GHA_1970,25.93
GHA_1971,25.93
GHA_1972,25.74
GHA_1973,31.00
GHA_1974,32.89
GHA_1975,33.17
GHA_1976,33.94
GHA_1977,33.83
GHA_1978,33.70
GHA_1979,34.18
GHA_1980,34.68
GHA_1981,34.68
GHA_1982,35.04
GHA_1983,35.26
GHA_1984,35.18
GHA_1985,35.69
GHA_1986,35.82
GHA_1987,36.31
GHA_1988,35.12
GHA_1989,34.08
GHA_1990,33.71
GHA_1991,34.72
GHA_1992,35.57
GHA_1993,37.73
GHA_1994,38.89
GHA_1995,39.11
GHA_1996,42.32
GHA_1997,42.18
GHA_1998,43.79
GHA_1999,45.17
GHA_2000,48.40
GHA_2001,48.62
GHA_2002,49.86
GHA_2003,51.69
GHA_2004,53.86
GHA_2005,53.06
GHA_2006,50.37
GHA_2007,51.64
GHA_2008,50.30
GHA_2009,53.56
GHA_2010,52.91
GHA_2011,53.38
GIN_1970,24.12
GIN_1971,24.12
GIN_1972,23.67
GIN_1973,24.16
GIN_1974,24.29
GIN_1975,24.42
GIN_1976,25.24
GIN_1977,25.47
GIN_1978,25.86
GIN_1979,26.00
GIN_1980,26.03
GIN_1981,25.71
GIN_1982,25.67
GIN_1983,25.81
GIN_1984,26.44
GIN_1985,26.58
GIN_1986,27.30
GIN_1987,27.07
GIN_1988,27.36
GIN_1989,28.74
GIN_1990,28.84
GIN_1991,33.97
GIN_1992,32.31
GIN_1993,31.72
GIN_1994,31.04
GIN_1995,31.64
GIN_1996,31.94
GIN_1997,32.91
GIN_1998,35.16
GIN_1999,35.86
GIN_2000,38.29
GIN_2001,39.81
GIN_2002,38.37
GIN_2003,40.77
GIN_2004,36.69
GIN_2005,40.51
GIN_2006,41.39
GIN_2007,41.86
GIN_2008,41.70
GIN_2009,42.02
GIN_2010,40.45
GIN_2011,43.19
GMB_1970,35.60
GMB_1971,36.04
GMB_1972,35.93
GMB_1973,35.80
GMB_1974,36.03
GMB_1975,36.12
GMB_1976,36.62
GMB_1977,36.63
GMB_1978,37.28
GMB_1979,36.90
GMB_1980,36.17
GMB_1981,36.58
GMB_1982,39.09
GMB_1983,40.39
GMB_1984,36.11
GMB_1985,35.23
GMB_1986,36.18
GMB_1987,40.74
GMB_1988,39.24
GMB_1989,39.69
GMB_1990,39.55
GMB_1991,36.39
GMB_1992,36.28
GMB_1993,35.72
GMB_1994,35.56
GMB_1995,36.75
GMB_1996,36.49
GMB_1997,37.48
GMB_1998,43.77
GMB_1999,45.30
GMB_2000,46.76
GMB_2001,47.34
GMB_2002,49.91
GMB_2003,51.70
GMB_2004,52.00
GMB_2005,52.01
GMB_2006,53.20
GMB_2007,53.02
GMB_2008,52.64
GMB_2009,51.70
GMB_2010,51.73
GMB_2011,52.60
GNQ_1970,15.36
GNQ_1971,15.36
GNQ_1972,15.37
GNQ_1973,15.32
GNQ_1974,15.26
GNQ_1975,15.47
GNQ_1976,15.92
GNQ_1977,15.82
GNQ_1978,15.77
GNQ_1979,15.92
GNQ_1980,16.02
GNQ_1981,18.04
GNQ_1982,17.93
GNQ_1983,17.83
GNQ_1984,17.67
GNQ_1985,17.67
GNQ_1986,18.03
GNQ_1987,17.93
GNQ_1988,17.81
GNQ_1989,18.01
GNQ_1990,18.37
GNQ_1991,19.02
GNQ_1992,19.13
GNQ_1993,19.88
GNQ_1994,19.51
GNQ_1995,19.63
GNQ_1996,19.72
GNQ_1997,20.27
GNQ_1998,21.09
GNQ_1999,21.44
GNQ_2000,21.92
GNQ_2001,22.22
GNQ_2002,23.13
GNQ_2003,24.33
GNQ_2004,24.37
GNQ_2005,24.78
GNQ_2006,25.15
GNQ_2007,25.53
GNQ_2008,25.83
GNQ_2009,26.32
GNQ_2010,27.12
GNQ_2011,27.70
GRC_1970,44.71
GRC_1971,44.80
GRC_1972,44.81
GRC_1973,45.08
GRC_1974,45.82
GRC_1975,45.91
GRC_1976,46.05
GRC_1977,46.44
GRC_1978,46.73
GRC_1979,47.11
GRC_1980,48.09
GRC_1981,49.65
GRC_1982,49.54
GRC_1983,50.59
GRC_1984,50.99
GRC_1985,51.43
GRC_1986,51.99
GRC_1987,51.40
GRC_1988,49.89
GRC_1989,48.44
GRC_1990,49.64
GRC_1991,62.00
GRC_1992,62.73
GRC_1993,66.32
GRC_1994,67.15
GRC_1995,67.65
GRC_1996,69.14
GRC_1997,70.44
GRC_1998,71.70
GRC_1999,73.37
GRC_2000,74.74
GRC_2001,79.13
GRC_2002,79.44
GRC_2003,80.42
GRC_2004,80.94
GRC_2005,80.41
GRC_2006,81.09
GRC_2007,82.50
GRC_2008,82.48
GRC_2009,81.18
GRC_2010,81.00
GRC_2011,80.29
GTM_1970,31.18
GTM_1971,32.05
GTM_1972,32.37
GTM_1973,33.47
GTM_1974,37.23
GTM_1975,37.61
GTM_1976,38.00
GTM_1977,38.28
GTM_1978,38.21
GTM_1979,37.98
GTM_1980,38.20
GTM_1981,38.05
GTM_1982,37.45
GTM_1983,38.02
GTM_1984,38.69
GTM_1985,38.39
GTM_1986,40.17
GTM_1987,39.97
GTM_1988,39.63
GTM_1989,39.53
GTM_1990,40.95
GTM_1991,40.89
GTM_1992,45.74
GTM_1993,41.90
GTM_1994,45.88
GTM_1995,48.18
GTM_1996,49.44
GTM_1997,46.27
GTM_1998,47.64
GTM_1999,49.65
GTM_2000,49.75
GTM_2001,50.63
GTM_2002,50.73
GTM_2003,50.79
GTM_2004,56.99
GTM_2005,59.19
GTM_2006,60.15
GTM_2007,61.13
GTM_2008,61.18
GTM_2009,60.81
GTM_2010,60.27
GTM_2011,60.65
GUY_1970,32.87
GUY_1971,33.84
GUY_1972,34.25
GUY_1973,35.31
GUY_1974,35.08
GUY_1975,35.72
GUY_1976,36.37
GUY_1977,36.68
GUY_1978,36.40
GUY_1979,37.73
GUY_1980,38.85
GUY_1981,39.54
GUY_1982,39.23
GUY_1983,39.64
GUY_1984,39.36
GUY_1985,39.96
GUY_1986,41.28
GUY_1987,43.39
GUY_1988,44.10
GUY_1989,50.47
GUY_1990,50.91
GUY_1991,46.82
GUY_1992,53.48
GUY_1993,54.15
GUY_1994,54.88
GUY_1995,56.04
GUY_1996,51.25
GUY_1997,52.15
GUY_1998,52.68
GUY_1999,54.64
GUY_2000,59.37
GUY_2001,61.53
GUY_2002,55.45
GUY_2003,57.12
GUY_2004,56.06
GUY_2005,53.98
GUY_2006,57.90
GUY_2007,56.33
GUY_2008,53.85
GUY_2009,52.74
GUY_2010,51.51
GUY_2011,50.31
HND_1970,28.85
HND_1971,28.97
HND_1972,28.98
HND_1973,29.35
HND_1974,29.89
HND_1975,30.69
HND_1976,32.02
HND_1977,32.41
HND_1978,33.16
HND_1979,33.78
HND_1980,33.25
HND_1981,32.86
HND_1982,33.05
HND_1983,33.48
HND_1984,33.72
HND_1985,34.03
HND_1986,34.61
HND_1987,33.80
HND_1988,33.49
HND_1989,33.72
HND_1990,35.21
HND_1991,37.16
HND_1992,41.92
HND_1993,42.44
HND_1994,44.13
HND_1995,49.61
HND_1996,50.92
HND_1997,51.54
HND_1998,51.97
HND_1999,52.54
HND_2000,52.90
HND_2001,53.71
HND_2002,55.72
HND_2003,57.24
HND_2004,57.75
HND_2005,58.64
HND_2006,59.57
HND_2007,60.51
HND_2008,60.31
HND_2009,59.45
HND_2010,59.04
HND_2011,58.99
HTI_1970,22.11
HTI_1971,22.21
HTI_1972,22.49
HTI_1973,23.03
HTI_1974,23.31
HTI_1975,23.54
HTI_1976,23.76
HTI_1977,24.17
HTI_1978,24.02
HTI_1979,23.87
HTI_1980,23.98
HTI_1981,24.26
HTI_1982,24.10
HTI_1983,24.65
HTI_1984,24.68
HTI_1985,25.17
HTI_1986,25.26
HTI_1987,25.24
HTI_1988,25.08
HTI_1989,24.89
HTI_1990,24.44
HTI_1991,27.18
HTI_1992,27.61
HTI_1993,28.86
HTI_1994,27.45
HTI_1995,28.48
HTI_1996,27.77
HTI_1997,27.35
HTI_1998,26.75
HTI_1999,27.97
HTI_2000,29.16
HTI_2001,28.15
HTI_2002,32.12
HTI_2003,35.81
HTI_2004,36.35
HTI_2005,39.76
HTI_2006,39.85
HTI_2007,40.11
HTI_2008,40.15
HTI_2009,39.88
HTI_2010,39.94
HTI_2011,40.11
HUN_1970,43.22
HUN_1971,43.63
HUN_1972,44.19
HUN_1973,43.78
HUN_1974,45.89
HUN_1975,46.05
HUN_1976,46.28
HUN_1977,46.78
HUN_1978,47.54
HUN_1979,48.31
HUN_1980,48.50
HUN_1981,48.95
HUN_1982,49.05
HUN_1983,48.78
HUN_1984,48.49
HUN_1985,49.15
HUN_1986,49.33
HUN_1987,48.17
HUN_1988,53.93
HUN_1989,53.50
HUN_1990,58.86
HUN_1991,62.33
HUN_1992,66.40
HUN_1993,69.35
HUN_1994,72.57
HUN_1995,75.26
HUN_1996,77.11
HUN_1997,79.00
HUN_1998,80.41
HUN_1999,81.12
HUN_2000,81.12
HUN_2001,82.45
HUN_2002,81.49
HUN_2003,81.68
HUN_2004,85.37
HUN_2005,85.34
HUN_2006,86.67
HUN_2007,86.55
HUN_2008,86.57
HUN_2009,86.96
HUN_2010,86.86
HUN_2011,85.91
IDN_1970,23.24
IDN_1971,23.61
IDN_1972,24.22
IDN_1973,28.73
IDN_1974,30.67
IDN_1975,30.83
IDN_1976,32.13
IDN_1977,32.86
IDN_1978,32.92
IDN_1979,33.54
IDN_1980,29.18
IDN_1981,29.47
IDN_1982,29.53
IDN_1983,30.96
IDN_1984,30.67
IDN_1985,30.80
IDN_1986,30.46
IDN_1987,30.83
IDN_1988,34.35
IDN_1989,33.96
IDN_1990,34.53
IDN_1991,39.52
IDN_1992,41.18
IDN_1993,42.14
IDN_1994,42.29
IDN_1995,45.28
IDN_1996,46.98
IDN_1997,48.97
IDN_1998,53.21
IDN_1999,52.74
IDN_2000,53.16
IDN_2001,52.98
IDN_2002,50.39
IDN_2003,51.24
IDN_2004,54.27
IDN_2005,56.65
IDN_2006,57.86
IDN_2007,57.59
IDN_2008,56.99
IDN_2009,56.99
IDN_2010,57.08
IDN_2011,56.41
IND_1970,24.48
IND_1971,24.73
IND_1972,24.84
IND_1973,25.07
IND_1974,25.27
IND_1975,25.48
IND_1976,25.75
IND_1977,25.91
IND_1978,26.07
IND_1979,25.97
IND_1980,25.96
IND_1981,25.93
IND_1982,26.09
IND_1983,26.36
IND_1984,26.46
IND_1985,26.72
IND_1986,26.71
IND_1987,26.25
IND_1988,30.09
IND_1989,29.44
IND_1990,29.67
IND_1991,31.72
IND_1992,33.26
IND_1993,34.53
IND_1994,35.15
IND_1995,36.93
IND_1996,40.86
IND_1997,41.52
IND_1998,42.34
IND_1999,42.81
IND_2000,43.98
IND_2001,44.81
IND_2002,45.64
IND_2003,46.57
IND_2004,46.82
IND_2005,48.59
IND_2006,49.71
IND_2007,50.90
IND_2008,50.39
IND_2009,50.34
IND_2010,50.48
IND_2011,50.41
IRL_1970,63.90
IRL_1971,64.25
IRL_1972,64.42
IRL_1973,65.19
IRL_1974,66.11
IRL_1975,65.64
IRL_1976,67.11
IRL_1977,71.75
IRL_1978,73.17
IRL_1979,73.37
IRL_1980,73.92
IRL_1981,74.26
IRL_1982,74.17
IRL_1983,74.94
IRL_1984,75.80
IRL_1985,76.44
IRL_1986,76.49
IRL_1987,76.25
IRL_1988,75.56
IRL_1989,74.64
IRL_1990,74.82
IRL_1991,76.55
IRL_1992,78.17
IRL_1993,79.26
IRL_1994,80.53
IRL_1995,81.62
IRL_1996,82.79
IRL_1997,83.87
IRL_1998,85.12
IRL_1999,85.95
IRL_2000,86.63
IRL_2001,86.97
IRL_2002,86.85
IRL_2003,86.78
IRL_2004,86.66
IRL_2005,87.17
IRL_2006,86.48
IRL_2007,86.83
IRL_2008,86.24
IRL_2009,92.38
IRL_2010,92.44
IRL_2011,92.17
IRQ_1970,27.96
IRQ_1971,28.16
IRQ_1972,28.62
IRQ_1973,29.68
IRQ_1974,29.43
IRQ_1975,30.50
IRQ_1976,31.11
IRQ_1977,31.72
IRQ_1978,32.07
IRQ_1979,32.33
IRQ_1980,32.17
IRQ_1981,33.66
IRQ_1982,33.66
IRQ_1983,33.78
IRQ_1984,33.54
IRQ_1985,33.61
IRQ_1986,33.72
IRQ_1987,33.53
IRQ_1988,33.42
IRQ_1989,34.97
IRQ_1990,35.63
IRQ_1991,37.79
IRQ_1992,36.12
IRQ_1993,37.15
IRQ_1994,37.99
IRQ_1995,38.04
IRQ_1996,38.08
IRQ_1997,38.32
IRQ_1998,38.46
IRQ_1999,39.27
IRQ_2000,39.63
IRQ_2001,38.03
IRQ_2002,38.08
IRQ_2003,37.63
IRQ_2004,37.54
IRQ_2005,37.68
IRQ_2006,37.45
IRQ_2007,38.76
IRQ_2008,39.68
IRQ_2009,39.31
IRQ_2010,40.73
IRQ_2011,41.27
ISL_1970,45.20
ISL_1971,46.33
ISL_1972,46.93
ISL_1973,46.71
ISL_1974,46.94
ISL_1975,47.31
ISL_1976,47.35
ISL_1977,47.28
ISL_1978,48.14
ISL_1979,48.69
ISL_1980,48.98
ISL_1981,55.96
ISL_1982,57.17
ISL_1983,58.84
ISL_1984,59.69
ISL_1985,59.91
ISL_1986,59.40
ISL_1987,58.23
ISL_1988,56.73
ISL_1989,56.09
ISL_1990,56.20
ISL_1991,57.93
ISL_1992,59.32
ISL_1993,65.65
ISL_1994,66.90
