"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","death","protein.metabolism","cell.cycle.and.proliferation","other.metabolic.processes","signal.transduction","stress.response","developmental.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","other.biological.processes","cell.organization.and.biogenesis","RNA.metabolism","transport"
"sig_1",1.00000000000009,0.00623787631760808,0.275020115495488,0.201140809119654,0.0890910791945792,0.149534232996759,0.0746816365408957,-0.0417932602753825,-0.112353371788241,-0.167851638113095,-0.141032342103126,-0.186014326585443,-0.155496199803104,-0.192717481527398,-0.100632612779997,-0.155575678685226,-0.189769824049823,-0.138029239759598,-0.171453426116133,-0.0747737435698426,-0.155780966599918,-0.107050296384666,-0.130156068759712,-0.159418972139148,-0.111530926952606,-0.120579582663119,-0.0837235010815457,-0.0782914579136506,-0.0546126515266061,-0.00922452806843497,-0.00761300631131009,-0.00156596304038454,-0.0377290679878495,-0.000578269807718451,-0.001269783314326,0.0313892297989126,0.00448298628346513,-0.00832381929649497,0.0178467929053739,-0.00867588613064839,0.0123203464284878,-0.0151364885722143,0.0409547621257056
"sig_2",0.00623787631760808,0.999999999999894,-0.0653535081280605,-0.0760839898831588,-0.0247248246558245,0.131905209174257,0.221591512262741,0.374689791808484,-0.131531151001887,-0.156672395250524,-0.109958423554208,-0.126488358091354,-0.0930558856511571,-0.131425896129997,-0.0812864824207671,-0.126965000400457,-0.10547528185452,-0.0713998636986536,-0.0848914420039172,-0.0586674286163846,-0.101536363095575,-0.0450225958743038,-0.0227188056105626,-0.0693490474486863,-0.0628095182622768,-0.0108358449366258,-0.0216029635939491,0.0528530104783579,0.0349538027971343,0.0174057185905741,0.00350387073969023,0.013086277898105,-0.0365156432775575,0.00148668048558791,0.00114650984075102,-0.00879349335449566,-0.00428490346043461,0.0108366273910752,0.00418510815116654,-0.0120707700990553,0.01842571128914,0.0279162461353325,-0.0143748459287416
"sig_3",0.275020115495488,-0.0653535081280605,1.00000000000019,0.269245721267208,0.182158693077033,0.235037416424222,0.0562928890068221,-0.0450735888730399,0.437467072017046,0.318234698780505,-0.0171032121298461,0.183834297861659,0.287874646953057,0.0270809857094826,0.191476524779189,0.184961749959633,0.0349992978056632,0.0395355437563052,0.167022190887132,0.0355344815529977,0.123316872653856,-0.0152719618142512,-0.00496665260716585,0.04917556045668,0.0416339609006844,-0.0209319468490304,0.0131591024055352,-0.0397635968961789,-0.0426886148844803,0.0113842482240839,-0.0237635896827095,0.0104492773124849,-0.0161927281595296,0.0122348738064278,-0.011196155926496,0.00124597590509579,-0.0251905590758715,-0.00507671046113963,0.0112731903640086,-0.00975553986285284,0.0352455712639417,0.00569604860861818,-0.00298282536964779
"sig_4",0.201140809119654,-0.0760839898831588,0.269245721267208,1.00000000000013,0.117081503995234,0.269401241585475,0.070620544291934,-0.0554654158000532,0.157551460069055,0.316922473271494,0.360761551339003,0.144227660354045,0.0734323388701151,0.335827194217713,0.0359488546947677,0.148498416205946,0.190413984044028,0.0758787362167099,0.0500601583321911,0.0891048709620386,0.0333391493400552,0.134473326523909,0.00555011587680519,0.0319571244980711,0.0276419386728682,-0.0186959937130644,-0.000119748013203866,-0.0369123224558095,-0.0478782061450275,0.0308868542178722,0.00261671074618871,0.0169324540026,-0.0267592914249238,-0.000852279753870527,0.0174642933744445,-0.017579162027397,-0.00775179200361958,-0.00158074131611905,0.00162968793580766,-0.00621687694487758,0.0316444452153082,-0.0121401108417946,-0.013959494571611
"sig_5",0.0890910791945792,-0.0247248246558245,0.182158693077033,0.117081503995234,1.00000000000021,0.119130878293758,0.100095274672945,-0.00815106621722852,0.104734424795397,0.0837396658256731,-0.000322532476749774,0.0769909992107415,0.0733890928392006,0.0282555471571611,0.0821301846603478,0.386879721869266,0.0666954488602911,0.030348165954704,0.0949368956124209,0.345183013076172,0.287926050801807,0.0445530511997842,0.0129076383786818,0.0774906554864416,0.381654333457211,0.0381148015877098,0.220347261596234,0.0221433455291848,-0.0122878367818122,0.000586800334085134,-0.00472110175691004,0.00321621435758548,-0.010301818925377,-0.0104306976138449,0.0104655620442248,-0.00951197518987709,-0.0096480227579034,-0.00808342113482075,0.0187947149333693,0.0208905422641297,-0.00144923512835083,-0.00502562816460773,0.00141435215551098
"sig_6",0.149534232996759,0.131905209174257,0.235037416424222,0.269401241585475,0.119130878293758,0.999999999999876,0.341080973394673,0.154697310095728,0.0895736894227579,0.0828765093870819,0.000431221510821978,0.307425828633044,0.275925166676739,0.236747590859427,0.0372374282108672,0.0571991207440577,0.311143023515415,0.343035404434415,0.265845313538082,0.0126443306227053,0.164091519980027,0.126372963733752,0.318623343406795,0.270873780834782,0.148382313672073,0.262286039754487,0.135914086101138,0.145073903235405,0.0563509992690956,0.0317855841549354,-0.000280022390492282,0.0307965682525811,-0.021698482111009,0.021910981447412,-0.00123093615530083,-0.0101992019075719,-0.0171027347751922,0.0270641162592043,-0.00127819544104048,-0.02660834153906,0.0266748935650075,0.0145878022307461,-0.0399571136135176
"sig_7",0.0746816365408957,0.221591512262741,0.0562928890068221,0.070620544291934,0.100095274672945,0.341080973394673,0.999999999999948,0.31734723381016,-0.0189000388712473,-0.0389882798326828,-0.0564011783193227,0.0654897423820212,0.0800090595196574,0.0249657708231804,-0.0100274959382534,-0.000276544637416038,0.223413661475934,0.102304994015056,0.245158532635812,0.00983245694126147,0.0660762027062205,0.329728875436809,0.192138982635801,0.30934600883587,0.161640321711037,0.364598697130565,0.338305195530114,0.452931298810611,0.127811739428879,0.00333314975586492,0.00246358497945631,0.014336720166766,-0.0334833896085693,0.0027502888760768,-0.0116155916417985,0.0106977733289753,-0.0128397164111755,0.0170190509536226,-0.00807102572228058,-0.00844060909395956,0.0211292105986957,0.0296582313174818,-0.0202948399732929
"sig_8",-0.0417932602753825,0.374689791808484,-0.0450735888730399,-0.0554654158000532,-0.00815106621722852,0.154697310095728,0.31734723381016,1.00000000000012,-0.0727058795130754,-0.0939341198938301,-0.0732894841468186,-0.0332832334278239,0.0189335985155318,-0.0495700887851588,-0.0413828962944155,-0.0710161162348691,0.0159154694588884,0.023355709241502,0.0509115831330572,-0.0342853376687439,-0.0208884652478742,0.0590694024207847,0.285114262897414,0.0684983575047012,0.0165118542908109,0.294913062256803,0.0899241189251973,0.470793590692247,0.460376689362477,-0.00971597437055764,0.0118132305719044,-0.00076405296105825,-0.0264137071199137,0.00541914736418108,0.00923480703073188,-0.015951456255332,-0.00401479372237821,0.0543120220923356,-0.0160419697350997,-0.0197988387184114,0.0251991198948224,0.0368244101947859,-0.0232752701696927
"sig_9",-0.112353371788241,-0.131531151001887,0.437467072017046,0.157551460069055,0.104734424795397,0.0895736894227579,-0.0189000388712473,-0.0727058795130754,0.999999999999918,0.786511991709489,0.24207035057308,0.634946169594888,0.665448044058532,0.417562534732393,0.511593682110143,0.624108615598848,0.406899587906419,0.32266775537763,0.503422961674416,0.198561160821261,0.504125495428876,0.155942995216847,0.172354986889017,0.32832264056228,0.278745037070925,0.121811725755811,0.150973693730626,0.0165996784111329,-0.0233233784218007,0.0452821215578197,0.0152418231341459,0.0246705489059271,-3.17932320367658e-05,-0.0244899184187593,-0.00502024907409935,-0.0411819959827144,-0.0327872627375917,0.00327906971388001,-0.0146838110506204,-0.011991622191056,0.0471967877293193,0.0199478283035128,-0.0450862857751574
"sig_10",-0.167851638113095,-0.156672395250524,0.318234698780505,0.316922473271494,0.0837396658256731,0.0828765093870819,-0.0389882798326828,-0.0939341198938301,0.786511991709489,1.00000000000007,0.526064271258972,0.726675229560711,0.604867965277404,0.649392209339271,0.438841530268047,0.680629714296113,0.537519527073358,0.346336390724525,0.507241269254537,0.259373787979519,0.49887904935087,0.232913348880633,0.167517500785417,0.347434814735732,0.290253525113293,0.113741189776685,0.149570826213067,0.00188796569461264,-0.0394202001894516,0.0784295351591099,0.0216104020511546,0.026759604568915,-0.00368015023010241,-0.0211672812085872,-0.00110258834021753,-0.0481538677791765,-0.0352038840425964,0.000256041607641031,-0.00709580711721082,-0.0140944000650258,0.0436258737725408,0.0035329233487587,-0.0512590436607965
"sig_11",-0.141032342103126,-0.109958423554208,-0.0171032121298461,0.360761551339003,-0.000322532476749774,0.000431221510821978,-0.0564011783193227,-0.0732894841468186,0.24207035057308,0.526064271258972,0.999999999999969,0.338635280452602,0.166598031791232,0.706404880197585,0.118041506391407,0.331952712288658,0.4161635427134,0.182412480809145,0.158641985855983,0.231434390797554,0.163847691218258,0.257265936479986,0.0600699188877436,0.140630891931042,0.120346351696107,0.0273300912710161,0.0458798314970938,-0.0271135825974713,-0.0403554756450697,0.104757629768142,0.0239461510072573,0.0125784080128099,-0.0122962960262102,-0.0176716715702262,0.0280262931357819,-0.0318071908420317,-0.0218859543375455,-0.00718356755211235,-0.00556737041416412,-0.0135680872822397,0.0115869712131934,-0.030132726634808,-0.0265530680358626
"sig_12",-0.186014326585443,-0.126488358091354,0.183834297861659,0.144227660354045,0.0769909992107415,0.307425828633044,0.0654897423820212,-0.0332832334278239,0.634946169594888,0.726675229560711,0.338635280452602,1.00000000000013,0.700941960961946,0.680607818447121,0.434971895684051,0.618442760471158,0.745222442854517,0.563266597618472,0.71885285326566,0.221089281826881,0.650548563972539,0.340452560561664,0.428585327528402,0.610867405873424,0.435174164077206,0.357273646110236,0.296682707093106,0.149677150817534,0.0319361149254376,0.0618832121636407,0.0406716994187965,0.0226195415280032,2.08696315291427e-05,-0.0101048649243274,0.00104165097901299,-0.0414719092658482,-0.0298069514509567,0.0228035320713623,-0.00397622013312856,-0.0382537812167038,0.0342635399566704,0.017458656143144,-0.0596223147916904
"sig_13",-0.155496199803104,-0.0930558856511571,0.287874646953057,0.0734323388701151,0.0733890928392006,0.275925166676739,0.0800090595196574,0.0189335985155318,0.665448044058532,0.604867965277404,0.166598031791232,0.700941960961946,0.999999999999766,0.478477217297349,0.439519593307247,0.527234999830812,0.56179501974224,0.573854187322871,0.709390350984941,0.161398264591689,0.617801769980283,0.255024764803675,0.4879920137024,0.554701943278139,0.380157289142766,0.376054597474993,0.272327492187235,0.182064263469728,0.101007556945066,0.0325684709790068,0.0394386289459515,0.0234791884842494,0.0110783132099629,-0.0215139122220184,-0.00809044238423991,-0.0542161106821733,-0.0373500640578551,0.022283729925213,-0.0161904530095503,-0.029740105678407,0.0360565468511131,0.0491887171802415,-0.0588362195666593
"sig_14",-0.192717481527398,-0.131425896129997,0.0270809857094826,0.335827194217713,0.0282555471571611,0.236747590859427,0.0249657708231804,-0.0495700887851588,0.417562534732393,0.649392209339271,0.706404880197585,0.680607818447121,0.478477217297349,0.999999999999906,0.277905411978555,0.507381771858995,0.782513234228687,0.555737772169879,0.499121574994799,0.25650243774344,0.454462751800303,0.410515342757172,0.354578425864684,0.487840571505394,0.326355828873237,0.277335603426868,0.215504551592215,0.0990765590763414,0.00775509225972982,0.0935065543753998,0.0606922505620087,0.0194841530128359,-0.00539425903548975,-0.0260568154153504,0.0162459590091108,-0.0432769556598951,-0.0345655707704767,0.0169311411462267,-0.00497414158777892,-0.0320606797512911,0.0197668660234667,-0.00268058989463825,-0.0586114914179719
