"","x"
"1",0.176932167397301
"2",0.140755397003827
"3",0.10141789148852
"4",0.0784496500595209
"5",0.072671357667603
"6",0.0686944536530091
"7",0.0603688975897305
"8",0.0560757179317698
"9",0.0447640583093743
"10",0.042183499327212
"11",0.0376059835373581
"12",0.0317136654700403
"13",0.0297868309729837
"14",1.35921068001468e-12
