"","death","protein.metabolism","cell.cycle.and.proliferation","other.metabolic.processes","signal.transduction","stress.response","developmental.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","other.biological.processes","cell.organization.and.biogenesis","RNA.metabolism","transport"
"A6NDV4",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NFD8",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NFQ7",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"A6NGQ2",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"A6NHL2",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"A6NHQ2",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"A6NHR9",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NHT5",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NI73",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NIH7",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"A6NK53",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"A6NKD2",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NKG5",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,3.54600301559476,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NNE9",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A6NNY8",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A7KAX9",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A7MCY6",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A7MD48",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"A7XYQ1",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,3.54600301559476,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8CG34",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"A8K0Z3",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"A8K4G0",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8K7I4",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8K8P3",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8MPY1",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"A8MQ27",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8MT69",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"A8MTJ3",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A8MTZ0",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"A8MV65",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"A9QM74",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A9UHW6",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"A9YTQ3",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B0QY89",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B1AK53",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"B1AM27",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B2RTY4",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B3KSH1",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B4DJ93",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B4DR64",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B5MC15",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B5MD87",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B7Z5W8",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"B7ZAQ6",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"C4AMC7",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"C9JYE9",-0.236826344334896,-0.310042102336728,6.12466204987786,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"D3W0D1",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"E5RJ37",4.22214610059475,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"E7ES66",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"E7EX88",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"E9PP86",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"F2Z3L0",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"F8W7T7",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,3.06719008153774,-0.30244338487354
"G5E9I4",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00115",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,3.54600301559476,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00116",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00124",-0.236826344334896,3.22509561996749,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00139",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,2.10854500771644,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00141",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"O00142",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00144",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00148",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,3.30612430709895
"O00151",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00154",-0.236826344334896,-0.310042102336728,-0.16326050614852,2.61937431608979,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00155",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,3.80197140106716,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
"O00159",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,-0.21853712993429,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,2.70020525454373,-0.326003736211347,-0.30244338487354
"O00160",-0.236826344334896,-0.310042102336728,-0.16326050614852,-0.381738272422388,-0.262999197198334,4.57549445511775,-0.281983805951158,-0.0990993147497545,-0.113731001932104,-0.125375314232043,-0.47422057513233,-0.370310895651025,-0.326003736211347,-0.30244338487354
