"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cancers","Immune.diseases","Neurodegenerative.diseases","Substance.dependence","Cardiovascular.diseases","Endocrine.and.metabolic.diseases","Infectious.diseases"
"sig_11",-0.118177695169301,-0.173149398378226,0.043562852311914,0.253266778397898,0.0402985583163738,0.0430549196355587,-0.0512509426126752,-0.120519248773518,0.202521628221127,0.56568887333324,1,0.337594727485811,0.0745626166333395,0.833788086651491,0.0617005947465734,0.350032196449272,0.57418717131338,0.162673767714257,0.34061872285419,0.468608478407538,0.0210515993436239,0.112479671416873,0.176039321976873,0.142793441279914,0.231262375048341,0.0741638091942034,0.41752188575237,0.05931721948033,-0.0658875496560765,0.259384331332278,-0.0955550269067672,-0.106688015516154,0.0100618151072997,-0.00897970575084944,0.0317986252721654,-0.068464659053284
"sig_12",-0.10928258570802,-0.262533574838216,0.430863510618047,0.113655260149783,0.118393277258081,0.417485727311515,-0.0949236307361157,-0.115263758467684,0.534456388940041,0.689005876528121,0.337594727485811,1,0.404426277450933,0.599925968295213,0.30196162620032,0.466730107855655,0.407131579651004,0.379763401132877,0.652268095236646,0.406594085793632,0.289189565895314,-0.0841633778837984,0.348703300592003,0.328975479560253,0.400358800147749,0.221265223280068,0.253879482990067,-0.00711280350863892,-0.0388582703611157,0.0528813511226205,-0.184473623898676,0.0305041514906587,0.198432223275836,0.0555341404385354,-0.0455295046494594,0.0250596726351996
"sig_13",0.00072987682336141,-0.18617616180077,0.836716924808007,-0.0241344952042525,0.0259576432933522,0.409757754542106,-0.14016340973861,-0.141050862861065,0.337895813643814,0.336865646926495,0.0745626166333395,0.404426277450933,1,0.197489086792082,0.15649424697614,0.25728662904608,0.133596948846716,0.170000196466721,0.333495220616366,0.191796333823314,0.104565712961556,-0.0694376755739558,0.208219235212822,0.164730043914881,0.237577371309757,0.0634511842528489,0.127834411761848,-0.0485052133993658,-0.0951859752312717,-0.033365539628398,-0.167508336550838,0.0668873207507875,0.0552575608575255,-0.0383687921067123,-0.0719795773948863,-0.0283528289008883
"sig_14",-0.160676709248754,-0.266856137690903,0.156341016326372,0.246465299087339,0.0928123895595722,0.244859834364533,-0.0585559262847987,-0.155147808587494,0.317872116342438,0.679928950486908,0.833788086651491,0.599925968295213,0.197489086792082,1,0.156537960599322,0.526844274185003,0.741116698838696,0.430358978843885,0.491528050592473,0.5285416353597,0.0946499270804783,0.112425473632487,0.38618301476563,0.376639818389005,0.371104255047306,0.278683511487377,0.428361919761303,0.171881303832441,-0.0653737633457297,0.098553941955449,-0.158252446847053,-0.118799731499538,0.256432230572,0.114804927312287,0.07554070475428,-0.0439634466874499
"sig_15",-0.0948368362685732,-0.126435721401385,0.0835377460408264,-0.0331808631870304,0.0446999647324409,0.164699133342389,0.0408042808344288,-0.0539097027727841,0.194309235892041,0.0419700717472455,0.0617005947465734,0.30196162620032,0.15649424697614,0.156537960599322,1,0.0966781474624496,0.286358235492968,0.338004555979666,0.491378365405271,-0.0150760713060093,0.363243880242412,0.0396158222860685,0.194591621951195,0.514816497555743,0.20762007274944,0.403032463280844,0.233228260572146,0.12626189113009,-0.0208366541997826,0.0076164595107089,-0.0772956119705825,-0.00240902543842816,-0.0663720091460851,-0.0333102196220382,0.0803969424514652,0.00178227458483235
"sig_16",-0.102973740687456,-0.190199054715822,0.242803126653078,0.169397485156559,0.266953723401071,0.10455808088661,-0.0643234355417942,-0.134499635158937,0.456853997853028,0.748456296262664,0.350032196449272,0.466730107855655,0.25728662904608,0.526844274185003,0.0966781474624496,1,0.304857969683455,0.153551432653486,0.550761784493717,0.928492804477424,0.0385455303817908,0.0395818643023538,0.107672563628872,0.152191071348525,0.85905457698773,0.00732121471549214,0.303919962179363,0.0441099694077555,-0.089131692279151,-0.0208065322775576,-0.11165962001515,-0.105588632156905,0.0610227948581803,-0.048119244686665,0.131100640200277,-0.0803842331323933
"sig_17",-0.0970076896784335,-0.271156612260036,0.0775863435058105,0.218994467501716,0.000345083353637136,0.443466632693954,0.104992040541,-0.136977752915396,0.157182290815354,0.37002816116477,0.57418717131338,0.407131579651004,0.133596948846716,0.741116698838696,0.286358235492968,0.304857969683455,1,0.58737711012169,0.607249988169967,0.248637251460658,0.0467105277143448,0.124849276844301,0.513627567644429,0.732211820485939,0.205338291095075,0.539264450395382,0.527955443451194,0.341612913560538,-0.029684544024954,0.0413834251561437,-0.189824892236408,-0.0331187565902942,0.258595675588175,0.106850551797463,0.0838393706035817,-0.0137117495228465
"sig_18",-0.117463313564981,-0.225985258367797,0.110855127642827,0.00935506525000063,0.00488504948342415,0.611498393781889,0.065408656194123,-0.0729945945940777,0.271805764430572,0.195247290088506,0.162673767714257,0.379763401132877,0.170000196466721,0.430358978843885,0.338004555979666,0.153551432653486,0.58737711012169,1,0.439230588091618,0.0880168408792844,0.151421534453505,-0.00523276867070883,0.569276625403706,0.62675536362328,0.20673759909469,0.665000046192981,0.264360712131658,0.190524291086655,-0.0318659010971712,-0.0303720987376959,-0.171781956567812,0.0694123566128261,0.2545756973693,0.0100371492499347,-0.0351233340334732,0.0300182851073448
"sig_19",-0.151347771967409,-0.287009275141042,0.329241412333343,0.13618159725605,0.104806536000123,0.367898992321711,0.0738360246255582,-0.0990486823031785,0.569921418918058,0.605784386918166,0.34061872285419,0.652268095236646,0.333495220616366,0.491528050592473,0.491378365405271,0.550761784493717,0.607249988169967,0.439230588091618,1,0.445270319253163,0.20023307378289,0.108650879445954,0.426289482008351,0.67170406803152,0.534804745556562,0.500948568042896,0.515238472258687,0.280290536492872,-0.00268661309505834,0.123499159463406,-0.202871297471403,0.0716291691358922,0.197975852865754,0.148147518512794,-0.012387023169069,0.0392512779632738
"sig_20",-0.0864727162510881,-0.158951665081953,0.204385436999761,0.187955726992608,0.248725180310084,0.0424284260125215,-0.0963907955421433,-0.131493770308512,0.419896293271318,0.76462056020997,0.468608478407538,0.406594085793632,0.191796333823314,0.5285416353597,-0.0150760713060093,0.928492804477424,0.248637251460658,0.0880168408792844,0.445270319253163,1,-0.0167619460865012,0.00930577742755116,0.0308479182924595,-0.00184806583359444,0.8208251011265,-0.0808497021059282,0.190609794783903,-0.0434683206186904,-0.097469956419438,0.0472791904412892,-0.0883305887031278,-0.103277014406021,0.0353771243543175,-0.0380656965386975,0.131277677487372,-0.0801154996494292
"sig_21",0.159287323739545,-0.139726441511142,0.392094680209312,-0.060826137925184,0.86351125961453,0.304907784416913,-0.10391958496534,-0.124364110057406,0.141619085533853,0.0988652065544151,0.0210515993436239,0.289189565895314,0.104565712961556,0.0946499270804783,0.363243880242412,0.0385455303817908,0.0467105277143448,0.151421534453505,0.20023307378289,-0.0167619460865012,1,-0.0846138320933375,0.0491494180058033,0.13484384536235,0.0867902982357712,0.102796886363226,0.0807997735265418,-0.0438286693111387,-0.0835784604828136,0.00664044831551885,-0.096500368950619,0.221599362936145,0.000966020381655939,-0.0415864290533879,-0.0767863619888537,0.151402193736493
"sig_22",0.135180732981186,-0.0448642546122243,-0.0595068976967747,0.484765672229949,-0.0577077441769306,-0.12850990367644,0.672433231798707,-0.0228750350887645,0.124037906706966,0.0840160819705682,0.112479671416873,-0.0841633778837984,-0.0694376755739558,0.112425473632487,0.0396158222860685,0.0395818643023538,0.124849276844301,-0.00523276867070883,0.108650879445954,0.00930577742755116,-0.0846138320933375,1,-0.00292152969795311,0.102986863379521,-0.0101809951303188,0.0616093087470967,0.0814733515130717,0.520579522973498,-0.0832849187265873,0.00169199816693441,0.373586488847496,-0.074866041421457,0.104968439565087,0.0165857070597207,9.03426788958598e-05,-0.103045449929415
"sig_23",-0.148023437960442,-0.176400147591804,0.0864712071309767,-0.0350554705231081,-0.0346469111917559,0.683691876240313,0.0234319649140173,0.177205432069069,0.0951040306709779,0.128534637020746,0.176039321976873,0.348703300592003,0.208219235212822,0.38618301476563,0.194591621951195,0.107672563628872,0.513627567644429,0.569276625403706,0.426289482008351,0.0308479182924595,0.0491494180058033,-0.00292152969795311,1,0.52801692719863,0.121457950424484,0.647678154576112,0.351138343798055,0.262395515017724,0.248113038101399,0.328226669491296,-0.20885971601549,-0.014542089510595,0.329962628735712,0.18583791186611,0.272163491440708,0.412621131413807
"sig_24",-0.128929649212857,-0.23827469799792,0.161672531180774,0.037053511143411,0.00971000160455106,0.469536783286891,0.179691759687825,-0.0688944442578873,0.170060487127522,0.0996164557427549,0.142793441279914,0.328975479560253,0.164730043914881,0.376639818389005,0.514816497555743,0.152191071348525,0.732211820485939,0.62675536362328,0.67170406803152,-0.00184806583359444,0.13484384536235,0.102986863379521,0.52801692719863,1,0.18528130433355,0.688555895901425,0.52701960161319,0.427235356686067,-0.00146843187863549,-0.0315043300263781,-0.171448095429817,0.112208627457878,0.210593419617564,0.138665882247186,0.0536854608343414,0.055808113732325
"sig_25",-0.0967255383786019,-0.16814654265104,0.199393417107913,0.0922945606912154,0.274331952331846,0.123390914045924,-0.0347639155930514,-0.110968392295387,0.476151603903506,0.579372102853472,0.231262375048341,0.400358800147749,0.237577371309757,0.371104255047306,0.20762007274944,0.85905457698773,0.205338291095075,0.20673759909469,0.534804745556562,0.8208251011265,0.0867902982357712,-0.0101809951303188,0.121457950424484,0.18528130433355,1,0.0782528669902762,0.432373459031436,0.0570077294342103,-0.0766159339168864,0.02087834581472,-0.100406619076245,-0.00974799742656493,0.054711311034291,-0.0432698111531728,-0.0360215507165936,-0.0319893604408862
"sig_26",-0.140396026198885,-0.174775285735858,-0.0108365907619261,-0.05406689427483,-0.0474801590258035,0.548959694328974,0.206368971948645,0.12350813633856,0.0169057915233247,-0.0232007141645877,0.0741638091942034,0.221265223280068,0.0634511842528489,0.278683511487377,0.403032463280844,0.00732121471549214,0.539264450395382,0.665000046192981,0.500948568042896,-0.0808497021059282,0.102796886363226,0.0616093087470967,0.647678154576112,0.688555895901425,0.0782528669902762,1,0.324754322821455,0.423370959611395,0.195147146483678,-0.0605462177860308,-0.177944148980017,0.144940124014474,0.348594210494073,0.237842843569822,-0.0302279984413316,0.118165312550422
"sig_27",-0.124171969970999,-0.176106556807282,0.0488475758457774,0.0908643255846366,0.0922330460007805,0.19473621502647,0.0926317564831715,-0.0615138443283131,0.120626818715499,0.304032003868351,0.41752188575237,0.253879482990067,0.127834411761848,0.428361919761303,0.233228260572146,0.303919962179363,0.527955443451194,0.264360712131658,0.515238472258687,0.190609794783903,0.0807997735265418,0.0814733515130717,0.351138343798055,0.52701960161319,0.432373459031436,0.324754322821455,1,0.320182942192645,-0.0106937498323696,0.101975180259155,-0.113838995880735,0.0146230858887217,0.0160554202232705,-0.0490584375705929,-0.0712887884484342,-0.0279972582173563
"sig_28",-0.0738992114325703,-0.0467260233389276,-0.105055987958617,0.119703431019975,-0.0515194021242375,0.076610135979341,0.550344160662421,0.293548999203415,-0.0895761094702992,-0.0254562268192993,0.05931721948033,-0.00711280350863892,-0.0485052133993658,0.171881303832441,0.12626189113009,0.0441099694077555,0.341612913560538,0.190524291086655,0.280290536492872,-0.0434683206186904,-0.0438286693111387,0.520579522973498,0.262395515017724,0.427235356686067,0.0570077294342103,0.423370959611395,0.320182942192645,1,0.273742855311989,-0.11335108488019,0.0295506223357537,-0.0246993474518885,0.268885165286832,0.143435638881543,0.0447815278001534,-0.0445499534789635
"sig_29",-0.145613843963057,0.143635092756394,-0.139672547475186,-0.158394160957331,-0.0886449486236904,0.0686051796806299,0.0241822984094708,0.842872003255123,-0.137253946844484,-0.134113551482524,-0.0658875496560765,-0.0388582703611157,-0.0951859752312717,-0.0653737633457297,-0.0208366541997826,-0.089131692279151,-0.029684544024954,-0.0318659010971712,-0.00268661309505834,-0.097469956419438,-0.0835784604828136,-0.0832849187265873,0.248113038101399,-0.00146843187863549,-0.0766159339168864,0.195147146483678,-0.0106937498323696,0.273742855311989,0.999999999999999,0.060721782442394,-0.127668933492229,-0.0905899159797189,0.0464277496432578,0.053650708046443,0.0848273010784849,0.0669849731461837
"Cancers",-0.0281068105285561,0.0145732044527578,0.0222004389624801,0.0339307319029475,-0.0181359241278296,0.250350109923824,-0.109618565709594,0.142483798569715,0.226577663881832,0.147277144925785,0.259384331332278,0.0528813511226205,-0.033365539628398,0.098553941955449,0.0076164595107089,-0.0208065322775576,0.0413834251561437,-0.0303720987376959,0.123499159463406,0.0472791904412892,0.00664044831551885,0.00169199816693441,0.328226669491296,-0.0315043300263781,0.02087834581472,-0.0605462177860308,0.101975180259155,-0.11335108488019,0.060721782442394,1,-0.111739887148382,0.00670523955940394,-0.0959485360516644,-0.0481538354709051,0.624128150618362,0.753426749912984
"Immune.diseases",0.132865444778051,0.000656609955178128,-0.192870744303607,0.131070596536714,-0.0840207916839069,-0.277589571744705,0.416395753946003,-0.117065561270425,-0.14496952622433,-0.149195821707224,-0.0955550269067672,-0.184473623898676,-0.167508336550838,-0.158252446847053,-0.0772956119705825,-0.11165962001515,-0.189824892236408,-0.171781956567812,-0.202871297471403,-0.0883305887031278,-0.096500368950619,0.373586488847496,-0.20885971601549,-0.171448095429817,-0.100406619076245,-0.177944148980017,-0.113838995880735,0.0295506223357537,-0.127668933492229,-0.111739887148382,1,0.0201587944284934,-0.0825651520655946,-0.0414370965082372,-0.0905811645975122,-0.0187953948972138
"Neurodegenerative.diseases",-0.0273521218987728,-0.0887246487639038,0.0941479063846708,-0.0588947994625409,0.128452634581379,0.0406160559461312,-0.0680055276716125,-0.0950410381113497,-0.0233075023496163,-0.124108430115996,-0.106688015516154,0.0305041514906587,0.0668873207507875,-0.118799731499538,-0.00240902543842816,-0.105588632156905,-0.0331187565902942,0.0694123566128261,0.0716291691358922,-0.103277014406021,0.221599362936145,-0.074866041421457,-0.014542089510595,0.112208627457878,-0.00974799742656493,0.144940124014474,0.0146230858887217,-0.0246993474518885,-0.0905899159797189,0.00670523955940394,0.0201587944284934,1,-0.0253823123935761,0.0467780269724988,0.00763602959144362,0.307376542195
"Substance.dependence",-0.0582727632352421,-0.103792581628593,0.03791325342716,0.0689442552195043,-0.00879964987539726,0.196056797229371,0.0923319545511754,-0.00114506678663438,0.0132854286243796,0.0930817416280636,0.0100618151072997,0.198432223275836,0.0552575608575255,0.256432230572,-0.0663720091460851,0.0610227948581803,0.258595675588175,0.2545756973693,0.197975852865754,0.0353771243543175,0.000966020381655939,0.104968439565087,0.329962628735712,0.210593419617564,0.054711311034291,0.348594210494073,0.0160554202232705,0.268885165286832,0.0464277496432578,-0.0959485360516644,-0.0825651520655946,-0.0253823123935761,1,0.572855803594726,-0.0777800153444314,0.0855842317758479
"Cardiovascular.diseases",-0.0238471734597335,-0.0400255847976485,-0.013376938705747,0.0307485555422953,-0.0362084075985273,0.146442775711533,0.0788844024267896,0.0410398052285311,-0.0624740089886745,-0.0159117822606604,-0.00897970575084944,0.0555341404385354,-0.0383687921067123,0.114804927312287,-0.0333102196220382,-0.048119244686665,0.106850551797463,0.0100371492499347,0.148147518512794,-0.0380656965386975,-0.0415864290533879,0.0165857070597207,0.18583791186611,0.138665882247186,-0.0432698111531728,0.237842843569822,-0.0490584375705929,0.143435638881543,0.053650708046443,-0.0481538354709051,-0.0414370965082372,0.0467780269724988,0.572855803594726,1,-0.0390355727762586,0.244940963267744
"Endocrine.and.metabolic.diseases",-0.0686940000194914,-0.00488198940553341,-0.0547564973357051,-0.022474553755219,-0.0179511715496659,0.181088672893116,-0.084637684620809,0.171647314822026,-0.0381943925729632,0.0742999237589378,0.0317986252721654,-0.0455295046494594,-0.0719795773948863,0.07554070475428,0.0803969424514652,0.131100640200277,0.0838393706035817,-0.0351233340334732,-0.012387023169069,0.131277677487372,-0.0767863619888537,9.03426788958598e-05,0.272163491440708,0.0536854608343414,-0.0360215507165936,-0.0302279984413316,-0.0712887884484342,0.0447815278001534,0.0848273010784849,0.624128150618362,-0.0905811645975122,0.00763602959144362,-0.0777800153444314,-0.0390355727762586,1,0.610426776812991
"Infectious.diseases",-0.00773672937567754,0.035754879344713,-0.0131677487603414,-0.1071329788256,0.0921913485312003,0.370662214492579,-0.0867291543993546,0.196759064999852,-0.0401524403499677,-0.079803436128661,-0.068464659053284,0.0250596726351996,-0.0283528289008883,-0.0439634466874499,0.00178227458483235,-0.0803842331323933,-0.0137117495228465,0.0300182851073448,0.0392512779632738,-0.0801154996494292,0.151402193736493,-0.103045449929415,0.412621131413807,0.055808113732325,-0.0319893604408862,0.118165312550422,-0.0279972582173563,-0.0445499534789635,0.0669849731461837,0.753426749912984,-0.0187953948972138,0.307376542195,0.0855842317758479,0.244940963267744,0.610426776812991,1
