"","x"
"1",0.513156230094384
"2",0.356527888574785
"3",0.263935557660829
"4",0.193893441516125
"5",0.176422572917975
"6",0.164823348865125
"7",0.132714699341143
"8",0.104907439369199
"9",0.100050981311096
"10",0.0859472151879034
"11",0.0799524168913541
"12",0.0659523912776793
"13",0.0507674529157894
"14",3.28625771006705e-13
