ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,76,130,2287,563,33,4865,499,41033,33,13,4037,19672,391,6795,2800,6,1300,714,8,164,13494,97395,1955,510537,4,2309,109549,0,471,815,5335,109,19618,357308,0,6,7,167,1307,4,3244,52016,195010,392,7673,0,132,11147,12006,0,13,3,1,605,451,43635,0,26113,74951,77,7482,14190,0,79,106,16,6313,47495,227,497,1153,22381,9298
CAN,25,444,80,220,631,1115,5926,138,96,568,5679,365,1835,696,1101,524,2021,1893,1155,9613,6551,1926,66174,138,1509,13108,6010,160,1140,3913,679,12767,69174,383,83,84,460,1154,284,1278,44373,14456,891,4312,28,162,2195,1659,3973,51,45,311,158,362,10435,827,349,27401,851,3107,6204,197,31,205,193,2350,14984,2423,824,57,5835,3236,3619,
CHN,80,76,2544,616,3,3025,228,48394,4,5,2829,22559,71,8132,3075,0,133,466,0,8,5884,65783,770,640963,0,1445,76689,0,181,94,5256,28,11514,430569,0,0,0,2,236,0,508,41672,245142,198,8828,0,0,2009,11026,0,0,0,1,54,52,56206,0,22201,84156,8,1613,19504,0,1,12,4,1755,58833,8,626,48,26613,10140,
MEX,21,451,62,148,853,1226,6876,81,36,1082,4206,290,1758,355,604,1069,2910,1197,2818,13729,12218,1609,79998,47,4691,8908,6160,546,2873,3706,469,23877,57171,287,13,240,154,564,108,5041,41471,7882,436,5455,32,523,2594,2743,2392,77,0,154,162,73,12971,260,1371,15752,694,4444,4811,123,49,18,76,4308,9529,1318,391,20,5173,1106,1662,
JPN,46,264,586,449,101,3323,2206,4077,26,51,6791,4860,857,3833,2410,11,1427,2290,43,1257,14317,25631,17435,17926,34,8242,45232,0,658,2131,6014,836,64465,30197,6,6,5,208,466,12,15430,56253,28917,1110,2458,0,334,6125,13697,4,2,8,23,311,2421,14296,0,44653,15007,243,10500,5872,0,13,147,138,13479,24155,188,437,2405,15606,8314,
KOR,34,376,234,327,365,2180,3905,904,225,183,6568,1344,1605,2088,1648,230,2416,3449,331,4227,9052,8799,38941,2160,332,10664,14643,22,889,3027,3270,3632,72328,4118,20,35,707,2246,1325,180,33577,35492,5298,2222,614,11,1801,3226,9221,79,294,148,36,1045,5752,5850,27,36515,2230,1326,11611,1863,15,844,168,712,14653,9960,2092,100,5614,8917,5266,
DEU,68,95,1668,610,5,2611,551,23920,9,1,3544,15192,96,7944,3060,0,198,410,0,30,8312,42317,3558,233991,0,1637,58072,0,15,112,5523,21,26855,208516,3,0,0,37,262,0,1593,49334,147238,47,9262,0,4,1518,12508,0,0,0,3,230,60,54566,0,28785,48548,5,2276,17988,0,8,60,0,2230,57304,26,571,84,26278,10123,
FRA,52,184,797,529,45,2854,1265,7089,22,23,5734,6409,376,5765,2837,22,819,1705,0,318,8774,29624,9647,41317,8,5606,40753,8,230,1107,6440,410,48110,52390,1,3,13,105,443,4,6576,59944,44602,760,3775,5,84,2713,16552,1,5,0,24,356,474,32711,5,44031,16815,125,6599,8193,0,6,139,29,7106,38126,135,454,702,22648,9694,
NLD,48,222,632,496,31,2942,1683,4758,38,27,6352,4971,532,4856,2711,10,524,2305,0,231,9598,25977,13907,23169,0,7246,37502,2,314,688,6690,451,57060,33285,7,3,8,327,608,2,10290,57866,31368,718,3068,4,33,2926,16855,3,6,10,13,616,910,23496,1,46699,12825,113,7957,6208,0,38,224,57,9842,31226,206,362,1099,20174,9399,
ITA,58,149,1096,557,59,2964,980,12047,11,22,4919,9319,294,6597,2893,10,1224,804,26,401,10749,36644,7325,88916,4,3436,53395,2,405,1644,5561,317,39854,94745,3,3,4,39,258,2,4660,57186,76070,654,5263,4,159,3300,15173,0,0,4,24,189,279,41361,1,37674,27349,111,5701,11243,0,9,82,40,5561,45330,69,523,585,23722,9748,
BEL,37,324,283,383,203,2276,3194,1259,60,153,7012,1712,1128,2704,2095,88,1631,2614,110,2329,10398,11735,30392,3274,188,11564,18044,37,966,3164,4164,2883,73140,6927,15,9,55,629,600,127,23997,41420,6669,2471,995,38,612,2628,12414,39,10,59,81,509,3371,9187,46,45042,3029,928,10439,1923,13,49,298,529,15247,14103,565,156,3329,12515,7267,
AUT,21,429,47,163,857,927,6770,34,11,1048,4431,258,1600,275,763,1383,2129,119,2298,13121,14096,687,82328,8,4717,7708,6232,574,2083,5349,371,24552,59236,87,2,303,109,130,26,4557,38452,5316,274,6575,94,596,2324,1883,2442,1,0,64,178,8,11742,132,1434,19218,809,4372,2997,54,0,23,19,3933,11702,1011,110,7,4525,1061,2448,
GBR,45,233,507,483,65,2366,1834,3211,33,45,6670,3851,575,4466,2662,27,742,2014,8,612,6590,17749,14975,12583,27,8609,26383,7,349,1502,5758,786,60633,22212,5,3,18,224,463,18,11119,58345,20351,1225,3014,5,137,1946,15424,8,5,6,34,448,1057,19755,5,49097,8231,222,7651,5873,0,31,203,89,10807,28121,228,362,1278,19260,9233,
CHE,25,458,67,233,431,1032,6089,92,102,344,5832,273,1962,719,1216,307,1183,2997,402,7681,4915,1471,69462,65,745,15409,3593,45,624,3425,1317,8441,68614,246,36,54,156,1429,311,429,49064,13015,466,2660,131,64,1541,1102,4573,90,31,167,135,417,10967,806,78,30118,340,1833,6751,228,48,160,241,1438,16027,2582,964,19,6386,3619,4148,
