ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,68,65,1890,388,47,2389,93,32226,18,21,1726,11604,102,4854,1432,33,1824,320,21,90,2233,48044,134,389503,23,851,40980,6,941,909,2682,20,3559,190433,9,4,30,18,811,4,391,21592,117274,278,2580,11,77,2868,5548,0,3,18,39,195,15,38538,5,9674,31531,88,2141,4882,5,23,67,36,1193,24169,60,132,129,11996,3347
CAN,19,328,42,129,237,496,4338,57,21,272,3306,113,1030,317,482,272,586,987,133,3894,1821,813,44977,36,369,6754,1508,121,345,1504,320,6297,38853,124,13,59,26,268,62,418,23102,7361,159,1879,10,100,387,299,1292,6,0,56,131,69,7014,361,110,10788,112,1006,2575,37,8,25,36,797,7194,792,140,5,2379,1076,1164,
JPN,55,104,1133,352,89,2176,436,14113,16,58,3018,6912,195,3886,1324,59,2236,236,29,399,5344,28657,1780,122785,53,1534,40077,58,1367,1862,1780,258,15864,79358,25,17,28,36,511,21,1898,37384,57466,1301,1871,62,112,2513,4953,0,3,40,56,200,201,26554,41,14729,17497,226,3176,3632,3,15,55,96,3606,18537,43,116,313,10071,3168,
DEU,56,65,1134,406,14,1275,216,13871,26,0,2132,7255,58,5113,1481,0,408,285,0,21,1633,17212,841,116636,0,1122,19116,0,0,180,2517,0,9898,84974,12,0,26,36,686,0,305,30758,58102,0,4373,0,41,1125,5239,0,18,0,12,412,4,40569,0,13286,13819,0,1003,6663,0,64,46,0,589,26088,78,176,65,12487,3403,
FRA,56,82,1151,389,8,1786,362,14207,14,3,2510,7480,93,4573,1460,0,277,517,0,5,4344,24012,1831,120934,0,1293,30814,0,92,83,3159,6,14564,87492,6,0,7,41,384,0,845,32150,61175,43,3417,0,14,1464,5776,0,0,3,1,253,58,33076,0,14801,17034,21,1563,5723,1,16,39,2,1577,22890,48,206,102,11958,3385,
NLD,36,185,346,284,133,1290,1331,2126,39,94,4231,1489,438,2408,1117,83,1497,850,65,997,2200,9581,8758,8499,94,4099,8368,37,759,1916,1824,996,35254,8696,18,16,68,142,565,42,7131,36393,6592,1577,531,54,233,850,4751,0,17,61,66,314,929,12178,38,20121,1581,411,4787,1214,9,41,78,232,6225,9266,236,61,839,7567,2720,
ITA,49,106,805,371,24,1645,520,7957,25,2,3031,4888,181,4188,1391,4,545,652,9,61,3730,18176,2815,52835,2,1833,20674,0,71,319,3304,0,18942,46676,17,0,30,60,521,0,1938,36746,32157,1,2956,0,63,1690,5850,2,5,6,23,385,143,29173,0,16891,8506,16,3024,4776,0,40,61,1,2564,20288,113,149,321,11124,3236,
GBR,50,100,850,375,14,1597,469,8688,17,15,3011,5250,129,4236,1426,8,343,582,4,49,3287,18674,2351,60312,10,1956,21198,0,382,219,3362,30,18057,50286,6,1,2,104,291,10,1347,37722,37613,223,2638,0,14,1297,5691,4,0,11,9,392,89,28903,0,17597,10000,51,2127,4938,5,15,53,29,2188,20524,50,176,155,11571,3339,
BEL,29,236,186,220,224,1028,2350,777,31,198,4314,710,602,1271,896,164,1701,590,215,2223,3992,4743,19432,2133,336,4940,7743,87,823,2538,665,3167,44809,2281,22,31,87,144,317,251,12075,24054,2716,2814,99,103,371,838,3184,2,7,75,91,172,2388,4392,122,18708,1277,816,3531,279,12,21,95,496,8067,3681,190,10,1139,4597,2286,
MEX,8,315,0,28,377,0,6088,0,0,908,751,0,727,0,56,382,0,0,814,8154,0,0,76827,0,2386,1894,0,185,0,286,0,24725,8734,0,0,142,0,0,0,5386,16064,0,0,421,0,326,528,0,0,0,0,0,21,0,8909,0,1210,1218,0,1255,0,0,0,0,0,2340,1035,0,0,0,1109,0,70,
