ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,78,85,2596,407,34,3214,313,54102,48,15,2913,14385,161,6220,1369,10,1676,274,12,72,7385,70998,1322,811537,10,892,75048,0,574,533,1987,89,15042,285428,4,0,51,101,2271,8,1437,52458,176313,418,1888,0,65,4528,4901,1,41,6,26,754,67,64333,0,13326,35367,111,3993,5944,0,102,122,23,2440,29852,174,119,275,12560,3084
CAN,27,338,167,184,158,1489,5268,606,62,124,5263,716,956,925,678,79,1216,1104,74,2415,11646,4894,68875,1418,114,6730,12511,32,558,1194,768,3251,84099,1950,16,31,89,794,483,109,27665,26246,2585,1272,98,60,339,2043,2809,43,22,38,76,370,6339,2387,31,19486,1300,620,5159,384,25,73,96,343,9535,3054,389,8,2104,2773,1593,
JPN,48,200,823,305,135,2709,1997,8700,22,94,5703,4229,472,3300,1067,95,3040,275,78,1103,15569,26484,17348,64321,107,3258,48594,60,1250,1915,1183,1443,65636,39950,30,29,38,125,520,96,9405,70694,31157,2164,882,66,257,3921,4765,6,1,36,94,261,1556,23159,51,22302,8820,516,6778,2052,4,23,77,222,7897,13999,105,88,961,7706,2446,
FRA,62,125,1506,385,5,2775,1024,22550,10,8,4498,8833,166,5044,1393,0,201,373,0,14,14456,39804,7929,239634,0,2124,67181,0,162,59,2222,129,44018,120790,0,0,3,103,316,0,3231,69553,87737,275,1760,0,3,2446,6403,4,1,2,4,186,324,42597,0,23115,21372,23,3154,4790,0,6,45,13,3765,23357,38,253,171,12381,3174,
DEU,66,82,1719,426,0,1705,434,27917,17,0,3453,9879,69,6507,1457,0,0,197,0,0,3870,27606,2282,322185,0,1604,39601,0,0,0,1667,0,23340,150203,0,0,0,32,571,0,916,66669,102596,0,3082,0,0,1019,5750,0,4,0,0,307,26,67029,0,18679,19471,0,1736,7061,0,32,90,0,1361,31916,44,209,60,13734,3234,
NLD,46,196,710,325,33,2196,1991,6773,55,34,5772,3735,371,3451,1221,6,686,747,9,297,9914,20568,17980,44876,18,4130,33813,2,484,472,1951,451,68245,31115,6,0,36,432,1092,17,8654,69966,26859,711,696,7,42,2045,5722,16,29,26,5,700,1159,22646,3,27136,7356,123,5077,2464,17,74,172,76,7054,14877,221,68,544,9321,2907,
GBR,79,55,2642,439,0,1699,242,54978,0,3,2521,15874,35,6752,1475,0,0,72,0,0,5485,30655,999,818682,0,715,60931,0,75,0,1027,24,12979,321897,0,0,0,0,0,0,352,49675,191004,153,3463,0,0,768,4178,0,0,0,0,0,30,68802,0,13366,37844,0,814,9867,0,0,0,3,1056,33504,0,316,19,13868,3254,
BEL,31,283,224,241,119,1173,4000,1032,40,86,5931,905,653,1590,968,73,1040,974,82,1439,5192,5750,48385,3081,93,6692,9262,15,370,1248,1045,2028,88374,3544,31,13,69,433,323,73,18833,39831,3603,1316,179,20,196,723,4187,5,11,47,99,392,3579,5881,16,26982,1137,445,4494,651,13,58,127,188,9892,5617,169,32,1144,5305,2435,
ITA,50,158,862,363,9,1870,1465,9201,21,10,5354,4715,238,4343,1341,0,180,429,0,82,8093,19460,12526,67959,0,3732,32716,0,124,196,1958,182,57252,46352,0,0,3,107,439,0,5191,74134,34818,305,1714,0,6,1452,6387,2,5,2,7,312,569,33089,0,27507,8435,31,3727,3764,0,36,104,14,5180,19576,66,182,299,11314,3097,
MEX,9,371,2,34,436,50,8780,0,10,849,1276,1,811,12,71,483,69,139,1690,8198,641,0,147733,0,3456,3722,32,173,67,345,0,27335,21477,0,9,163,61,117,0,5633,26543,336,0,583,0,383,545,7,73,9,0,69,51,4,10722,0,1070,2227,0,1673,227,0,15,3,7,2185,1728,6,53,0,1202,30,90,
