ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,76,83,2457,393,10,3114,307,49874,38,3,2741,13067,147,6062,1297,0,444,310,0,32,7790,68390,1221,729080,0,897,68974,0,112,186,2085,19,13570,251404,0,0,15,117,1712,0,1360,47489,155969,77,1897,0,30,3792,4965,0,22,9,0,691,94,65705,0,12449,31391,21,3848,4609,1,75,68,2,2172,28166,125,87,247,11772,2895
CAN,26,339,164,161,144,1699,5482,592,62,156,4756,721,948,718,569,61,1188,967,67,2030,18153,5211,72416,1406,132,5983,15729,11,758,899,499,4279,77011,1929,21,15,92,903,476,167,26677,20877,2497,1387,36,36,258,2636,2246,25,19,67,31,380,7128,1637,27,16086,1570,642,4777,221,30,87,57,493,8486,2435,344,3,2026,1891,1325,
JPN,48,190,831,297,94,2571,1917,8812,16,91,5513,4340,407,3110,1034,37,2165,406,71,771,16134,24224,15686,65249,79,2924,50001,33,1196,1379,1253,1473,62714,41535,10,14,21,200,309,93,7865,67957,31466,2197,851,42,147,3390,4294,3,1,11,49,288,1590,21008,54,21172,9414,409,5331,2044,3,11,51,229,7662,13564,63,60,734,7002,2387,
FRA,59,134,1355,356,11,2762,1205,19150,11,14,4624,7714,182,4357,1288,2,383,249,0,81,17209,35933,9295,192064,2,2193,67768,0,271,189,1748,248,47715,98439,0,1,1,107,322,4,3719,66453,72883,457,1373,0,5,2411,5721,1,1,4,7,215,569,34383,0,22531,19184,36,2902,3340,0,8,41,22,4456,19616,30,132,179,10760,2952,
DEU,68,73,1867,411,4,1779,293,32204,11,2,2968,10064,61,6482,1366,0,124,155,0,21,3485,31852,1101,396901,0,1392,40532,0,62,124,1371,14,15445,163278,0,0,0,27,402,0,644,57315,107256,62,2618,0,3,991,5695,0,1,2,3,223,15,71844,0,15413,20326,6,1732,5356,0,10,51,1,1074,30930,27,128,55,12729,3019,
NLD,51,149,924,351,5,1885,1312,10351,12,4,5073,5000,234,4223,1251,0,99,326,0,60,8334,20168,9794,80559,0,2894,35325,0,50,129,1891,74,51039,51981,0,0,0,163,236,0,4792,72955,37899,136,1565,0,3,1365,5664,3,1,2,3,255,633,32751,0,23551,9150,8,3801,3566,0,10,36,2,5224,19398,38,139,330,10034,2858,
GBR,76,56,2430,420,1,1578,252,48393,0,2,2550,14116,36,6409,1382,0,33,30,0,4,5343,26256,1027,689846,0,757,56787,0,34,40,748,22,13098,271031,0,0,0,0,0,0,397,49464,165274,112,3307,0,0,631,3982,0,0,0,0,0,31,65969,0,12916,32372,2,733,8259,0,0,0,1,1219,30996,0,193,27,12697,3031,
BEL,30,269,204,231,119,879,3851,912,11,98,5730,748,585,1480,920,63,838,610,80,1702,3837,4258,45180,2611,115,6512,6820,23,313,1539,718,2448,84442,3003,7,15,20,76,107,104,16506,38181,2658,1649,133,19,198,419,3203,1,1,10,92,73,3408,5516,26,25808,832,430,3512,434,1,3,49,219,9378,4978,70,25,976,4915,2300,
ITA,46,167,700,335,18,1628,1696,6660,11,15,5373,3544,246,3732,1244,2,332,376,0,191,8104,15193,14821,43725,2,3949,26055,0,134,363,1711,321,60758,30585,0,1,2,107,208,4,5587,67948,23992,450,1129,0,13,1068,5770,3,0,4,19,167,879,26318,0,27003,5875,43,3280,2426,0,7,54,22,5565,16245,41,105,274,9884,2901,
MEX,8,358,0,28,368,0,8517,0,0,825,1016,0,745,0,56,249,0,0,1485,7476,0,0,142098,0,3601,3924,0,96,0,186,0,25737,15278,0,0,112,0,0,0,5967,24245,0,0,273,0,310,464,0,0,0,0,0,49,0,10048,0,1062,1746,0,1364,0,0,0,0,0,2069,1302,0,0,0,1056,0,70,
VEN,15,382,23,82,291,449,7802,12,7,412,2799,84,1043,95,264,381,520,61,464,5944,6567,195,117752,1,994,5345,2178,98,485,970,17,13597,48429,31,4,85,28,67,9,1358,31951,3117,48,1471,1,89,563,738,462,3,0,15,53,11,11104,30,220,8015,178,1273,1268,18,2,2,11,1260,5091,276,56,0,2116,207,575,
CHE,23,342,87,166,153,747,5611,208,61,86,4757,276,949,651,636,94,530,1227,139,2535,3791,1976,75277,283,141,7160,2884,11,142,975,780,2837,77437,552,7,22,139,535,239,103,28019,17987,576,789,98,9,471,497,2036,29,37,48,35,216,6801,1348,9,18839,259,509,3567,114,0,122,43,202,8728,1867,428,2,2053,2215,1541,
AUS,24,346,134,142,166,1621,5997,399,19,254,4411,608,944,535,482,110,1243,722,122,2761,20861,3973,80892,750,272,5973,14694,35,1219,1055,426,7321,73873,1325,7,36,30,249,138,479,27076,15918,1816,2113,55,58,246,3003,2194,15,0,29,62,106,7921,913,106,14270,1407,801,3588,253,7,11,30,833,8012,1539,122,27,1970,1494,1047,
SWE,23,328,74,179,126,633,5615,120,24,88,4893,291,821,612,748,31,434,662,64,2556,5001,969,76991,92,91,6829,3859,15,173,1220,660,2804,79784,340,7,16,42,322,66,72,25307,14793,574,977,92,14,265,457,2406,0,8,17,51,174,6558,778,15,22634,385,371,2550,298,9,25,64,190,9391,1873,126,38,1522,2419,1966,
AUT,17,341,36,100,471,579,6682,34,18,474,3047,99,897,240,307,348,1372,91,2896,5940,8797,503,100385,20,3371,2812,2050,151,759,1761,211,12376,55660,45,7,62,116,170,47,2840,24873,5341,141,2314,12,198,1185,623,1615,11,6,69,23,15,8695,165,342,9651,96,1672,2237,76,7,15,33,1378,4869,526,127,38,1819,684,577,
DZA,4,263,0,6,151,0,7651,0,0,962,195,0,297,0,4,22,0,0,276,6088,0,0,140189,0,3102,1495,0,8,0,4,0,34533,1781,0,0,54,0,0,0,10297,9132,0,0,13,0,116,101,0,0,0,0,0,3,0,6020,0,2160,126,0,241,0,0,0,0,0,1316,69,0,0,0,175,0,1,
ZAF,13,399,3,75,257,38,8263,0,2,382,2548,3,1099,27,256,256,75,38,278,5645,149,0,128397,0,640,7161,40,61,30,710,3,13288,40188,0,7,84,14,17,0,962,35074,828,0,1019,0,68,450,14,105,0,0,8,95,2,11864,0,166,7949,1,1159,237,0,0,1,0,1184,5045,27,18,0,2252,108,579,
SUN,23,356,105,148,146,1206,5949,265,64,152,4488,437,1005,536,533,150,751,1338,128,1966,11603,2596,81004,414,198,7418,8815,9,435,738,736,4466,73891,754,21,21,117,704,289,273,29726,15817,1182,1096,79,4,256,1920,1832,27,37,82,46,218,7450,954,18,15894,925,761,3379,137,1,141,34,484,8257,1503,410,1,2196,1696,1210,
HUN,15,335,34,71,418,685,7091,43,33,692,2429,83,755,147,182,710,1205,25,1910,5662,13682,724,110441,39,3429,2320,2947,241,1279,1496,0,18775,46043,31,2,57,129,431,100,4554,21784,3448,156,2954,0,245,575,676,1260,14,13,174,23,12,8653,142,853,5806,113,1519,1686,14,40,27,47,1841,3535,255,177,0,1179,322,293,
IRL,4,255,0,6,192,0,7254,0,0,955,169,0,298,0,4,16,0,0,592,6512,0,0,131996,0,4637,824,0,4,0,4,0,32986,1572,0,0,49,0,0,0,10018,8032,0,0,7,0,145,149,0,0,0,0,0,6,0,6079,0,2159,98,0,262,0,0,0,0,0,1298,71,0,0,0,175,0,1,
BRA,16,382,16,104,267,188,7409,7,12,248,3350,34,1084,135,384,143,346,182,362,5396,1024,80,110694,1,495,6769,439,60,89,1097,60,8780,55593,4,10,38,37,110,21,422,33734,3853,28,1193,3,77,599,135,493,13,0,13,101,14,10324,51,89,11910,31,1055,1094,18,3,2,25,682,6642,237,104,2,2365,528,917,
DNK,18,360,32,121,302,432,6878,27,29,267,3662,94,984,243,452,237,502,463,619,5134,5448,266,101078,8,806,4811,1986,49,289,1504,195,8665,63108,48,13,48,119,394,36,655,29678,5796,106,1494,12,58,791,405,1308,8,10,39,49,97,9141,171,79,13833,131,1145,1717,60,11,37,45,775,7068,541,182,11,2051,890,1082,
NZL,9,372,0,36,367,0,8480,0,0,736,1290,0,843,0,84,294,0,0,1648,6995,0,0,139164,0,3442,4998,0,170,0,273,0,22282,19352,0,0,103,0,0,0,5028,27458,0,0,465,0,239,547,0,0,0,0,0,38,0,10515,0,819,2691,0,1493,0,0,0,0,0,1965,1824,0,0,0,1359,0,126,
PHL,5,294,0,10,243,0,7907,0,0,954,308,0,434,0,10,85,0,0,918,7567,0,0,138564,0,4976,1544,0,43,0,29,0,32399,3163,0,0,57,0,0,0,8667,12627,0,0,59,0,194,227,0,0,0,0,0,10,0,7919,0,1912,240,0,469,0,0,0,0,0,1644,222,0,0,0,360,0,5,
