ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA,80,52,2674,486,0,2072,91,55120,11,0,1870,18062,72,7088,1890,0,0,147,0,0,2358,47029,153,807036,0,686,50342,0,0,0,2040,0,4512,369978,0,0,0,8,587,0,291,31488,209015,0,5269,0,0,2506,5133,0,7,0,0,131,10,67125,0,11763,51044,0,1686,9463,0,7,48,0,985,39654,57,299,106,17978,4719
CAN,25,355,111,189,263,1107,5116,299,36,299,5017,430,1162,796,775,253,1422,1166,187,3718,7150,2925,61051,520,295,6407,7084,65,802,2059,659,7638,70572,732,48,51,73,253,266,486,29681,19419,1327,3011,44,107,416,1510,2728,4,6,56,176,165,7560,1707,124,19411,780,1349,4764,329,21,17,80,958,11415,2168,265,10,2830,3015,2018,
JPN,60,127,1344,426,23,2765,680,18420,48,32,4052,8591,290,5510,1699,3,625,495,4,140,6965,41115,4083,176435,16,1971,47932,4,908,467,2995,168,29066,109920,2,0,15,77,1757,4,3466,60476,78648,587,2720,2,46,3998,6367,1,40,25,1,458,272,45712,9,22084,20963,112,5883,5220,30,36,116,98,4512,28342,261,192,623,15197,4286,
FRA,65,82,1610,470,1,1801,464,24211,5,1,3293,11233,72,6331,1905,0,12,163,0,8,5606,27523,2593,253742,0,1325,44418,0,9,51,2065,22,22800,162158,0,0,0,11,229,0,1131,54499,107870,54,4752,0,0,892,6112,0,1,0,0,39,74,53928,0,21149,28706,1,1476,8145,0,0,35,0,2024,34974,9,318,42,17679,4768,
DEU,62,83,1418,473,0,1541,426,19740,13,0,3316,9665,90,6530,1885,0,0,213,0,0,3147,22924,2277,189861,0,1374,31346,0,0,0,2394,0,21552,130568,0,0,0,66,315,0,1133,56874,86454,0,4849,0,0,1009,5584,0,1,0,0,314,44,57626,0,20972,21090,0,1932,8614,0,18,62,0,1984,36297,50,283,119,17492,4711,
NLD,43,188,519,384,15,1512,1559,3855,36,13,5544,2895,384,3924,1667,0,220,1016,3,151,1511,14706,12753,18321,8,4971,10143,0,175,241,3395,111,54513,21544,0,0,16,73,726,2,7727,62146,14201,226,2131,0,42,865,6957,1,24,8,0,327,826,23627,0,32685,3476,45,5181,3246,10,27,120,36,7397,18866,177,201,640,13425,4372,
BEL,33,278,255,273,176,1380,3152,1294,24,201,5902,1036,783,1951,1175,117,1703,1183,97,1723,3932,8460,31091,4300,138,6255,9285,48,795,2080,1348,4041,72308,4465,20,26,45,112,310,229,17864,42396,4592,3514,147,60,258,1057,4745,0,3,35,138,149,3324,8098,97,27209,1412,892,6251,679,8,11,98,590,11563,6784,156,72,1693,7215,3156,
ITA,54,125,995,436,13,1827,816,11196,30,14,4272,6309,233,5534,1765,7,370,336,0,27,4885,22871,5441,85574,5,2164,26443,0,166,173,2913,166,34374,68695,0,0,11,53,946,4,3392,62566,47241,408,3355,0,20,1846,6732,3,23,12,0,199,269,44069,0,25629,11760,72,4478,6298,1,37,68,41,3883,28591,204,257,488,15990,4421,
GBR,63,91,1490,463,1,1918,444,21485,13,1,3472,10080,113,6275,1871,0,11,279,0,9,4043,29661,2325,215615,0,1847,39069,0,6,50,2586,21,22088,138896,0,0,0,16,516,0,1245,57739,94441,55,4115,0,0,1833,6354,0,8,0,0,122,68,54407,0,21933,24352,1,2261,7176,0,7,59,0,2262,34258,58,286,138,17413,4706,
MEX,9,377,0,36,469,0,8329,0,0,1117,1170,0,923,0,84,563,0,0,1513,8702,0,0,125458,0,2751,3064,0,315,0,345,0,35016,17361,0,0,224,0,0,0,7566,24879,0,0,775,0,488,599,0,0,0,0,0,11,0,12196,0,1684,2359,0,2187,0,0,0,0,0,2987,1736,0,0,0,1575,0,126,
SAU,29,348,208,198,283,2035,4741,848,99,208,5003,1025,1254,1022,759,338,2397,1233,154,4216,16174,7625,53504,2243,230,4094,17297,110,965,2255,1131,5394,70275,3321,22,113,153,1111,815,341,28828,25989,3712,2493,276,111,770,4096,2182,40,54,49,62,531,8140,2722,128,17251,2253,1209,7601,321,0,224,41,554,10454,4079,676,3,3377,2941,1880,
CHE,25,346,106,194,271,987,5089,244,58,307,4973,452,1114,802,802,326,1422,883,326,3436,6763,2229,60067,315,338,5217,5835,116,546,2126,993,8462,71643,823,31,78,76,1093,161,729,26911,19389,963,3664,202,59,585,1034,2952,36,10,36,98,446,7827,1499,207,19786,654,1340,4634,415,1,123,77,890,11004,2772,374,8,2693,2889,2110,
AUT,19,366,39,132,439,626,6441,25,15,620,3632,120,1150,348,476,642,1378,262,1010,6262,7791,227,83840,13,1670,2682,1792,197,915,2192,526,17316,58755,30,32,112,73,145,40,2567,27659,6959,89,4075,36,148,958,677,2844,9,1,43,31,44,10785,199,474,12479,119,2101,3022,189,4,6,31,2009,7552,803,125,97,2681,1255,1046,
IDN,12,391,10,56,397,311,8165,1,6,970,1830,35,1074,27,157,719,369,38,800,8395,5478,39,117089,0,1815,3211,1015,214,807,960,0,30702,29272,0,0,185,2,210,6,5334,27721,677,7,2213,0,299,510,555,207,9,0,24,66,0,13558,2,1214,4207,77,1858,688,0,6,0,8,2878,3303,70,46,0,2034,45,294,
KOR,15,382,13,92,450,161,7158,5,24,794,2929,18,1105,118,314,790,517,201,1080,7265,909,56,97918,0,1777,4115,171,264,254,1783,67,22464,47251,5,13,156,124,273,11,3917,29271,3181,9,3608,1,316,640,34,545,17,3,69,55,42,11237,41,917,8795,4,2267,999,14,13,13,41,2446,6143,144,183,10,2270,464,673,
SUN,22,383,78,153,374,1161,6147,116,75,352,4056,375,1338,462,587,439,1588,1146,731,5100,12206,1525,79421,77,829,3832,6789,71,916,1682,892,10087,60852,396,48,113,205,1296,199,1004,33605,10168,660,2324,130,38,1065,2138,2378,52,18,138,34,376,10512,444,124,14488,771,1742,4169,337,0,135,63,1136,8985,1506,538,0,3419,1550,1444,
CSK,15,310,32,73,947,528,5718,35,48,1093,2314,78,701,155,187,1549,1899,133,8859,4870,8373,421,80185,25,5669,1198,1954,1388,1471,2312,83,24978,42238,31,28,75,1018,123,77,8234,16698,3898,133,4334,0,948,1323,447,1339,0,36,405,38,38,6310,125,2121,5352,108,3828,1477,23,56,42,49,2576,3338,238,268,20,1091,375,287,
VEN,13,405,19,59,456,568,8214,8,14,889,1866,75,1199,35,168,552,804,72,1039,8627,9579,234,117050,0,1999,3486,2030,240,1284,628,6,28356,28925,28,9,255,12,542,10,4356,30682,1135,16,1540,0,263,809,1314,136,6,0,23,19,46,14414,8,843,4321,177,2319,908,0,0,42,0,2751,3247,131,14,0,2550,24,331,
NGA,11,407,18,37,352,730,8979,8,14,1041,1036,65,1138,8,84,294,664,35,411,9343,15116,323,132872,0,2315,2265,1703,110,1900,175,0,35188,13545,28,5,171,10,565,14,5522,28260,254,8,505,0,249,613,1928,31,6,0,39,10,14,16146,0,947,2003,140,1366,292,0,0,42,0,3300,1385,28,14,0,2189,0,126,
IRL,8,396,0,28,306,0,9189,0,0,1135,720,0,1026,0,56,143,0,0,244,10092,0,0,138744,0,2220,2166,0,69,0,86,0,39427,7388,0,0,166,0,0,0,6575,25049,0,0,193,0,220,519,0,0,0,0,0,7,0,15943,0,1318,1347,0,1004,0,0,0,0,0,3374,813,0,0,0,1781,0,70,
AUS,24,358,112,164,375,1260,5479,293,40,446,4522,463,1186,659,609,340,2297,598,489,5688,10776,3224,64717,451,949,4258,7847,128,1492,2359,770,11153,68485,932,31,99,142,406,223,1296,27920,17237,1276,3749,71,165,774,2039,1847,13,9,107,92,172,9202,1209,244,15404,838,1784,5342,206,13,39,75,1550,9422,2097,305,33,2880,2099,1414,
SWE,27,326,122,229,178,937,4450,328,30,214,5521,482,979,1102,1013,146,1033,1251,93,2318,3549,3006,51001,489,152,7032,4439,41,481,1737,1223,5378,75484,1095,19,24,43,245,206,296,24446,24629,1288,2873,171,32,294,530,4084,2,9,44,123,177,5986,2438,92,25322,430,856,4795,559,12,17,110,643,12204,3710,196,69,2179,4516,2785,
