"","V1","V2","V3","V4","V5","V6"
"sig_1",-0.289381589834722,0.374879856255957,0.204490473289174,0.463486034352704,-0.116996607718829,-0.393077639803181
"sig_2",-0.117436604940316,-0.0113095435166211,0.560399153907566,0.0304774336923238,0.0292615521908533,0.113563030093335
"sig_3",0.114374008598432,0.0380912944330435,-0.31965232937423,0.117671243134539,0.122967195644751,0.357471235397314
"sig_4",-0.0746877411385843,0.171907302030328,-0.216770338924096,-0.141494596197896,-0.0256340912367365,0.0775387713357016
"sig_5",-0.0121933111667625,-0.138408287759745,-0.0203371205455907,0.00778446444584561,0.0923561852952724,0.0871750955148439
"sig_6",0.0804524311120754,0.0601700201894523,-0.286708201280777,-0.337624265970468,0.354210198620767,0.102134439612453
"sig_7",-0.0140674562708211,-0.196756587115377,0.231905020426971,-0.376637350762649,-0.00276443623415194,-0.0684789623489861
"sig_8",-0.00253192199604596,-0.262737546740446,-0.0647103312450855,0.0558850128359106,-0.0287605483280227,-0.19712829239462
"sig_9",-0.178840402013728,0.187987587185474,0.141394878617154,-0.350684600681734,0.199105804871261,-0.44247171147759
"sig_10",-0.250719810399856,-0.135285389596732,-0.0145468850564211,-0.603326361219428,-0.164654427432946,0.0380138620724722
"sig_11",-0.135489583262526,-0.0636963129499934,0.302771106087294,0.351906073506801,0.158504222849066,0.0897917409622043
"sig_12",-0.130010739151804,-0.0462460299627626,-0.0958539940657973,0.177477448432841,-0.625614077823395,-0.0421187440658348
"sig_13",-0.128832993617533,0.0469708644515534,-0.193927964401869,0.269406852143982,0.122586787683371,-0.342655770519221
"sig_14",-0.233827059954845,0.224157477249043,-0.10345301205079,-0.261456346627749,-0.252254074748539,0.182810079483573
"sig_15",-0.0171713689239038,0.00980335789406071,-0.132776128140234,0.0807205700426375,0.0595170112834729,0.21836817826704
"sig_16",-0.0856304667645167,0.0614698077925525,0.0576585025004068,0.231547460851795,0.306646964071258,0.0663770630179301
"sig_17",-0.0988614643487302,0.173612978238963,0.103815875680439,0.220380157104242,-0.0952775485702764,-0.554225660825118
"sig_18",-0.00772264626516131,0.0117764659630613,-0.147251866703017,-0.166382427959741,0.309795574602799,-0.0371092296493841
"sig_19",-0.0744568073733894,-0.180716948700813,0.172640830084077,-0.296967846254988,-0.0163156397574314,-0.108168779192321
"sig_20",0.0130766437341291,0.0388096062945265,0.237084064063845,-0.0601424983940493,-0.254600575240473,0.25457707844182
"sig_21",0.00301627699420822,0.110714806785885,0.208574356645881,0.0472478565731896,-0.0341567689026279,0.0401839265037118
"sig_22",0.0822665618501952,0.169942070877004,0.0104919775855609,0.484293968033434,0.0669964603480748,0.298025234622473
"sig_23",-0.129287897337624,-0.159164780598485,0.199619075384698,0.485860099476279,0.148036710716768,0.5697466432712
"sig_24",-0.0257228890802885,0.166257709134638,0.0884133570363336,0.0671586926633662,0.116536711084554,0.723821785627796
"sig_25",-0.0138975732054888,-0.218378680667399,0.0358336385969961,0.0458244389966145,0.146871648232974,-0.577288812397567
"sig_26",-0.16004189396489,-0.614756410345771,-0.545779676569401,-0.270343487017488,-0.169967347825411,-0.103314741438964
"sig_27",0.11984026538466,0.250603284278028,0.111636909056151,-0.0109421636206526,0.46174956030844,0.126535337993319
"sig_28",-0.0610706114735635,-0.243709855197422,0.0396353501904302,0.109524260523933,0.0893798868534218,-0.363550796340789
"sig_29",0.0544827846692378,0.171685571894466,0.137764001717228,0.0782948106787767,0.0809117859342658,-0.0362999300339111
