"","V1","V2","V3","V4"
"Transport.and.catabolism",-0.292536405977964,0.913469841089847,0.124342274492386,0.254036019829562
"Cell.motility",-0.165886284948579,0.15265849661216,-0.942544613970081,-0.24654974052727
"Cell.growth.and.death",0.422185082292056,0.0909322525765616,-0.0685832527376551,-0.899326091679389
"Cell.communication",0.756074676329391,0.107020298245699,-0.208955676836959,-0.610929836146849
