"","V1","V2","V3","V4"
"sig_1",-0.0692000758186938,0.295247064738333,0.071730297606899,0.0626841954825014
"sig_2",-0.0593744202673205,-0.0305930549260435,-0.180748950592909,-0.056917620525959
"sig_3",0.109482006837986,-0.046586389624019,0.0796869489736991,0.0242676134710047
"sig_4",-0.00131512378750332,0.628411176300945,0.21955842752485,0.00170767089948095
"sig_5",-0.0395337813684872,0.111017073161543,0.100736315407518,0.073010221312539
"sig_6",0.240373458850596,0.0455590101662813,-0.597683210158597,-0.362795694546769
"sig_7",0.0139271856972317,0.00309280860698316,-0.0625231500946413,-0.0589762885467482
"sig_8",0.0268635676827501,0.0935867781912866,-0.497341702007267,-0.242014150373998
"sig_9",0.12735896296097,-0.0913999472700992,0.00826561887688848,0.0874458784303834
"sig_10",0.0593369261282573,-0.0638783181438686,0.0772211903639453,-0.0272116593935382
"sig_11",-0.124671837922205,0.451870024766545,0.227563067610789,-0.0625343427699589
"sig_12",0.52180208059478,-0.0708902716174035,-0.0555013258841837,-0.110480633392174
"sig_13",0.316341968126321,-0.0926148699576111,0.0113105203250206,0.078460112753864
"sig_14",0.144802698311873,-0.109962651750068,0.10057609124276,-0.235662874446934
"sig_15",0.222628582604296,-0.119126148416353,-0.0330811394257925,0.0124199912015589
"sig_16",-0.0112613616385252,-0.0516307038329672,0.0595016773893424,0.052518244690839
"sig_17",0.027327121153563,-0.0883251771359454,0.149699934530378,-0.311934636633595
"sig_18",0.208620756269138,0.0771869820945093,-0.173559813036158,-0.00818714151302836
"sig_19",0.291008083381933,-0.0616849110027695,0.0578898332167699,-0.10982564319314
"sig_20",-0.0263953277801501,-0.0255001517980312,0.0399542180038173,0.0267776668710304
"sig_21",0.16536850743068,0.0565318572061452,0.0143605629283386,0.0939774089230686
"sig_22",-0.0430191702579575,-0.0584798636868313,0.163269797264959,-0.150237352628691
"sig_23",0.301926538875273,-0.0544013251479682,-0.489127927131112,-0.422415196420986
"sig_24",0.540566084268912,0.0462997007072528,0.0195546847559957,-0.286624880508269
"sig_25",0.0874603394671113,-0.0745087499600909,0.0254014103716362,0.0730296014360393
"sig_26",0.212862026952082,0.180562772968639,-0.37212347222343,-0.219931367598828
"sig_27",-0.0304552911726844,-0.0712163506116536,0.0673101118090177,0.0544194292656495
"sig_28",-0.0471137674693518,0.0241771437592882,0.104283490415197,-0.0842153155566353
"sig_29",0.0232065355956967,0.0446143677058393,-0.135055888349683,-0.0839644094498392
