"","V1","V2","V3","V4"
"ec:1.1.1.42",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:1.1.3.15",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:1.11.1.6",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:1.14.13.39",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:1.17.3.2",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:1.17.4.1",-2.09447791248509,-1.4759521863864,1.10687443704442,-2.78981698013891
"ec:1.17.99.3",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:1.3.1.38",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:1.3.3.6",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:1.4.3.1",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:1.4.3.3",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.1.1.43",1.29063938623664,-1.17517607509089,-0.365460226853905,0.747451409277472
"ec:2.3.1.16",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.3.1.176",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.3.1.42",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.3.1.78",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.5.1.18",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.6.1.51",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.7.1.137",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:2.7.1.149",-1.55042520659224,-1.28630506273361,-4.06113872282097,-0.315676475716923
"ec:2.7.1.150",-0.647954424073934,-0.235849910625292,-1.16003887569825,-0.00704194000049196
"ec:2.7.1.153",-0.339800938551018,-0.00312334141420223,-4.80453826413312,-3.17180743448409
"ec:2.7.1.36",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:2.7.1.68",-0.347941462973002,3.73177928063686,-3.73387864331162,0.731253952726961
"ec:2.7.4.2",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.1.13",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.1.5",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.2.2",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.2.22",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:3.1.2.27",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.3.2",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:3.1.3.67",1.71257872550337,-0.87040643447228,-0.211018798433111,0.0618444786633223
"ec:3.1.4.11",4.53190937700683,-0.263529506117127,-0.986653336470936,1.50588083078871
"ec:3.1.4.12",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.4.4",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:3.1.6.12",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.6.13",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.6.14",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.6.4",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.1.6.8",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.10.1.1",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.18",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
