"","V1","V2","V3","V4"
"ec:3.2.1.20",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.22",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.23",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.31",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.35",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.45",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.46",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.49",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.50",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.2.1.52",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:3.2.1.76",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.3.2.10",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.5.1.23",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.6.1.22",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.6.1.6",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:3.6.3.14",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:4.1.1.9",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:4.1.3.4",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:4.2.1.107",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:4.6.1.1",3.67842811388551,1.26431222629905,1.41232989795216,-6.14502914231257
"ec:4.6.1.2",4.1099700377401,-0.568299146735741,-1.14109476489173,2.19148776140286
"ec:5.1.99.4",-0.17082133504822,-0.299953069470245,0.201126379297073,0.106661296310075
"ec:5.3.3.8",-0.222616730581344,0.878708400327979,0.379895716429138,0.187889359405372
"ec:6.2.1.3",-0.429798312713838,5.59335427952088,1.0949730649574,0.512801611786562
