"","V1","V2","V3","V4"
"ec:1.1.1.42",-0.190411152121625,0.242767401453428,0.406816872859758,0.257844354766321
"ec:1.1.3.15",-0.253957996055072,0.951110839684783,0.505276259159975,0.196165171247519
"ec:1.11.1.6",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:1.14.13.39",-0.220241514176602,0.9667741887371,0.447841267743831,0.399200200662537
"ec:1.17.3.2",-0.0565185003792563,-0.0172578206041321,-2.34759307855311,-1.44693026564934
"ec:1.17.4.1",-1.77110296908446,-1.41181697261904,0.130673266317526,0.865029897373393
"ec:1.17.99.3",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:1.3.1.38",-0.180315920114619,-0.194370533313528,0.344853760298473,0.123211265894199
"ec:1.3.3.6",0.5638850399491,1.17460069613786,-0.619709955143805,-0.739744316870103
"ec:1.4.3.1",-0.190411152121625,0.242767401453428,0.406816872859758,0.257844354766321
"ec:1.4.3.3",-0.0376382145149154,-0.362168120098965,0.372321236405323,0.665539476649766
"ec:2.1.1.43",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:2.3.1.16",-0.172023185756065,-0.31422908621256,0.166121276066527,-0.11314466224035
"ec:2.3.1.176",-0.190411152121625,0.242767401453428,0.406816872859758,0.257844354766321
"ec:2.3.1.42",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:2.3.1.78",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:2.5.1.18",-0.187877694533677,-0.328532484428996,0.260476185450545,0.0929560227910823
"ec:2.6.1.51",-0.0310331389011755,0.252118999561836,-1.02907264581232,-0.672771501401925
"ec:2.7.1.137",-1.30659101813114,0.679437606103754,-2.67874876680643,0.0129866515036901
"ec:2.7.1.149",-1.13854954711377,0.46797961704307,-3.00567639760448,-0.221417501876835
"ec:2.7.1.150",-0.458083617251339,-0.485666908825548,-0.886887638635717,-3.67007299783269
"ec:2.7.1.153",-0.589271022077042,-0.892489154604598,-4.11049086195255,-1.85538892033152
"ec:2.7.1.36",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:2.7.1.68",-0.391515296070888,3.0415445129962,-2.84824972685628,1.54381556760944
"ec:2.7.4.2",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.1.13",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.1.5",-0.681097478488675,-0.204476066834704,1.54019951663682,-0.13921853215591
"ec:3.1.2.2",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.2.22",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.2.27",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.3.2",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.3.67",1.78123947087959,-0.953121989507623,-0.264680440389039,0.0993716902717545
"ec:3.1.4.11",4.6742063276505,-0.297293760687345,-1.17074525862094,2.06560841726203
"ec:3.1.4.12",3.69187541346405e-05,-0.232535068134098,0.155501835584854,0.20592293929744
"ec:3.1.4.4",0.161480085920269,0.959440918072589,-0.0265249880733513,-0.596404155492002
"ec:3.1.6.12",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.6.13",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.6.14",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.6.4",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.1.6.8",-0.180315920114619,-0.194370533313528,0.344853760298473,0.123211265894199
"ec:3.10.1.1",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.2.1.18",-0.40520029126706,-0.474732924368222,0.139877727409682,1.56095567464201
"ec:3.2.1.20",-0.209669559290669,-1.02183358513379,1.14498192485829,-1.83115275949374
"ec:3.2.1.22",-0.0901469978485216,-0.388152341870876,0.353783054626129,-0.991407320326657
"ec:3.2.1.23",-0.21254330706609,-0.309902210927872,0.225491612561521,0.452965729120164
"ec:3.2.1.31",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.2.1.35",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.2.1.45",3.69187541346405e-05,-0.232535068134098,0.155501835584854,0.20592293929744
"ec:3.2.1.46",-0.330459276559446,-0.477619225350347,0.191159381587148,0.374170011937177
"ec:3.2.1.49",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.2.1.50",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.2.1.52",-0.185363536118122,0.02419843406995,0.375835316579115,0.19052781033026
"ec:3.2.1.76",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
"ec:3.3.2.10",-0.12335031800448,-0.26603687645237,0.242187249309387,0.22102445942396
