"","V1","V2","V3","V4"
"sig_1",-0.0665326473996182,0.269624400377183,0.0571876077809478,0.0390118290173306
"sig_2",-0.0570857375727797,-0.0279380731437624,-0.14410368335529,-0.035422971658811
"sig_3",0.105261846484661,-0.042543445365819,0.0635311177452866,0.0151030731128027
"sig_4",-0.00126443022215807,0.573875261895072,0.175044878624416,0.00106277770075187
"sig_5",-0.038009888067964,0.101382588881415,0.0803129094262811,0.0454382838997651
"sig_6",0.231107876584337,0.0416052258089292,-0.476508172141202,-0.225787752318419
"sig_7",0.0133903398847515,0.00282440290093416,-0.0498471288162874,-0.0367041942096038
"sig_8",0.0258280681832626,0.0854649612703901,-0.396510026256539,-0.150618741797532
"sig_9",0.122449706530151,-0.0834679118623844,0.00658983701683147,0.0544223887909476
"sig_10",0.0570496887057204,-0.0583347144937997,0.0615652701054276,-0.0169353151199818
"sig_11",-0.119866161055559,0.41265502362938,0.18142664801524,-0.0389185674167887
"sig_12",0.501688378659572,-0.0647381439485519,-0.0442489179869499,-0.0687581861176662
"sig_13",0.30414805726794,-0.0845773989335439,0.00901741135510706,0.0488300516561438
"sig_14",0.139221044996234,-0.100419674174487,0.0801851693081308,-0.146665992805521
"sig_15",0.214047005183875,-0.108787927712232,-0.0263742280395496,0.00772964491962337
"sig_16",-0.0108272743096216,-0.0471499947826856,0.0474382332483584,0.0326849976521002
"sig_17",0.0262737532386565,-0.0806599819869296,0.119349583458771,-0.194134113316174
"sig_18",0.200579133084516,0.0704884019172239,-0.138372080495759,-0.00509530931024043
"sig_19",0.27979070792952,-0.0563316595752826,0.0461531763697398,-0.0683505496240331
"sig_20",-0.0253778773421469,-0.0232871515392196,0.0318538501111284,0.0166652176583702
"sig_21",0.158994111866486,0.0516258074061608,0.0114490845243678,0.0584873201319458
"sig_22",-0.041360927026953,-0.0534047584678805,0.130168275330917,-0.0935009832646411
"sig_23",0.290288293963825,-0.0496801710314871,-0.389961522323196,-0.262892253625523
"sig_24",0.51972909357912,0.0422816364047501,0.0155901436270974,-0.178382457403045
"sig_25",0.0840890397643797,-0.0680425969641632,0.0202514968134795,0.045450345218546
"sig_26",0.204656917155361,0.164892848080496,-0.296678696249427,-0.136875409220307
"sig_27",-0.0292813429042165,-0.0650359245662139,0.0536635759539309,0.0338682095764459
"sig_28",-0.0452976913915344,0.022078959175118,0.0831409257574171,-0.0524118314967151
"sig_29",0.0223120022902933,0.0407425630177055,-0.107674489429503,-0.0522556788004519
