"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Transport.and.catabolism","Cell.motility","Cell.growth.and.death","Cell.communication"
"sig_1",1,-0.0267808082529816,0.190330763591017,0.163295052882743,0.367099639037836,0.0267749135535446,0.00871348368654643,-0.100442260359007,0.0168284401569131,-0.00215499146841129,0.0783287627377251,-0.061467518803589,0.0262014110942757,-0.113949939374363,-0.0422179678301057,0.0478864196840947,-0.119325915473776,-0.112042559631139,0.00453243395446804,0.0197413107638307,0.123176778871237,-0.0970609533212368,-0.101204266450108,-0.110118905244337,0.0386970642393859,-0.133219354087922,-0.00311120917991935,-0.102171118625136,-0.117674571207319,0.28277822671107,-0.0113229187050306,-0.0425780050189374,-0.0572315317052211
"sig_2",-0.0267808082529816,1,-0.0533579721952993,-0.119622960111433,-0.0689873184754783,0.0884192383664402,0.152048362408636,0.178808868911677,-0.0770195344007504,-0.109596287396966,-0.136283703370197,-0.0913654934926285,-0.0924517310219917,-0.0993961613441351,-0.0471984085630653,-0.0716000225381536,-0.126252282459865,-0.0873946197478786,-0.0552611954541247,-0.049123706669822,-0.0497658815253958,-0.0929629890593628,0.0298110404626928,-0.101495113149546,-0.0778094447642638,0.00311716914813948,0.0695361841724128,0.0569684416560152,0.0542379714268672,-0.0357378212147139,0.149762431756094,0.0150986832550933,0.00560121148293558
"sig_3",0.190330763591017,-0.0533579721952993,0.999999999999999,0.113853890977888,0.180236716695566,0.325845221705712,0.0163751594194643,-0.164365809166983,0.45144597437581,0.454272281454213,0.0570356709741967,0.267531639890515,0.728522297363405,-0.0344680112894416,0.158859038152481,0.414204738335758,0.0952614822567203,0.0420731099629378,0.434314897880438,0.287192607189894,0.416296994682613,0.0627069688170914,-0.0414535035596803,0.167793877143744,0.424403652610332,-0.0562189805364328,-0.0601958765457515,-0.114687061404155,-0.110033662376187,-0.0579187482726926,-0.0875606866778607,0.0226316515809431,0.0525306986084814
"sig_4",0.163295052882743,-0.119622960111433,0.113853890977888,1,-0.0152341191183996,0.0922054985757481,0.0270802806542807,-0.0337810602509588,0.216828018168722,0.317234740683173,0.828791114858176,0.106860130492501,0.0891224933424762,0.228104724063008,-0.0282460743132495,0.218619810409993,0.284418005460936,0.046659140154542,0.124215575552298,0.120590611052518,-0.0527326933882783,0.342743498842922,0.102260374318125,0.0927949513858905,0.196875614288129,0.117724427858549,-0.0593702348474924,0.00821176216407014,0.00404657529550522,0.546623098324951,-0.0774329487609065,0.0386890158176171,0.0232343943164912
"sig_5",0.367099639037836,-0.0689873184754783,0.180236716695566,-0.0152341191183996,1,-0.0115685024796198,0.0938637749043123,-0.0670967545992024,0.0920859940952285,0.0983084472274145,-0.0460728086272023,-0.00093411319812843,0.0249156545462655,-0.0852106740885619,0.000217020108500207,0.227799192028515,-0.0421163307933014,-0.0558143086341244,0.00048244493971878,0.193211071819783,0.283107026613192,-0.058301179225282,-0.121274969749008,-0.0569968715661825,0.227533004106984,-0.129965232495808,0.198416251369055,0.0669540951061493,-0.0962993096983022,0.125258464020757,-0.0651190645933082,-0.0532002153803281,-0.0624297606048836
"sig_6",0.0267749135535446,0.0884192383664402,0.325845221705712,0.0922054985757481,-0.0115685024796198,1,0.170264389753579,0.467207370377703,0.0417286031968596,0.094983699841185,0.0888017064103694,0.341589163482615,0.29029893750793,0.341335872016557,0.142099507318112,0.12662843560169,0.400620277299487,0.382707611327987,0.306037509524911,0.000285315352253726,0.277273768060125,0.240888021226849,0.775702353802464,0.350368107447635,0.10890607290365,0.631563379253051,-0.103398641019057,0.0299831742568759,0.177660235147279,-0.146210680464472,0.47281188706703,0.337090852038979,0.416696978816291
"sig_7",0.00871348368654643,0.152048362408636,0.0163751594194643,0.0270802806542807,0.0938637749043123,0.170264389753579,1,0.539487467151512,0.0175030239207806,0.0355319820234104,0.0152490912027077,0.0776309030009812,-0.00190165562056213,0.0848834852430906,0.00633700872369766,0.0674415684700383,0.21666514098704,0.0996497177254064,0.211126773212006,0.00521114087931067,-0.0679164515856861,0.265534172066678,0.0985584903779887,0.125946297198913,0.0210685614681456,0.334512965926389,0.74733608052849,0.772116018570682,0.260916246346357,-0.0168594478176097,0.0542424477093083,0.0423377488247463,0.0432658932296898
"sig_8",-0.100442260359007,0.178808868911677,-0.164365809166983,-0.0337810602509588,-0.0670967545992024,0.467207370377703,0.539487467151512,0.999999999999999,-0.107207944015934,-0.116369787805205,-0.0734442974239725,0.00735175233604735,-0.0934655858896187,0.0850606897514864,-0.0208253846059862,-0.0872482314182084,0.109023423913864,0.101678655121745,-0.0404658604602357,-0.0665082611363424,-0.0766202172679886,0.233671864163392,0.402335610969165,0.0637239066287039,-0.0999264774901922,0.530622942992173,0.208829584502343,0.669077921767763,0.785305900800011,-0.0170515298510273,0.419625831564195,0.181325058274289,0.203544938092674
"sig_9",0.0168284401569131,-0.0770195344007504,0.45144597437581,0.216828018168722,0.0920859940952285,0.0417286031968596,0.0175030239207806,-0.107207944015934,1,0.820980294612249,0.0934591190542404,0.184428476754569,0.542518798845857,-0.0256302186983908,0.208075446938811,0.381224220752001,-0.014184036476184,0.0513921484058431,0.23004673753959,0.595331985631429,0.0829973798275417,0.166954476159448,-0.0301493163102758,0.14123394346441,0.524541491329462,-0.018982377135213,-0.050382033239617,-0.0928381059332127,-0.0701896762281379,-0.0974217748851441,-0.0526838540720359,-0.00528891248428288,0.0490231164890838
"sig_10",-0.00215499146841129,-0.109596287396966,0.454272281454213,0.317234740683173,0.0983084472274145,0.094983699841185,0.0355319820234104,-0.116369787805205,0.820980294612249,1,0.406749521513157,0.303259877696475,0.485613485801769,0.213833303289665,0.0336168767279906,0.52144893089592,0.333918061064895,0.0526009052783559,0.335652536753382,0.575764280095328,-0.00989885387792845,0.369151368832615,0.0512318352904929,0.251860902232667,0.582980789603028,0.0276435409529504,-0.0705603421489351,-0.0509019581873268,-0.06472683416675,-0.0666231276077985,-0.0722216669286928,0.0297890448073385,0.0343727029864819
