"","Metabolism","Genetic.Information.Processing","Environmental.Information.Processing","Cellular.Processes","Organismal.Systems","Human.Diseases"
"ec:1.13.11.19",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.11.20",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.11.27",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.11.31",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.13.11.33",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.13.11.34",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,0.0777645580422776
"ec:1.13.11.5",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.11.52",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.280530823020282
"ec:1.13.11.54",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.11.6",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.13.99.1",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.11.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.11.2",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.11.4",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.100",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.126",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.0777645580422776
"ec:1.14.13.13",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.0777645580422776
"ec:1.14.13.15",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.14.13.159",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.17",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.14.13.30",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.39",-0.0948039534608742,-0.0779733037261398,2.22773265235828,1.71968438168238,0.417586351417349,2.10542720782233
"ec:1.14.13.70",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.72",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.8",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.9",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.98",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.13.99",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.14.1",3.19324592889402,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.682940820444889,1.90266094284432
"ec:1.14.15.3",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.14.15.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.15.5",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.15.6",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.14.16.1",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.16.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,0.686063352976292
"ec:1.14.16.4",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.14.17.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.18.1",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.14.21.6",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.99.1",-0.200870078698129,-0.0779733037261398,0.878693013550147,-0.194108995463267,0.417586351417349,0.888829617954297
"ec:1.14.99.10",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.99.3",-0.200870078698129,-0.0779733037261398,0.20417319414608,-0.194108995463267,0.0637803927139623,0.0777645580422776
"ec:1.14.99.36",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.14.99.38",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.16.3.1",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.17.3.2",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:1.17.4.1",0.541592797962654,-0.0779733037261398,-0.133086715555953,1.71968438168238,-0.113122586637731,-0.125001706935727
"ec:1.17.99.3",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.0246710969618843,-0.125001706935727
"ec:1.2.1.12",0.0112621717763805,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.113122586637731,0.0777645580422776
"ec:1.2.1.24",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.1.27",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.1.3",6.58736193648617,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.1.36",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.1.41",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.1.5",2.55684917747049,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.686063352976292
"ec:1.2.3.1",0.329460547488144,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.4.1",0.859791173674418,-0.0779733037261398,0.878693013550147,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.4.2",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.2.4.4",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.2",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.21",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.24",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.3",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.38",0.0112621717763805,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:1.3.1.70",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.72",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.1.93",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.3.3",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.3.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.3.6",0.435526672725399,-0.0779733037261398,-0.133086715555953,1.71968438168238,0.0637803927139623,-0.125001706935727
"ec:1.3.5.1",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,1.49712841288831
"ec:1.3.5.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.8.1",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.8.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.8.6",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.8.7",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.3.8.8",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.3.8.9",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.99.12",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.3.99.23",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.4.1.3",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:1.4.3.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:1.4.3.2",0.329460547488144,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.4.3.21",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.4.3.22",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.4.3.3",0.0112621717763805,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:1.4.3.4",1.07192342414893,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.240683372065656,1.0915958829323
"ec:1.4.3.5",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.4.4.2",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.2",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.20",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.3",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.30",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.34",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.6",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.1.9",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.8.3",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.5.8.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.6.1.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.6.5.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.7.1.7",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.8.1.4",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.8.1.7",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:1.8.1.9",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.8.3.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:1.8.4.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.100",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.13",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.17",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.2",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.20",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.28",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.37",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.483297087998287
"ec:2.1.1.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.43",2.13258467652147,-0.0779733037261398,0.20417319414608,0.762787693109557,-0.113122586637731,0.686063352976292
"ec:2.1.1.45",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.5",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.6",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.1.1.67",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.1.8",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.2.1",0.859791173674418,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.2.10",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.2.9",-0.306936203935384,0.868202747258364,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.3.3",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.1.4.1",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.2.1.1",0.859791173674418,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.2.1.2",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.1",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.12",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.135",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.3.1.15",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.16",0.965857298911672,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.0246710969618843,-0.125001706935727
"ec:2.3.1.168",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.176",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.0246710969618843,-0.125001706935727
"ec:2.3.1.179",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.181",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.21",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.506037841093196,-0.125001706935727
"ec:2.3.1.22",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:2.3.1.24",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.26",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.29",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.37",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.42",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:2.3.1.43",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.5",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.280530823020282
"ec:2.3.1.50",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.51",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:2.3.1.57",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.6",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.3.1.61",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.67",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.76",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:2.3.1.78",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
