"","Metabolism","Genetic.Information.Processing","Environmental.Information.Processing","Cellular.Processes","Organismal.Systems","Human.Diseases"
"ec:2.3.1.85",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.3.1.87",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.1.9",2.13258467652147,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.3.2.2",1.28405567462344,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.2.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.3.1",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.3.3.10",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.3.3.8",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.1",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.152231882389809,-0.125001706935727
"ec:2.4.1.101",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.102",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.11",-0.200870078698129,-0.0779733037261398,0.541433103848113,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:2.4.1.117",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.122",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.133",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.134",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.135",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.142",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.143",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.144",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.145",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.147",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.149",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.150",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.152",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.155",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.17",17.7243050863979,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,3.72755732764636
"ec:2.4.1.175",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.18",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.198",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.22",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.226",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.228",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.256",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.257",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.258",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.260",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.261",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.265",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.267",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.274",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.37",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.41",1.81438630080971,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.50",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.62",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.65",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.68",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.0777645580422776
"ec:2.4.1.69",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.79",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.80",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.88",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.1.92",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.1",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.12",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.14",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.19",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.26",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.28",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.3",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.4",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.0777645580422776
"ec:2.4.2.7",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.8",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.2.9",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.1",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.10",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.3",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.4",0.541592797962654,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.6",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.7",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.8",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.4.99.9",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.10",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.280530823020282
"ec:2.5.1.16",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.18",5.95096518506264,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,4.33585612258038
"ec:2.5.1.22",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.29",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.57",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.58",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.6",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.61",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.87",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.5.1.91",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.1",1.49618792509795,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.6.1.13",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.16",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.22",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.6.1.39",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.42",0.647658923199908,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.5",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.6.1.51",0.0112621717763805,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:2.6.1.52",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.1",2.55684917747049,-0.0779733037261398,1.21595292325218,-0.194108995463267,0.594489330769042,0.686063352976292
"ec:2.7.1.106",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.107",1.49618792509795,-0.0779733037261398,2.90225247176235,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.108",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.11",1.49618792509795,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.7.1.113",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.127",-0.0948039534608742,-0.0779733037261398,1.89047274265625,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.134",-0.306936203935384,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.137",-0.306936203935384,-0.0779733037261398,0.20417319414608,1.71968438168238,-0.113122586637731,0.0777645580422776
"ec:2.7.1.138",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.147",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.149",-0.0948039534608742,-0.0779733037261398,0.878693013550147,2.6765810702552,-0.113122586637731,-0.125001706935727
"ec:2.7.1.15",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.150",-0.306936203935384,-0.0779733037261398,0.20417319414608,1.71968438168238,-0.113122586637731,-0.125001706935727
"ec:2.7.1.151",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.153",0.0112621717763805,-0.0779733037261398,14.7063493113335,11.2886512674106,7.67060850483678,21.1654561157548
"ec:2.7.1.154",-0.0948039534608742,-0.0779733037261398,0.878693013550147,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.158",-0.306936203935384,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.164",-0.306936203935384,0.868202747258364,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.17",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.173",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.2",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.152231882389809,0.280530823020282
"ec:2.7.1.20",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.21",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.23",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.24",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.25",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.26",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.3",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.30",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:2.7.1.31",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.33",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.35",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.36",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:2.7.1.40",0.647658923199908,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,0.888829617954297
"ec:2.7.1.48",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.52",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.59",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.6",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.60",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.67",0.0112621717763805,-0.0779733037261398,1.21595292325218,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.68",0.0112621717763805,-0.0779733037261398,0.878693013550147,7.46106451311932,0.152231882389809,-0.125001706935727
"ec:2.7.1.74",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.82",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.1.91",-0.200870078698129,-0.0779733037261398,1.21595292325218,-0.194108995463267,0.0637803927139623,0.280530823020282
"ec:2.7.1.94",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.2.3",0.22339442225089,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.3.2",0.117328297013635,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.10",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.14",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:2.7.4.3",0.329460547488144,1.81437879824287,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.6",1.28405567462344,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.8",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.4.9",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.6.1",0.859791173674418,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.6.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.12",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:2.7.7.13",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.14",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.15",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.18",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.23",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.30",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.41",-0.200870078698129,-0.0779733037261398,0.541433103848113,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.43",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.6",0.859791173674418,5.59908300218088,-0.133086715555953,-0.194108995463267,0.0637803927139623,1.29436214791031
"ec:2.7.7.7",0.859791173674418,23.5764279708865,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.888829617954297
"ec:2.7.7.8",-0.200870078698129,0.868202747258364,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.7.9",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.1",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.11",-0.200870078698129,-0.0779733037261398,0.20417319414608,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.15",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.2",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.27",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.29",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.8.5",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.7.9.3",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.1.2",0.0112621717763805,1.81437879824287,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.1.8",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.2.1",-0.413002329172638,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,0.686063352976292
"ec:2.8.2.11",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.2.14",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,0.0777645580422776
"ec:2.8.2.2",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.2.4",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.2.5",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.8.3.5",0.22339442225089,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:2.9.1.2",-0.306936203935384,0.868202747258364,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.1.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.1.13",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,0.762787693109557,0.0637803927139623,-0.125001706935727
"ec:3.1.1.23",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:3.1.1.3",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.594489330769042,-0.125001706935727
"ec:3.1.1.31",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.1.34",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,0.0777645580422776
"ec:3.1.1.4",10.1936101945528,-0.0779733037261398,11.3337502143132,-0.194108995463267,9.70499276738125,-0.125001706935727
"ec:3.1.1.47",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.1.5",0.647658923199908,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.0246710969618843,-0.125001706935727
"ec:3.1.1.64",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.1.7",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.0246710969618843,-0.125001706935727
"ec:3.1.2.1",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.2.14",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.2.2",0.753725048437163,-0.0779733037261398,-0.133086715555953,0.762787693109557,0.0637803927139623,-0.125001706935727
"ec:3.1.2.22",0.0112621717763805,-0.0779733037261398,-0.133086715555953,1.71968438168238,-0.113122586637731,-0.125001706935727
"ec:3.1.2.27",-0.306936203935384,-0.0779733037261398,-0.133086715555953,0.762787693109557,-0.113122586637731,-0.125001706935727
"ec:3.1.2.4",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.2.6",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.1",0.0112621717763805,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.11",0.435526672725399,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.0637803927139623,-0.125001706935727
"ec:3.1.3.13",-0.200870078698129,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.18",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.2",0.117328297013635,-0.0779733037261398,-0.133086715555953,1.71968438168238,-0.0246710969618843,0.0777645580422776
"ec:3.1.3.25",-0.200870078698129,-0.0779733037261398,0.541433103848113,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.29",-0.306936203935384,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.3",-0.0948039534608742,-0.0779733037261398,-0.133086715555953,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.36",0.117328297013635,-0.0779733037261398,1.55321283295421,-0.194108995463267,-0.113122586637731,-0.125001706935727
"ec:3.1.3.4",1.49618792509795,-0.0779733037261398,-0.133086715555953,-0.194108995463267,0.417586351417349,-0.125001706935727
"ec:3.1.3.46",0.117328297013635,-0.0779733037261398,1.21595292325218,-0.194108995463267,-0.0246710969618843,-0.125001706935727
