"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Metabolism","Genetic.Information.Processing","Environmental.Information.Processing","Cellular.Processes","Organismal.Systems","Human.Diseases"
"sig_1",0.999999999999992,-0.183914410181202,0.0719157306384186,0.172454286159849,0.139710402076094,0.0384410735932756,0.0265420989482628,-0.21537138539508,-0.010521637188562,-0.0451380576912849,-0.0262169954899946,-0.0509244848339314,-0.0370669621794521,-0.0767651618478404,-0.0119900972588994,-0.00630542264555897,-0.0994464933500047,-0.0860102875129391,-0.0657655994293844,0.00911209267104068,0.00319946751637098,-0.0234809066864613,-0.117535062829372,-0.0941403190731799,-0.0145355791373594,-0.111974637752043,-0.0275727603703631,-0.138393620679947,-0.169464266577557,-0.0248269343663753,-0.0228072519506243,-0.0180064416160211,-0.00747401792942025,-0.0188778002634384,-0.0269542058282639
"sig_2",-0.183914410181202,1,-0.129129711625634,-0.152385734889226,-0.0922840838017792,-0.069519143904646,0.0507569696819042,0.376246031165262,-0.120611278296038,-0.136178694643518,-0.123998903275757,-0.133762825259014,-0.129386004900322,-0.140991862028994,-0.046910051217847,-0.118872731760124,-0.173789999449145,-0.115497137569603,-0.124424715468504,-0.0514540709710682,-0.0985397941495504,-0.0975756208880098,-0.0959948242953412,-0.132202607371853,-0.0701925159900581,-0.101425429230879,-0.0392699722311264,-0.0293793706717895,0.0552271477364229,-0.0488964996820255,0.073852160006691,0.00138948437921592,-0.0355096392451541,-0.0250903090340962,-0.00915595473976717
"sig_3",0.0719157306384186,-0.129129711625634,0.999999999999984,0.090737231676773,0.150757915991664,0.292498611293322,-0.0130943289608027,-0.127600312572658,0.58408313012856,0.437873218838686,0.0349691205174702,0.369075273916706,0.707597934786061,0.0711914316351351,0.24985225697137,0.422316012802968,0.108259857366368,0.0590356924826677,0.418054667901868,0.061205453884476,0.328325595512989,-0.0252917536060581,0.0642990479518238,0.190156011841051,0.115991790332874,0.00732986010148816,-0.0165519189770482,-0.0692896833873169,-0.0909920529934224,0.112496912383951,-0.0201697577521825,0.0309045354132401,0.00106690473896802,0.0285970780011914,0.0478202705029287
"sig_4",0.172454286159849,-0.152385734889226,0.090737231676773,0.999999999999994,0.115180279386486,0.140780439957986,0.136662515125646,-0.124331067120007,0.111456661297951,0.212798862725236,0.518109020393458,0.0999109526655102,0.0527285852842038,0.356903338333082,-0.00650391864114329,0.211182343679102,0.325484922710924,0.0696949433154077,0.0550388008627809,0.217581401377827,0.0548042550316622,0.455259952297378,0.0655593964789629,0.0575932246592082,0.0569394404554564,0.0446452652159617,0.0318148172789519,-0.0230365042890267,-0.0769500170715256,0.120201442092356,-0.0242338546070897,0.00178257950594425,0.0580680865786736,0.0390422972471995,0.0147255439893483
"sig_5",0.139710402076094,-0.0922840838017792,0.150757915991664,0.115180279386486,0.999999999999994,0.0344555247274817,0.120642781117732,-0.0764339422805012,0.118740242594908,0.107749666778871,0.0711664167339279,0.0403647444085673,0.0396920078233945,-0.0217146069347529,0.010031661449743,0.381822033992408,0.0195819805403898,-0.0174168756295794,0.050141497292188,0.467204404274648,0.299279984744476,0.083335861019002,-0.0367398734785151,0.00718695028200077,0.383929730483231,-0.00612776567120513,0.307716079242033,0.0337869729060469,-0.0634978369944672,0.00164667949898445,-0.0152679329484061,0.00442040725153562,0.0221837041335652,-0.00608031115657192,-0.00418960530559936
"sig_6",0.0384410735932756,-0.069519143904646,0.292498611293322,0.140780439957986,0.0344555247274817,1,0.166757762244975,0.0539375689903878,0.114400904262628,0.119430069501205,0.0906783199926948,0.294218282928566,0.295895933085072,0.321487648921048,0.0741297871284893,0.119130670874033,0.370147261899003,0.517149355949956,0.269410148296739,-0.0169935798374452,0.196379046727825,0.0744550386863457,0.647663107336612,0.330954977723975,0.169105727833487,0.443537291933902,0.0115915298641371,0.040341847537894,0.00694742229224148,0.10592057385843,-0.024283647233094,0.150537798167703,0.106935380198301,0.11986626488124,0.123269001035462
"sig_7",0.0265420989482628,0.0507569696819042,-0.0130943289608027,0.136662515125646,0.120642781117732,0.166757762244975,0.999999999999995,0.206529268541233,-0.0263685269531,-0.0314348529494678,0.0405437626157867,0.00626458877034687,-0.0119676650965024,0.0141554929058121,-0.00595042945938324,0.020299747414688,0.181636423179968,0.0828615678026881,0.161418710886548,0.0442525113177155,0.00606429540119957,0.442006585536477,0.0821517613250975,0.228592545379189,0.159249590380235,0.40511770692185,0.496643437619153,0.583569965826763,0.16725646354657,0.0373999102665086,-0.0310093097475219,0.038593481661698,0.0377325254607232,0.0299726922840777,-0.0103100624397478
"sig_8",-0.21537138539508,0.376246031165262,-0.127600312572658,-0.124331067120007,-0.0764339422805012,0.0539375689903878,0.206529268541233,1,-0.107715922540311,-0.108362042121316,-0.097741329815909,-0.090575374481762,-0.0725691815075402,-0.062305559297832,-0.0399125888507464,-0.0995949712398598,-0.0518420453342529,0.00378442874741813,-0.0535018223887334,-0.0507042287300657,-0.0728234712485139,0.0170181091651924,0.168173726993609,-0.00561863787098361,-0.0273210104212001,0.172272985847026,0.0446687909572044,0.439758934100585,0.731934543536776,-0.00729109195542224,0.0516056788211416,0.0502307845723691,0.0154588787950038,0.0294739574170633,0.0316825175013928
"sig_9",-0.010521637188562,-0.120611278296038,0.58408313012856,0.111456661297951,0.118740242594908,0.114400904262628,-0.0263685269531,-0.107715922540311,1.00000000000001,0.593465384736353,0.0776350909275125,0.402558457264723,0.486438660828137,0.117123266633804,0.310766017102999,0.423374282646586,0.120460562993561,0.100114803327916,0.368295361954818,0.0539967404374467,0.193477808098077,0.0223535594769738,0.0557396548758085,0.156761214405449,0.143746378849738,0.00928033601324212,-0.0242061932272357,-0.0538303392720148,-0.0663922355044129,0.18727368344885,-0.0134802141108598,0.0315607351975901,-0.000590829695347083,0.0239008739659142,0.0878093354438867
"sig_10",-0.0451380576912849,-0.136178694643518,0.437873218838686,0.212798862725236,0.107749666778871,0.119430069501205,-0.0314348529494678,-0.108362042121316,0.593465384736353,0.99999999999999,0.31812901808318,0.471056300047806,0.479473647105502,0.32593379239538,0.0467574144234171,0.444013725799438,0.289692062411732,0.105546393756907,0.334447844122233,0.123482249003946,0.188506398599746,0.0618260764427829,0.107016319422846,0.171314574541713,0.135773261703604,0.0319050044987291,-0.0126103983793363,-0.0353777525360159,-0.0620263706234665,0.298917081771722,-0.0151165036896033,0.00884997588693929,-0.00592559656511617,0.0247382627275339,0.0835910371528441
