"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",0.99999999999999,0.954195847838526,0.903070511174808,0.952707417612943,0.978912792885305,0.986421047676305,0.974873703104613,0.940410841399726,0.716100987345932,0.755176443777967,0.832407096330349,0.863587119959221,0.746446181179241,0.874530432106605,0.848202465151409,0.878831886020145,0.9434632148143,0.849717913058735,0.909557436743435,0.937651252266197,0.921776141249432,0.963316659192613,0.95954659763273,0.974643041268553,0.958970359813051,0.970885344596662,0.958667195268946,0.946933821634248,0.928341315957104,-0.00647126362296555,-0.0301849291038231,-0.0538057729553763,-0.00993183252755959,-0.0462136850658807,-0.0364641364760914,-0.0931720385720909,-0.0613278046462858,-0.0372712765649702,-0.0728375985398163,-0.0363820685583745,-0.0650379882096072,0.453652753169076,-0.0526908201544423
"sig_2",0.954195847838526,0.999999999999998,0.758484222678821,0.835217599078684,0.923814137635249,0.908834528961756,0.978219201935554,0.992940503571578,0.534098516528004,0.579000370910374,0.669444774028697,0.712221643623723,0.56892634044753,0.722809602110839,0.699788132942851,0.731833289939687,0.834939510530712,0.69246019818314,0.775695339899018,0.852363528647257,0.800437720589723,0.922605363817081,0.864825424126502,0.905759743611055,0.897795943848066,0.951863425983262,0.945882059751632,0.971135152181101,0.98286539189681,-0.00752744500541756,-0.0375232155818268,-0.0572113469610066,-0.0234948370071503,-0.0538470445754178,-0.042142640875599,-0.0868218967243901,-0.071054097133682,-0.0250313667422242,-0.0849476018392936,-0.0423474800604089,-0.0732675574499597,0.50041701747793,-0.0605815583436972
"sig_3",0.903070511174808,0.758484222678821,1,0.980561277523073,0.904186160951134,0.94849950128673,0.819142086123513,0.740016345514754,0.939306371186118,0.95506733837926,0.977225696132705,0.984796710031365,0.954805406912278,0.990421943727221,0.964451625811737,0.988427494020788,0.965026874742062,0.986280840821609,0.993354941595705,0.916740599647619,0.975557329603426,0.862556310946349,0.962945406481503,0.925270750719311,0.897914481442942,0.844980286299636,0.824823929957708,0.770172444986292,0.726701125452946,-0.00429696187624793,-0.0224796553874909,-0.0380571347492765,-0.023934675573676,-0.0309898624578006,-0.0242192396661245,-0.0691878696337697,-0.0407696844995545,-0.0284646470596296,-0.0489430772094763,-0.0242129880873997,-0.0437581642616894,0.335576428539852,-0.0352445038339931
"sig_4",0.952707417612943,0.835217599078684,0.980561277523073,0.999999999999999,0.948318524023109,0.984639425929831,0.896308074464585,0.824449737695147,0.872339519269648,0.903058204450104,0.957622559186482,0.970068775757209,0.890135910709837,0.977467638490864,0.934788077576945,0.970633137417216,0.992493362212936,0.950274817381653,0.985554102171975,0.950198126532134,0.973723733010122,0.937942645469815,0.989128015945364,0.971251759621207,0.94157908767626,0.919398647438792,0.897996260475158,0.858286294307194,0.815539756021464,-0.00476533148909395,-0.0237305905940096,-0.0417875990085675,-0.027818612480315,-0.0342148369938893,-0.0268591411203465,-0.0759318893389674,-0.045205148892114,-0.0309589377036359,-0.0541601725753531,-0.0268546662136664,-0.0484805345722875,0.371111195934133,-0.0390496309941083
"sig_5",0.978912792885305,0.923814137635249,0.904186160951134,0.948318524023109,1.00000000000001,0.983370127903931,0.969323321374336,0.923554831553331,0.725079709769559,0.761632324071299,0.833166809913623,0.876408787569189,0.753166022549829,0.877237898670765,0.884430882629929,0.904681635982729,0.95451892547528,0.853493596578085,0.920042172695721,0.982324010423876,0.953604349422008,0.969986738741985,0.967116751469093,0.988884481813224,0.995385713692384,0.977672245573025,0.980251173208211,0.947698848278002,0.918853650048159,-0.005160058504914,-0.0279808290249827,-0.0456086056264673,-0.049954212581423,-0.0372225600121579,-0.0290839661186062,-0.0837250529544698,-0.0489596643564164,-0.0348732660606069,-0.0596253135044342,-0.0290839661186062,-0.0525653296806542,0.429106114160264,-0.0423484096754409
"sig_6",0.986421047676305,0.908834528961756,0.94849950128673,0.984639425929831,0.983370127903931,1.00000000000001,0.955002850266853,0.902395073176412,0.795013383720761,0.829591928181105,0.898293429878633,0.924875240768597,0.821804093232882,0.932962187526788,0.903609699720782,0.935849860274883,0.982970490362965,0.90828144292883,0.959306490025531,0.965732921060289,0.964053565744747,0.969678107895079,0.992161033481085,0.992225116471119,0.97350898850064,0.967183083324682,0.953026571866633,0.925880569149872,0.894884638604821,-0.00530702169602049,-0.0280865489055877,-0.0462102491639561,-0.0362412795727932,-0.0382231430970176,-0.029912304104843,-0.0830348131227367,-0.0503498793424378,-0.0343203973786775,-0.0605454553793012,-0.0299086059730652,-0.05389041343501,0.418169023535975,-0.0434863531329658
"sig_7",0.974873703104613,0.978219201935554,0.819142086123513,0.896308074464585,0.969323321374336,0.955002850266853,0.999999999999991,0.984478152756468,0.605151132618593,0.652926111853619,0.746435005069067,0.79043215103256,0.636018881886003,0.795664086286984,0.769305381526844,0.806798983802302,0.906393329273204,0.755584561610487,0.844678136323774,0.921880217579751,0.867964083343943,0.978389122954118,0.924778852471854,0.964295683002103,0.955720379935222,0.993986146591459,0.989366996791665,0.994483989087191,0.982890280269309,-0.00577278098723987,-0.0312229237333842,-0.0497515749472354,-0.0501716971689311,-0.0415972325624421,-0.0325345185858012,-0.0898541435284407,-0.0547675782385192,-0.0369208732761567,-0.0663360585827581,-0.0325332439066424,-0.0584635290011196,0.46643340853603,-0.0473431440594081
"sig_8",0.940410841399726,0.992940503571578,0.740016345514754,0.824449737695147,0.923554831553331,0.902395073176412,0.984478152756468,0.999999999999998,0.51388139492919,0.561398743722931,0.656502748769895,0.702889430421369,0.547773958736689,0.710586021901492,0.686025404370146,0.721588480862394,0.834291359312835,0.673230485754449,0.766515515393191,0.856770557899303,0.793198648024421,0.933725090147292,0.863344982914951,0.909419385028515,0.90336531814795,0.963182563500294,0.959734706768382,0.987400069632292,0.997680926605423,-0.00626477060686689,-0.03485397174408,-0.0517130732767919,-0.0576297521161098,-0.0451363840606605,-0.0352742980759049,-0.0877910837941203,-0.0593884274928851,-0.0322837570099563,-0.072163498488638,-0.0353078013918767,-0.0622711144196871,0.49183575519023,-0.0511072560152594
"sig_9",0.716100987345932,0.534098516528004,0.939306371186118,0.872339519269648,0.725079709769559,0.795013383720761,0.605151132618593,0.51388139492919,0.999999999999998,0.993810011099734,0.962975892095141,0.953158893193084,0.994970973613373,0.94868731662543,0.927599751333421,0.94213206557621,0.856252282361466,0.958816287738668,0.923291785569209,0.774716876837747,0.884597666780676,0.679586903459443,0.837742816062947,0.765692728676526,0.726667490598201,0.64499855012848,0.617172995070601,0.549813721585729,0.500986231187897,-0.00266395299344777,-0.0152623386451183,-0.0240083921536746,-0.0204274581364008,-0.0192205814371301,-0.0150150077812516,-0.0438567657518619,-0.0252761173727517,-0.0186234333028682,-0.030732052464174,-0.0150145635638034,-0.0271578883997385,0.217370047455711,-0.0218743319771582
"sig_10",0.755176443777967,0.579000370910374,0.95506733837926,0.903058204450104,0.761632324071299,0.829591928181105,0.652926111853619,0.561398743722931,0.993810011099734,1,0.980112192951377,0.973073488616938,0.987834969666001,0.966898757276436,0.927975019078924,0.956656137637873,0.887570880738108,0.959206176583264,0.946349389389732,0.805268440615172,0.901899172389047,0.727421319503546,0.868227413659519,0.804366261139731,0.764411593899225,0.692643099175029,0.664763680029801,0.600734641152483,0.549709729861545,-0.00290563114467003,-0.0163448075862137,-0.0261202697369349,-0.0232955225266109,-0.0209617566114949,-0.0163771937245038,-0.0476573412882398,-0.0275690749505771,-0.0202224196421922,-0.0333422938983099,-0.0163766944660715,-0.0296229711775608,0.23759767079464,-0.023852151165815
