"","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"YAL001C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL002W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,3.02733219650607,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL003W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
"YAL007C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,6.24506251384025,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL011W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL013W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL021C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL024C",-0.028386647790183,-0.1824246172809,3.88647679855018,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL029C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,4.28670103946762
"YAL032C",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL033W",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL042W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,6.24506251384025,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL043C",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL053W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,6.24506251384025,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAL062W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,3.45216924099028,-0.384567072466069,-0.23309164530665
"YAR002W",-0.028386647790183,5.47729913385902,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAR003W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAR007C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,3.709812739705,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YAR014C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,4.28670103946762
"YBL003C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL004W",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL007C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,4.28670103946762
"YBL008W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL014C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL018C",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL021C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL026W",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL027W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
"YBL035C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,3.709812739705,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL037W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,4.28670103946762
"YBL041W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,4.82851232699771,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL046W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,4.87860695299107,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL047C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,4.28670103946762
"YBL052C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL056W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,4.87860695299107,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL058W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,4.82851232699771,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL072C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
"YBL074C",-0.028386647790183,-0.1824246172809,-0.257095114680725,2.21485162178749,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL079W",-0.028386647790183,5.47729913385902,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL084C",-0.028386647790183,-0.1824246172809,3.88647679855018,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL087C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
"YBL092W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
"YBL093C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL097W",-0.028386647790183,-0.1824246172809,3.88647679855018,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL103C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBL105C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,6.24506251384025,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBR009C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBR010W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,2.12991081679188,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,-0.384567072466069,-0.23309164530665
"YBR011C",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,3.45216924099028,-0.384567072466069,-0.23309164530665
"YBR031W",-0.028386647790183,-0.1824246172809,-0.257095114680725,-0.451133695999392,-0.204811375020616,-0.15999746936285,-0.469124899667041,-0.269338176434935,-0.206936242585616,-0.330057665749545,-0.15999746936285,-0.28943951714853,2.59823128334888,-0.23309164530665
